Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
OCTOBRANCHUS	R02174	129716	urn:lsid:marinespecies.org:taxname:129716	urn:lsid:marinespecies.org:taxname:129716	urn:lsid:marinespecies.org:taxname:129716	urn:lsid:marinespecies.org:taxname:983	NA	Octobranchus	Octobranchus	Trichobranchidae	Marion, A.F.; Bobretzky, N. (1875). Étude des Annélides du golfe de Marseille. <em>Annales des Sciences naturelles, Paris.</em> 6 (2): 1-106, Pl.1-12.	1875	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Octobranchus	NA	NA	NA	Genus	Marion & Bobretzky, 1875	ICZN	accepted	NA	2019-09-04	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Octobranchus Marion & Bobretzky, 1875. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129716	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129716	NA	NA	NA	NA	NA	NCBI:txid1142174	To Genbank	NA	ncbi	NA	129716	983	NA	NCBI:txid36113	NCBI:txid1142174
OCTOBRANCHUS FLORICEPS	R05944	131570	urn:lsid:marinespecies.org:taxname:131570	urn:lsid:marinespecies.org:taxname:131570	urn:lsid:marinespecies.org:taxname:131570	urn:lsid:marinespecies.org:taxname:129716	https://doi.org/10.1080/00364827.1980.10431487	Octobranchus floriceps	Octobranchus floriceps	Octobranchus	Kingston, Paul F.; Mackie, Andrew S. Y. (1980). Octobranchus floriceps sp. nov. (Polychaeta: Trichobranchidae) from the northern North Sea with a re-examination of O. antarcticus Monro. <em>Sarsia.</em> 65(3-4): 249-254.	1980	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Octobranchus	NA	floriceps	NA	Species	Kingston & Mackie, 1980	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Octobranchus floriceps Kingston & Mackie, 1980. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131570	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131570	NA	NA	NA	NA	NA	NCBI:txid3014138	To GenBank (3 nucleotides; 1 proteins)	NA	ncbi	NA	131570	129716	Octobranchus floriceps	NCBI:txid1142174	NCBI:txid3014138
OCTOBRANCHUS LINGULATUS	R05945	131571	urn:lsid:marinespecies.org:taxname:131571	urn:lsid:marinespecies.org:taxname:131571	urn:lsid:marinespecies.org:taxname:131571	urn:lsid:marinespecies.org:taxname:129716	NA	Octobranchus lingulatus	Octobranchus lingulatus	Octobranchus	NA	NA	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Octobranchus	NA	lingulatus	NA	Species	(Grube, 1863)	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Octobranchus lingulatus (Grube, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131571	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131571	NA	NA	NA	NA	NA	NCBI:txid2599128	To GenBank (6 nucleotides; 2 proteins)	NA	ncbi	NA	131571	129716	Octobranchus lingulatus	NCBI:txid1142174	NCBI:txid2599128
OCTOCORALLIA	R02175	1341	urn:lsid:marinespecies.org:taxname:1341	urn:lsid:marinespecies.org:taxname:1341	urn:lsid:marinespecies.org:taxname:1341	urn:lsid:marinespecies.org:taxname:1292	NA	Octocorallia	Octocorallia	Anthozoa	NA	NA	Animalia	Cnidaria	Octocorallia	NA	NA	NA	NA	NA	NA	Class	Haeckel, 1866	ICZN	accepted	NA	2024-02-29	WoRMS (2024). Octocorallia. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1341	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1341	NA	NA	NA	NA	NA	NCBI:txid6132	To Genbank	NA	ncbi	NA	1341	1292	NA	NCBI:txid6101	NCBI:txid6132
OCTOLASMIS LOWEI	R16473	106162	urn:lsid:marinespecies.org:taxname:106162	urn:lsid:marinespecies.org:taxname:106162	urn:lsid:marinespecies.org:taxname:106162	urn:lsid:marinespecies.org:taxname:106091	NA	Octolasmis lowei	Octolasmis lowei	Octolasmis	NA	NA	Animalia	Arthropoda	Thecostraca	Scalpellomorpha	Poecilasmatidae	Octolasmis	NA	lowei	NA	Species	(Darwin, 1852)	ICZN	accepted	NA	2010-10-22	WoRMS (2024). Octolasmis lowei (Darwin, 1852). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106162	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106162	NA	NA	NA	NA	NA	NCBI:txid37712	To GenBank (1 nucleotides; 0 proteins)	NA	ncbi	NA	106162	106091	Octolasmis lowei	NCBI:txid37900	NCBI:txid37712
OCTOPODA	R09636;R09646;R09959	11718	urn:lsid:marinespecies.org:taxname:11718	urn:lsid:marinespecies.org:taxname:11718	urn:lsid:marinespecies.org:taxname:11718	urn:lsid:marinespecies.org:taxname:325343	NA	Octopoda	Octopoda	Octopodiformes	NA	NA	Animalia	Mollusca	Cephalopoda	Octopoda	NA	NA	NA	NA	NA	Order	Leach, 1818	ICZN	accepted	NA	2018-02-07	MolluscaBase eds. (2024). MolluscaBase. Octopoda. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=11718	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11718	NA	NA	NA	NA	NA	NCBI:txid6638	To Genbank	NA	ncbi	NA	11718	325343	NA	NCBI:txid215451	NCBI:txid6638
OCTOPODIDAE	R07800	11782	urn:lsid:marinespecies.org:taxname:11782	urn:lsid:marinespecies.org:taxname:11782	urn:lsid:marinespecies.org:taxname:11782	urn:lsid:marinespecies.org:taxname:14672	NA	Octopodidae	Octopodidae	Octopodoidea	Orbigny, A. d'. (1836-1842). <i>Mollusques, Echinodermes, Foraminiferes et Polypiers, recueillis aux Iles Canaries par MM. Webb et Berthelot. Mollusques</i>. - In: Webb, P.B. & Berthelot, S. (eds.): <i>Histoire Naturelle des Iles Canaries</i>. Tome II. Partie 2. Zoologie. Livr. 9: pl. 1 (1836); livr. 14: pl. 2 (1836); livr. 41: 1-24 (1839); livr. 42: 25-48 (1839); livr. 43: 49-72 (1839); livr. 45: 73-104 (1840); livr. 46: 105-117 (1840); livr. 49: pl. 4-5 (1840); livr. 62: pl. 7 (1842); livr. 63: pl. 3 (1842); livr. 65: pl. 6, 7B (1842). Paris. [See also Gray (1854) and Stearn (1937)].	1836-1842	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	NA	NA	NA	NA	Family	A. d'Orbigny, 1839	ICZN	accepted	NA	2024-07-21	MolluscaBase eds. (2024). MolluscaBase. Octopodidae A. d'Orbigny, 1839. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=11782	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11782	NA	NA	NA	NA	NA	NCBI:txid6647	To Genbank	NA	ncbi	NA	11782	14672	NA	NA	NCBI:txid6647
OCTOPODIFORMES	R09149	325343	urn:lsid:marinespecies.org:taxname:325343	urn:lsid:marinespecies.org:taxname:325343	urn:lsid:marinespecies.org:taxname:325343	urn:lsid:marinespecies.org:taxname:11709	NA	Octopodiformes	Octopodiformes	Coleoidea	NA	NA	Animalia	Mollusca	Cephalopoda	NA	NA	NA	NA	NA	NA	Superorder	Berthold & Engeser, 1987	ICZN	accepted	NA	2018-02-07	MolluscaBase eds. (2024). MolluscaBase. Octopodiformes. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325343	https://www.marinespecies.org/aphia.php?p=taxdetails&id=325343	NA	NA	NA	NA	NA	NCBI:txid215451	To Genbank	NA	ncbi	NA	325343	11709	NA	NCBI:txid6606	NCBI:txid215451
OCTOPODOTEUTHOPSIS	R00463	879897	urn:lsid:marinespecies.org:taxname:879897	urn:lsid:marinespecies.org:taxname:879897	urn:lsid:marinespecies.org:taxname:138271	urn:lsid:marinespecies.org:taxname:11741	NA	Octopodoteuthopsis	Octopoteuthis	Octopoteuthidae	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae	Octopodoteuthopsis	NA	NA	NA	Genus	Pfeffer, 1912	ICZN	unaccepted	NA	2016-06-12	MolluscaBase eds. (2024). MolluscaBase. Octopodoteuthopsis Pfeffer, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=879897	https://www.marinespecies.org/aphia.php?p=taxdetails&id=879897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138271	11741	NA	NCBI:txid61732	NCBI:txid61733
OCTOPOTEUTHIDAE	R07801;R19214	11741	urn:lsid:marinespecies.org:taxname:11741	urn:lsid:marinespecies.org:taxname:11741	urn:lsid:marinespecies.org:taxname:11741	urn:lsid:marinespecies.org:taxname:1545786	NA	Octopoteuthidae	Octopoteuthidae	Octopoteuthoidea	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae	NA	NA	NA	NA	Family	S. S. Berry, 1912	ICZN	accepted	NA	2022-10-02	MolluscaBase eds. (2024). MolluscaBase. Octopoteuthidae S. S. Berry, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=11741	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11741	NA	NA	NA	NA	NA	NCBI:txid61732	To Genbank	NA	ncbi	NA	11741	1545786	NA	NA	NCBI:txid61732
OCTOPOTEUTHIS	R07802	138271	urn:lsid:marinespecies.org:taxname:138271	urn:lsid:marinespecies.org:taxname:138271	urn:lsid:marinespecies.org:taxname:138271	urn:lsid:marinespecies.org:taxname:11741	NA	Octopoteuthis	Octopoteuthis	Octopoteuthidae	Rüppell, E. (1844). Intorno ad alcuni cefalopodi del mare di Messina: lettera del Dr. Eduardo Rüppell di Frankfort sul Meno al Prof. Anastasio Cocco. <em>Giornale del Gabinetto Letteràrio di Messina.</em> 5(27–28):129-135.	1844	Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae	Octopoteuthis	NA	NA	NA	Genus	Rüppell, 1844	ICZN	accepted	NA	2016-06-12	MolluscaBase eds. (2024). MolluscaBase. Octopoteuthis Rüppell, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138271	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138271	NA	NA	NA	NA	NA	NCBI:txid61733	To Genbank	NA	ncbi	NA	138271	11741	NA	NCBI:txid61732	NCBI:txid61733
OCTOPOTEUTHIS DELETRON	R07803;R08808;R09673;R09960;R14378	342057	urn:lsid:marinespecies.org:taxname:342057	urn:lsid:marinespecies.org:taxname:342057	urn:lsid:marinespecies.org:taxname:342057	urn:lsid:marinespecies.org:taxname:138271	NA	Octopoteuthis deletron	Octopoteuthis deletron	Octopoteuthis	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Octopoteuthidae	Octopoteuthis	NA	deletron	NA	Species	R. E. Young, 1972	ICZN	accepted	NA	2016-06-12	MolluscaBase eds. (2024). MolluscaBase. Octopoteuthis deletron R. E. Young, 1972. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342057	https://www.marinespecies.org/aphia.php?p=taxdetails&id=342057	NA	NA	NA	NA	NA	NCBI:txid1582096	To GenBank (7 nucleotides; 5 proteins)	NA	ncbi	NA	342057	138271	Octopoteuthis deletron	NCBI:txid61733	NCBI:txid1582096
OCTOPUS	R00464;R02176;R07804;R11671;R18534;R19155	138268	urn:lsid:marinespecies.org:taxname:138268	urn:lsid:marinespecies.org:taxname:138268	urn:lsid:marinespecies.org:taxname:138268	urn:lsid:marinespecies.org:taxname:11782	NA	Octopus	Octopus	Octopodidae	Cuvier, G. (1798). Tableau élémentaire de l'histoire naturelle des animaux. <em>Baudoin, Paris.</em> i-xvi, 1-710, Pl. 1-14.  [pdf is for copepods :449-456].	1798	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	NA	NA	NA	Genus	Cuvier, 1798	ICZN	accepted	NA	2020-05-04	MolluscaBase eds. (2024). MolluscaBase. Octopus Cuvier, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138268	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138268	NA	NA	NA	NA	NA	NCBI:txid6643	To Genbank	NA	ncbi	NA	138268	11782	NA	NCBI:txid6647	NCBI:txid6643
OCTOPUS BIMACULATUS	R11006;R14362;R18896	341951	urn:lsid:marinespecies.org:taxname:341951	urn:lsid:marinespecies.org:taxname:341951	urn:lsid:marinespecies.org:taxname:341951	urn:lsid:marinespecies.org:taxname:138268	NA	Octopus bimaculatus	Octopus bimaculatus	Octopus	Verrill, A.E. (1883). Descriptions of two species of octopus from California. <em>Bulletin of the Museum of Comparative Zoology.</em> 11(6): 117-123.	1883	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	NA	bimaculatus	NA	Species	A. E. Verrill, 1883	ICZN	accepted	NA	2023-06-19	MolluscaBase eds. (2024). MolluscaBase. Octopus bimaculatus A. E. Verrill, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341951	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341951	NA	NA	NA	NA	NA	NCBI:txid37652	To GenBank (117 nucleotides; 76 proteins)	NA	ncbi	NA	341951	138268	Octopus bimaculatus	NCBI:txid6643	NCBI:txid37652
OCTOPUS CALIFORNICUS	R12933;R14363	341958	urn:lsid:marinespecies.org:taxname:341958	urn:lsid:marinespecies.org:taxname:341958	urn:lsid:marinespecies.org:taxname:341958	urn:lsid:marinespecies.org:taxname:138268	NA	Octopus californicus	Octopus californicus	Octopus	NA	NA	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	NA	californicus	NA	Species	(S. S. Berry, 1911)	ICZN	accepted	NA	2022-10-02	MolluscaBase eds. (2024). MolluscaBase. Octopus californicus (S. S. Berry, 1911). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341958	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341958	NA	NA	NA	NA	NA	NCBI:txid37654	To GenBank (14 nucleotides; 11 proteins)	NA	ncbi	NA	341958	138268	Octopus californicus	NCBI:txid6643	NCBI:txid37654
OCTOPUS RUBESCENS	R11007;R12934;R14364;R18892;R18898	342023	urn:lsid:marinespecies.org:taxname:342023	urn:lsid:marinespecies.org:taxname:342023	urn:lsid:marinespecies.org:taxname:342023	urn:lsid:marinespecies.org:taxname:138268	NA	Octopus rubescens	Octopus rubescens	Octopus	NA	NA	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	NA	rubescens	NA	Species	S. S. Berry, 1953	ICZN	accepted	NA	2022-10-02	MolluscaBase eds. (2024). MolluscaBase. Octopus rubescens S. S. Berry, 1953. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342023	https://www.marinespecies.org/aphia.php?p=taxdetails&id=342023	NA	NA	NA	NA	NA	NCBI:txid37655	To GenBank (13 nucleotides; 9 proteins)	NA	ncbi	NA	342023	138268	Octopus rubescens	NCBI:txid6643	NCBI:txid37655
OCTOPUS VELIGERO	R12935	342042	urn:lsid:marinespecies.org:taxname:342042	urn:lsid:marinespecies.org:taxname:342042	urn:lsid:marinespecies.org:taxname:342042	urn:lsid:marinespecies.org:taxname:138268	NA	Octopus veligero	Octopus veligero	Octopus	NA	NA	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	NA	veligero	NA	Species	S. S. Berry, 1953	ICZN	accepted	NA	2022-10-02	MolluscaBase eds. (2024). MolluscaBase. Octopus veligero S. S. Berry, 1953. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342042	https://www.marinespecies.org/aphia.php?p=taxdetails&id=342042	NA	NA	NA	NA	NA	NCBI:txid2594316	To GenBank (4 nucleotides; 4 proteins)	NA	ncbi	NA	342042	138268	Octopus veligero	NCBI:txid6643	NCBI:txid2594316
OCULINA PROFUNDA	R17625	287098	urn:lsid:marinespecies.org:taxname:287098	urn:lsid:marinespecies.org:taxname:287098	urn:lsid:marinespecies.org:taxname:287098	urn:lsid:marinespecies.org:taxname:135124	NA	Oculina profunda	Oculina profunda	Oculina	Cairns, S. D. (1991). A Revision of the Ahermatypic Scleractinia of the Galapagos and Cocos Islands. Smithsonian Contributions to Zoology, 504; 44 pp.	1991	Animalia	Cnidaria	Hexacorallia	Scleractinia	Oculinidae	Oculina	NA	profunda	NA	Species	Cairns, 1991	ICZN	accepted	NA	2022-08-24	Hoeksema, B. W.; Cairns, S. (2024). World List of Scleractinia. Oculina profunda Cairns, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=287098	https://www.marinespecies.org/aphia.php?p=taxdetails&id=287098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	287098	135124	Oculina profunda	NA	NA
OCYTHOE TUBERCULATA	R07805;R09961	140610	urn:lsid:marinespecies.org:taxname:140610	urn:lsid:marinespecies.org:taxname:140610	urn:lsid:marinespecies.org:taxname:140610	urn:lsid:marinespecies.org:taxname:138273	https://doi.org/10.5962/bhl.title.6135	Ocythoe tuberculata	Ocythoe tuberculata	Ocythoe	Rafinesque, C.S. (1814). Précis des découvertes et travaux somiologiques de Mr. C.S. Rafinesque-Schmaltz entre 1800 et 1814; ou choix raisonné de ses principales découvertes en zoologie et en botanique, pour servir d'introduction à ses ouvrages futurs.  Summary of the discoveries and somiological works of Mr. C.S. Rafinesque-Schmaltz between 1800 and 1814; or reasoned selection of his principal discoveries in zoology and botany, to serve as an introduction to his future works. <em>Palerme.</em> :1-55.	1814	Animalia	Mollusca	Cephalopoda	Octopoda	Ocythoidae	Ocythoe	NA	tuberculata	NA	Species	Rafinesque, 1814	ICZN	accepted	NA	2018-02-07	MolluscaBase eds. (2024). MolluscaBase. Ocythoe tuberculata Rafinesque, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140610	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140610	NA	NA	NA	NA	NA	NCBI:txid283371	To GenBank (10 nucleotides; 6 proteins)	NA	ncbi	NA	140610	138273	Ocythoe tuberculata	NCBI:txid283370	NCBI:txid283371
ODONTASTER CRASSUS	R17989	254912	urn:lsid:marinespecies.org:taxname:254912	urn:lsid:marinespecies.org:taxname:254912	urn:lsid:marinespecies.org:taxname:254912	urn:lsid:marinespecies.org:taxname:123310	NA	Odontaster crassus	Odontaster crassus	Odontaster	Fisher, W. K. (1905). New starfishes from deep water off California and Alaska. <em>Bulletin of the Bureau of Fisheries.</em> 24: 291-320.	1905	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster	NA	crassus	NA	Species	Fisher, 1905	ICZN	accepted	NA	2008-12-08	Mah, C.L. (2024). World Asteroidea Database. Odontaster crassus Fisher, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254912	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254912	123310	Odontaster crassus	NCBI:txid315490	NA
ODONTASTER PENICILLATUS	R05946	177924	urn:lsid:marinespecies.org:taxname:177924	urn:lsid:marinespecies.org:taxname:177924	urn:lsid:marinespecies.org:taxname:177924	urn:lsid:marinespecies.org:taxname:123310	NA	Odontaster penicillatus	Odontaster penicillatus	Odontaster	NA	NA	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster	NA	penicillatus	NA	Species	(Philippi, 1870)	ICZN	accepted	NA	2008-12-08	Mah, C.L. (2024). World Asteroidea Database. Odontaster penicillatus (Philippi, 1870). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=177924	https://www.marinespecies.org/aphia.php?p=taxdetails&id=177924	NA	NA	NA	NA	NA	NCBI:txid556804	To GenBank (33 nucleotides; 16 proteins)	NA	ncbi	NA	177924	123310	Odontaster penicillatus	NCBI:txid315490	NCBI:txid556804
ODONTHALIA FLOCCOSA	R10584;R11125	372621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ODONTHALIA KAMTSCHATICA	R10585	373822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ODONTHALIA SETACEA	R10586	373820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ODONTHALIA WASHINGTONIENSIS	R11252	372622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ODONTOPYXIS TRISPINOSA	R00555;R07363;R07806;R08211;R15316;R19072	281836	urn:lsid:marinespecies.org:taxname:281836	urn:lsid:marinespecies.org:taxname:281836	urn:lsid:marinespecies.org:taxname:281836	urn:lsid:marinespecies.org:taxname:270075	NA	Odontopyxis trispinosa	Odontopyxis trispinosa	Odontopyxis	Lockington, W. N. (1880). Descriptions of new genera and species of fishes from the coast of California. <em>Proceedings of the United States National Museum.</em> v. 2 (no. 97): 326-332.	1880	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Odontopyxis	NA	trispinosa	NA	Species	Lockington, 1880	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Odontopyxis trispinosa Lockington, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281836	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281836	NA	NA	NA	NA	NA	NCBI:txid320620	To GenBank (11 nucleotides; 19 proteins)	NA	ncbi	NA	281836	270075	Odontopyxis trispinosa	NCBI:txid320619	NCBI:txid320620
ODONTOSYLLIS	R02177	129660	urn:lsid:marinespecies.org:taxname:129660	urn:lsid:marinespecies.org:taxname:129660	urn:lsid:marinespecies.org:taxname:129660	urn:lsid:marinespecies.org:taxname:152233	https://doi.org/10.5962/bhl.title.10030	Odontosyllis	Odontosyllis	Eusyllinae	Claparède,  A. R. É. (1863). Beobachtungen über Anatomie und Entwicklungsgeschichte wirbelloser Thiere: an der Küste von Normandie angestellt. <em>Verlag von Wilhelm Engelmann, Leipzig.</em> 1-120, 18 plates.	1863	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	NA	NA	Genus	Claparède, 1863	ICZN	accepted	NA	2017-12-17	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis Claparède, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129660	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129660	NA	NA	NA	NA	NA	NCBI:txid199561	To Genbank	NA	ncbi	NA	129660	152233	NA	NA	NCBI:txid199561
ODONTOSYLLIS CTENOSTOMA	R05947	131325	urn:lsid:marinespecies.org:taxname:131325	urn:lsid:marinespecies.org:taxname:131325	urn:lsid:marinespecies.org:taxname:131325	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis ctenostoma	Odontosyllis ctenostoma	Odontosyllis	Claparède, É. (1868). Les annélides chétopodes du Golfe de Naples. <em>Mémoires de la Société de Physique et d'Histoire Naturelle de Genève.</em> 19(2): 313-584, plates I-XVI.	1868	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	ctenostoma	NA	Species	Claparède, 1868	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis ctenostoma Claparède, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131325	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131325	NA	NA	NA	NA	NA	NCBI:txid1045393	To GenBank (7 nucleotides; 2 proteins)	NA	ncbi	NA	131325	129660	Odontosyllis ctenostoma	NCBI:txid199561	NCBI:txid1045393
ODONTOSYLLIS ENOPLA	R05948	330066	urn:lsid:marinespecies.org:taxname:330066	urn:lsid:marinespecies.org:taxname:330066	urn:lsid:marinespecies.org:taxname:330066	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis enopla	Odontosyllis enopla	Odontosyllis	Verrill, A.E. 1900. Additions to the Turbellaria, Nemertina, and Annelida of the Bermudas, with revisions of some New England genera and species. Transactions of the Connecticut Academy of Arts and Sciences, 10(2): 595-671.	1900	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	enopla	NA	Species	Verrill, 1900	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis enopla Verrill, 1900. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=330066	https://www.marinespecies.org/aphia.php?p=taxdetails&id=330066	NA	NA	NA	NA	NA	NCBI:txid2152920	To GenBank (3 nucleotides; 1 proteins)	NA	ncbi	NA	330066	129660	Odontosyllis enopla	NCBI:txid199561	NCBI:txid2152920
ODONTOSYLLIS FRAGILIS	R02178	330067	urn:lsid:marinespecies.org:taxname:330067	urn:lsid:marinespecies.org:taxname:330067	urn:lsid:marinespecies.org:taxname:330067	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis fragilis	Odontosyllis fragilis	Odontosyllis	Kudenov, Jerry D. and Harris, Leslie H. 1995. Family Syllidae Grube, 1850. pages 1-97. IN: Blake, James A.; Hilbig, Brigitte; and Scott, Paul H. Taxonomic Atlas of the Benthic Fauna of the Santa Maria Basin and Western Santa Barbara Channel. 5 - The Annelida Part 2. Polychaeta: Phyllodocida (Syllidae and scale-bearing families), Amphinomida, and Eunicida. Santa Barbara Museum of Natural History. Santa Barbara	1995	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	fragilis	NA	Species	Kudenov & Harris, 1995	ICZN	accepted	NA	2015-11-04	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis fragilis Kudenov & Harris, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=330067	https://www.marinespecies.org/aphia.php?p=taxdetails&id=330067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330067	129660	Odontosyllis fragilis	NCBI:txid199561	NA
