Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,locality
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Nerita fulgurans,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Benthonella tenella,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania colombiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania gradata,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Alvania gradata,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Alvania precipitata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Pelycidion megalomastomus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Alvania auberiana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Pyrgophorus spinosus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Pyrgophorus spinosus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Texadina barretti,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Rosacea flaccida,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Texadina sphinctostoma,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Onobops crassus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Onobops jacksoni,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Onobops jacksoni,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Probythinella protera,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Pyrgophorus cisterninus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Pyrgophorus coronatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Pyrgophorus coronatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Pyrgophorus platyrachis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum breve,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Pyrgophorus platyrachis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Floridiscrobs dysbatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Heleobops docimus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Heleobops docimus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Littoridinops monroensis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Littoridinops monroensis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Littoridinops palustris,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Rosacea flaccida,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Onobops crassus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum breve,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Elachisina floridana,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Meioceras nitidum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cubitatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum breve,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum textile,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Physeter macrocephalus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum textile,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum textile,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum textile,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum torquetum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum torquetum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum cooperi,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum cooperi,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Meioceras cornucopiae,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum strigosum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Physeter macrocephalus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum strigosum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum strigosum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum cooperi,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum subvolutum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum cooperi,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum regulare,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum regulare,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum ryssotitum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Vogtia glabra,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Lensia conoidea,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Lensia conoidea,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Turbo castanea,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Lensia achilles,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum pulchellum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Lensia conoidea,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum plicatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum johnsoni,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum multicostatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum multicostatum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum multicostatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum multicostatum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Eudoxoides mitra,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum insularum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum insularum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Lensia cossack,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Caecum imbricatum,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
