Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Lipolagus ochotensis	R000564	281374	urn:lsid:marinespecies.org:taxname:281374	urn:lsid:marinespecies.org:taxname:281374	urn:lsid:marinespecies.org:taxname:281374	urn:lsid:marinespecies.org:taxname:269707	NA	Lipolagus ochotensis	Lipolagus ochotensis	Lipolagus	NA	NA	Animalia	Chordata	Teleostei	Argentiniformes	Bathylagidae	Lipolagus	NA	ochotensis	NA	Species	(Schmidt, 1938)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lipolagus ochotensis (Schmidt, 1938). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281374	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281374	NA	NA	NA	NA	NA	NCBI:txid170193	To GenBank (38 nucleotides; 45 proteins)	NA	ncbi	NA	281374	269707	Lipolagus ochotensis	NCBI:txid182442	NCBI:txid170193
Lobianchia gemellarii	R000565	158901	urn:lsid:marinespecies.org:taxname:158901	urn:lsid:marinespecies.org:taxname:158901	urn:lsid:marinespecies.org:taxname:158901	urn:lsid:marinespecies.org:taxname:158899	NA	Lobianchia gemellarii	Lobianchia gemellarii	Lobianchia	NA	NA	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Lobianchia	NA	gemellarii	NA	Species	(Cocco, 1838)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lobianchia gemellarii (Cocco, 1838). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158901	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158901	NA	NA	NA	NA	NA	NCBI:txid123234	To GenBank (44 nucleotides; 47 proteins)	NA	ncbi	NA	158901	158899	Lobianchia gemellarii	NCBI:txid123233	NCBI:txid123234
Lobotes pacificus	R000566	1621602	urn:lsid:marinespecies.org:taxname:1621602	urn:lsid:marinespecies.org:taxname:1621602	urn:lsid:marinespecies.org:taxname:273633	urn:lsid:marinespecies.org:taxname:126027	NA	Lobotes pacificus	Lobotes pacifica	Lobotes	NA	NA	Animalia	Chordata	Teleostei	Acanthuriformes	Lobotidae	Lobotes	NA	pacificus	NA	Species	Gilbert, 1898	ICZN	misspelling - incorrect subsequent spelling	NA	2023-01-10	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lobotes pacificus Gilbert, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1621602	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1621602	NA	NA	NA	NA	NA	NCBI:txid314247	To GenBank (24 nucleotides; 15 proteins)	NA	ncbi	NA	273633	126027	Lobotes pacificus	NCBI:txid314246	NA
Lophiodes caulinaris	R000567	278525	urn:lsid:marinespecies.org:taxname:278525	urn:lsid:marinespecies.org:taxname:278525	urn:lsid:marinespecies.org:taxname:278525	urn:lsid:marinespecies.org:taxname:205817	NA	Lophiodes caulinaris	Lophiodes caulinaris	Lophiodes	NA	NA	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophiodes	NA	caulinaris	NA	Species	(Garman, 1899)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lophiodes caulinaris (Garman, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=278525	https://www.marinespecies.org/aphia.php?p=taxdetails&id=278525	NA	NA	NA	NA	NA	NCBI:txid314249	To GenBank (19 nucleotides; 41 proteins)	NA	ncbi	NA	278525	205817	Lophiodes caulinaris	NCBI:txid314248	NCBI:txid314249
Lophiodes spilurus	R000568	278534	urn:lsid:marinespecies.org:taxname:278534	urn:lsid:marinespecies.org:taxname:278534	urn:lsid:marinespecies.org:taxname:278534	urn:lsid:marinespecies.org:taxname:205817	NA	Lophiodes spilurus	Lophiodes spilurus	Lophiodes	NA	NA	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophiodes	NA	spilurus	NA	Species	(Garman, 1899)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lophiodes spilurus (Garman, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=278534	https://www.marinespecies.org/aphia.php?p=taxdetails&id=278534	NA	NA	NA	NA	NA	NCBI:txid319430	To GenBank (15 nucleotides; 10 proteins)	NA	ncbi	NA	278534	205817	Lophiodes spilurus	NCBI:txid314248	NCBI:txid319430
Lophodolos acanthognathus	R001141	126567	urn:lsid:marinespecies.org:taxname:126567	urn:lsid:marinespecies.org:taxname:126567	urn:lsid:marinespecies.org:taxname:126567	urn:lsid:marinespecies.org:taxname:125809	NA	Lophodolos acanthognathus	Lophodolos acanthognathus	Lophodolos	Regan, C.T. (1925). New ceratioid fishes from the N. Atlantic, the Caribbean Sea, and the Gulf of Panama, collected by the 'Dana.'. <em>Ann. Mag. Nat. Hist.</em> (Ser. 9), 15(89):561-567.	1925	Animalia	Chordata	Teleostei	Lophiiformes	Oneirodidae	Lophodolos	NA	acanthognathus	NA	Species	Regan, 1925	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lophodolos acanthognathus Regan, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126567	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126567	NA	NA	NA	NA	NA	NCBI:txid740699	To GenBank (10 nucleotides; 7 proteins)	NA	ncbi	NA	126567	125809	Lophodolos acanthognathus	NCBI:txid242952	NCBI:txid740699
Lophotus capellei	R000569	272528	urn:lsid:marinespecies.org:taxname:272528	urn:lsid:marinespecies.org:taxname:272528	urn:lsid:marinespecies.org:taxname:272528	urn:lsid:marinespecies.org:taxname:125784	NA	Lophotus capellei	Lophotus capellei	Lophotus	Temminck, C. J.; Schlegel, H. (1845). Pisces. <em>In: Siebold, P. F. de (ed.): Fauna Japonica, sive descriptio animalium, quae in itinere per Japoniam ... suscepto annis 1823-1830 collegit, notis, observationibus et adumbrationibus illustravit Ph. Fr. de Siebold. Lugduni Batavorum [Leiden] (A. Arnz et soc.).</em> Parts 7-9: 113-172, Pls. 1-143 + A.	1845	Animalia	Chordata	Teleostei	Lampriformes	Lophotidae	Lophotus	NA	capellei	NA	Species	Temminck & Schlegel, 1845	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lophotus capellei Temminck & Schlegel, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272528	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272528	NA	NA	NA	NA	NA	NCBI:txid81373	To GenBank (18 nucleotides; 35 proteins)	NA	ncbi	NA	272528	125784	Lophotus capellei	NCBI:txid81372	NCBI:txid81373
Lophotus lacepede	R001139	126523	urn:lsid:marinespecies.org:taxname:126523	urn:lsid:marinespecies.org:taxname:126523	urn:lsid:marinespecies.org:taxname:126523	urn:lsid:marinespecies.org:taxname:125784	NA	Lophotus lacepede	Lophotus lacepede	Lophotus	Giorna, M.E. (1809). Mémoire sur des poissons d'espèces nouvelles et de genres nouveaux. Plus: Suite et conclusion du mémoire (pp. 177-180). <em>Mem. Acad. Imp. Sci. Lit. Beaux-arts., Turin.</em> 9(1): 1-19, 177-180. Pls. 1-2.	1809	Animalia	Chordata	Teleostei	Lampriformes	Lophotidae	Lophotus	NA	lacepede	NA	Species	Giorna, 1809	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lophotus lacepede Giorna, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126523	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126523	NA	NA	NA	NA	NA	NCBI:txid164018	To GenBank (23 nucleotides; 16 proteins)	NA	ncbi	NA	126523	125784	Lophotus lacepede	NCBI:txid81372	NCBI:txid164018
Loweina rara	R000570	126625	urn:lsid:marinespecies.org:taxname:126625	urn:lsid:marinespecies.org:taxname:126625	urn:lsid:marinespecies.org:taxname:126625	urn:lsid:marinespecies.org:taxname:125828	NA	Loweina rara	Loweina rara	Loweina	NA	NA	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Loweina	NA	rara	NA	Species	(Lütken, 1892)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Loweina rara (Lütken, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126625	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126625	NA	NA	NA	NA	NA	NCBI:txid1519984	To GenBank (12 nucleotides; 23 proteins)	NA	ncbi	NA	126625	125828	Loweina rara	NCBI:txid123345	NCBI:txid1519984
Lucania goodei	R000571	422558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lucania parva	R000572	159310	urn:lsid:marinespecies.org:taxname:159310	urn:lsid:marinespecies.org:taxname:159310	urn:lsid:marinespecies.org:taxname:159310	urn:lsid:marinespecies.org:taxname:159309	NA	Lucania parva	Lucania parva	Lucania	NA	NA	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Lucania	NA	parva	NA	Species	(Baird & Girard, 1855)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lucania parva (Baird & Girard, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159310	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159310	NA	NA	NA	NA	NA	NCBI:txid722640	To GenBank (38 nucleotides; 39 proteins)	NA	ncbi	NA	159310	159309	Lucania parva	NCBI:txid232976	NCBI:txid722640
Lumpenella longirostris	R000573	254351	urn:lsid:marinespecies.org:taxname:254351	urn:lsid:marinespecies.org:taxname:254351	urn:lsid:marinespecies.org:taxname:254351	urn:lsid:marinespecies.org:taxname:254350	NA	Lumpenella longirostris	Lumpenella longirostris	Lumpenella	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Lumpenella	NA	longirostris	NA	Species	(Evermann & Goldsborough, 1907)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lumpenella longirostris (Evermann & Goldsborough, 1907). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254351	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254351	NA	NA	NA	NA	NA	NCBI:txid557408	To GenBank (32 nucleotides; 27 proteins)	NA	ncbi	NA	254351	254350	Lumpenella longirostris	NCBI:txid557407	NCBI:txid557408
Lumpenopsis clitella	R000574	281436	urn:lsid:marinespecies.org:taxname:281436	urn:lsid:marinespecies.org:taxname:281436	urn:lsid:marinespecies.org:taxname:281436	urn:lsid:marinespecies.org:taxname:269750	NA	Lumpenopsis clitella	Lumpenopsis clitella	Lumpenopsis	Hastings, P. A.; Walker, H. J. Jr. (2003). <i>Lumpenopsis clitella</i>: a new species of prickleback (Teleostei: Stichaeidae) from southern California, with comments on <i>Lumpenopsis</i> Soldatov. <em>Copeia.</em> 2003(4): 803-809.	2003	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Lumpenopsis	NA	clitella	NA	Species	Hastings & Walker, 2003	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lumpenopsis clitella Hastings & Walker, 2003. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281436	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	281436	269750	Lumpenopsis clitella	NCBI:txid1804619	NA
Lumpenopsis hypochroma	R000575	281437	urn:lsid:marinespecies.org:taxname:281437	urn:lsid:marinespecies.org:taxname:281437	urn:lsid:marinespecies.org:taxname:281437	urn:lsid:marinespecies.org:taxname:269750	NA	Lumpenopsis hypochroma	Lumpenopsis hypochroma	Lumpenopsis	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Lumpenopsis	NA	hypochroma	NA	Species	(Hubbs & Schultz, 1932)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lumpenopsis hypochroma (Hubbs & Schultz, 1932). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281437	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	281437	269750	Lumpenopsis hypochroma	NCBI:txid1804619	NA
Lumpenus sagitta	R000576	254579	urn:lsid:marinespecies.org:taxname:254579	urn:lsid:marinespecies.org:taxname:254579	urn:lsid:marinespecies.org:taxname:254579	urn:lsid:marinespecies.org:taxname:126088	NA	Lumpenus sagitta	Lumpenus sagitta	Lumpenus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Lumpenus	NA	sagitta	NA	Species	Wilimovsky, 1956	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lumpenus sagitta Wilimovsky, 1956. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254579	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254579	NA	NA	NA	NA	NA	NCBI:txid428036	To GenBank (41 nucleotides; 43 proteins)	NA	ncbi	NA	254579	126088	Lumpenus sagitta	NCBI:txid428035	NCBI:txid428036
Lutjanus argentiventris	R000577	276524	urn:lsid:marinespecies.org:taxname:276524	urn:lsid:marinespecies.org:taxname:276524	urn:lsid:marinespecies.org:taxname:276524	urn:lsid:marinespecies.org:taxname:159791	NA	Lutjanus argentiventris	Lutjanus argentiventris	Lutjanus	NA	NA	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	NA	argentiventris	NA	Species	(Peters, 1869)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lutjanus argentiventris (Peters, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276524	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276524	NA	NA	NA	NA	NA	NCBI:txid319431	To GenBank (46 nucleotides; 34 proteins)	NA	ncbi	NA	276524	159791	Lutjanus argentiventris	NCBI:txid40493	NCBI:txid319431
Lutjanus colorado	R000578	276529	urn:lsid:marinespecies.org:taxname:276529	urn:lsid:marinespecies.org:taxname:276529	urn:lsid:marinespecies.org:taxname:276529	urn:lsid:marinespecies.org:taxname:159791	NA	Lutjanus colorado	Lutjanus colorado	Lutjanus	Jordan, D. S. ; Gilbert, C. H. (1882). Descriptions of thirty-three new species of fishes from Mazatlan, Mexico. <em>Proceedings of the United States National Museum.</em> v. 4 (no. 237): 338-365.	1882	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	NA	colorado	NA	Species	Jordan & Gilbert, 1882	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lutjanus colorado Jordan & Gilbert, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276529	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276529	NA	NA	NA	NA	NA	NCBI:txid697225	To GenBank (34 nucleotides; 30 proteins)	NA	ncbi	NA	276529	159791	Lutjanus colorado	NCBI:txid40493	NCBI:txid697225
Lutjanus guttatus	R000579	276539	urn:lsid:marinespecies.org:taxname:276539	urn:lsid:marinespecies.org:taxname:276539	urn:lsid:marinespecies.org:taxname:276539	urn:lsid:marinespecies.org:taxname:159791	NA	Lutjanus guttatus	Lutjanus guttatus	Lutjanus	NA	NA	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	NA	guttatus	NA	Species	(Steindachner, 1869)	ICZN	accepted	NA	2020-10-05	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lutjanus guttatus (Steindachner, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276539	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276539	NA	NA	NA	NA	NA	NCBI:txid455479	To GenBank (366 nucleotides; 96 proteins)	NA	ncbi	NA	276539	159791	Lutjanus guttatus	NCBI:txid40493	NCBI:txid455479
Lutjanus novemfasciatus	R000580	276544	urn:lsid:marinespecies.org:taxname:276544	urn:lsid:marinespecies.org:taxname:276544	urn:lsid:marinespecies.org:taxname:276544	urn:lsid:marinespecies.org:taxname:159791	NA	Lutjanus novemfasciatus	Lutjanus novemfasciatus	Lutjanus	Gill, T. N. (1862). Catalogue of the fishes of Lower California in the Smithsonian Institution collected by Mr. J. Xantus. Part III. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 14: 249-262.	1862	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	NA	novemfasciatus	NA	Species	Gill, 1862	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lutjanus novemfasciatus Gill, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276544	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276544	NA	NA	NA	NA	NA	NCBI:txid320609	To GenBank (18 nucleotides; 13 proteins)	NA	ncbi	NA	276544	159791	Lutjanus novemfasciatus	NCBI:txid40493	NCBI:txid320609
Lutjanus peru	R000581	276546	urn:lsid:marinespecies.org:taxname:276546	urn:lsid:marinespecies.org:taxname:276546	urn:lsid:marinespecies.org:taxname:276546	urn:lsid:marinespecies.org:taxname:159791	NA	Lutjanus peru	Lutjanus peru	Lutjanus	NA	NA	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	NA	peru	NA	Species	(Nichols & Murphy, 1922)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lutjanus peru (Nichols & Murphy, 1922). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276546	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276546	NA	NA	NA	NA	NA	NCBI:txid290247	To GenBank (382 nucleotides; 125 proteins)	NA	ncbi	NA	276546	159791	Lutjanus peru	NCBI:txid40493	NCBI:txid290247
Luvarus imperialis	R000582	126974	urn:lsid:marinespecies.org:taxname:126974	urn:lsid:marinespecies.org:taxname:126974	urn:lsid:marinespecies.org:taxname:126974	urn:lsid:marinespecies.org:taxname:126028	https://doi.org/10.5962/bhl.title.104418	Luvarus imperialis	Luvarus imperialis	Luvarus	Rafinesque, C. S. (1810). Caratteri di alcuni nuovi generi e nuove specie di animali e piante della sicilia, con varie osservazioni sopra i medisimi. <em>Per le stampe di Sanfilippo: Palermo, Italy.</em> Part 1 involves fishes, pp. [i-iv] 3-69 [70 blank], Part 2 with slightly different title, pp. ia-iva + 71-105 [106 blank]). Pls. 1-20.	1810	Animalia	Chordata	Teleostei	Acanthuriformes	Luvaridae	Luvarus	NA	imperialis	NA	Species	Rafinesque, 1810	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Luvarus imperialis Rafinesque, 1810. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126974	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126974	NA	NA	NA	NA	NA	NCBI:txid75026	To GenBank (52 nucleotides; 85 proteins)	NA	ncbi	NA	126974	126028	Luvarus imperialis	NCBI:txid75025	NCBI:txid75026
Lycenchelys callista	R000583	274060	urn:lsid:marinespecies.org:taxname:274060	urn:lsid:marinespecies.org:taxname:274060	urn:lsid:marinespecies.org:taxname:274060	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys callista	Lycenchelys callista	Lycenchelys	Anderson, M. E. (1995). The eelpout genera <i>Lycenchelys</i> Gill and <i>Taranetzella</i> Andriashev (Teleostei: Zoarcidae) in the eastern Pacific, with descriptions of nine new species. <em>Proc. Calif. Acad. Sci.</em> 49(2): 55-113.	1995	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	callista	NA	Species	Anderson, 1995	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys callista Anderson, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274060	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274060	126103	Lycenchelys callista	NCBI:txid215413	NA
Lycenchelys camchatica	R000584	254591	urn:lsid:marinespecies.org:taxname:254591	urn:lsid:marinespecies.org:taxname:254591	urn:lsid:marinespecies.org:taxname:254591	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys camchatica	Lycenchelys camchatica	Lycenchelys	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	camchatica	NA	Species	(Gilbert & Burke, 1912)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys camchatica (Gilbert & Burke, 1912). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254591	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254591	NA	NA	NA	NA	NA	NCBI:txid740700	To GenBank (2 nucleotides; 1 proteins)	NA	ncbi	NA	254591	126103	Lycenchelys camchatica	NCBI:txid215413	NCBI:txid740700
Lycenchelys crotalinus	R000585	254592	urn:lsid:marinespecies.org:taxname:254592	urn:lsid:marinespecies.org:taxname:254592	urn:lsid:marinespecies.org:taxname:254592	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys crotalinus	Lycenchelys crotalinus	Lycenchelys	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	crotalinus	NA	Species	(Gilbert, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys crotalinus (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254592	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254592	NA	NA	NA	NA	NA	NCBI:txid320591	To GenBank (25 nucleotides; 21 proteins)	NA	ncbi	NA	254592	126103	Lycenchelys crotalinus	NCBI:txid215413	NCBI:txid320591
Lycenchelys jordani	R000586	274067	urn:lsid:marinespecies.org:taxname:274067	urn:lsid:marinespecies.org:taxname:274067	urn:lsid:marinespecies.org:taxname:274067	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys jordani	Lycenchelys jordani	Lycenchelys	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	jordani	NA	Species	(Evermann & Goldsborough, 1907)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys jordani (Evermann & Goldsborough, 1907). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274067	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274067	NA	NA	NA	NA	NA	NCBI:txid557347	To GenBank (6 nucleotides; 6 proteins)	NA	ncbi	NA	274067	126103	Lycenchelys jordani	NCBI:txid215413	NCBI:txid557347
Lycenchelys micropora	R000587	274073	urn:lsid:marinespecies.org:taxname:274073	urn:lsid:marinespecies.org:taxname:274073	urn:lsid:marinespecies.org:taxname:274073	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys micropora	Lycenchelys micropora	Lycenchelys	Andriashev, A. P. (1955). A review of the fishes of the genus Lycenchelys Gill (Pisces: Zoarcidae) and related forms in the seas of the U.S.S.R. and adjacent waters. <em>Trudy Instituta Zoologii / Akademiia Nauk, Azerbaidzhanskoi SSR.</em> 18: 349-384. [In Russian. English translation in 1963.].	1955	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	micropora	NA	Species	Andriashev, 1955	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys micropora Andriashev, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274073	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274073	126103	Lycenchelys micropora	NCBI:txid215413	NA
Lycenchelys monstrosa	R000588	274074	urn:lsid:marinespecies.org:taxname:274074	urn:lsid:marinespecies.org:taxname:274074	urn:lsid:marinespecies.org:taxname:274074	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys monstrosa	Lycenchelys monstrosa	Lycenchelys	Anderson, M. E. (1982). Biological results of the University of Miami Deep-Sea Expeditions. 136. A new eelpout (Teleostei: Zoarcidae) from the eastern tropical Pacific Ocean. <em>Bulletin of Marine Science.</em> 32 (1): 207-212.	1982	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	monstrosa	NA	Species	Anderson, 1982	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys monstrosa Anderson, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274074	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274074	126103	Lycenchelys monstrosa	NCBI:txid215413	NA
Lycenchelys pearcyi	R000589	274076	urn:lsid:marinespecies.org:taxname:274076	urn:lsid:marinespecies.org:taxname:274076	urn:lsid:marinespecies.org:taxname:274076	urn:lsid:marinespecies.org:taxname:126103	NA	Lycenchelys pearcyi	Lycenchelys pearcyi	Lycenchelys	Anderson, M. E. (1995). The eelpout genera <i>Lycenchelys</i> Gill and <i>Taranetzella</i> Andriashev (Teleostei: Zoarcidae) in the eastern Pacific, with descriptions of nine new species. <em>Proc. Calif. Acad. Sci.</em> 49(2): 55-113.	1995	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycenchelys	NA	pearcyi	NA	Species	Anderson, 1995	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycenchelys pearcyi Anderson, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274076	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274076	126103	Lycenchelys pearcyi	NCBI:txid215413	NA
