Scientific.Name	Source
Ruscarius creaseri	Walker_Miller_Lea_Combo_20210216
Ruscarius meanyi	Walker_Miller_Lea_Combo_20210216
Ruvettus pretiosus	Walker_Miller_Lea_Combo_20210216
Saccopharynx lavenbergi	Walker_Miller_Lea_Combo_20210216
Sagamichthys abei	Walker_Miller_Lea_Combo_20210216
Salmo salar	Walker_Miller_Lea_Combo_20210216
Salvelinus confluentus	Walker_Miller_Lea_Combo_20210216
Salvelinus malma	Walker_Miller_Lea_Combo_20210216
Sarda chiliensis	Walker_Miller_Lea_Combo_20210216
Sardinops sagax	Walker_Miller_Lea_Combo_20210216
Sciadonus pedicellaris	Walker_Miller_Lea_Combo_20210216
Scomber japonicus	Walker_Miller_Lea_Combo_20210216
Scomberomorus concolor	Walker_Miller_Lea_Combo_20210216
Scomberomorus sierra	Walker_Miller_Lea_Combo_20210216
Scopelarchoides nicholsii	Walker_Miller_Lea_Combo_20210216
Scopelarchus analis	Walker_Miller_Lea_Combo_20210216
Scopelarchus guentheri	Walker_Miller_Lea_Combo_20210216
Scopelengys tristis	Walker_Miller_Lea_Combo_20210216
Scopeloberyx opisthopterus	Walker_Miller_Lea_Combo_20210216
Scopeloberyx robustus	Walker_Miller_Lea_Combo_20210216
Scopelogadus bispinosus	Walker_Miller_Lea_Combo_20210216
Scopelosaurus harryi	Walker_Miller_Lea_Combo_20210216
Scorpaena guttata	Walker_Miller_Lea_Combo_20210216
Scorpaena histrio	Walker_Miller_Lea_Combo_20210216
Scorpaena mystes	Walker_Miller_Lea_Combo_20210216
Scorpaenichthys marmoratus	Walker_Miller_Lea_Combo_20210216
Scorpaenodes xyris	Walker_Miller_Lea_Combo_20210216
Scytalichthys miurus	Walker_Miller_Lea_Combo_20210216
Scytalina cerdale	Walker_Miller_Lea_Combo_20210216
Sebastes aleutianus	Walker_Miller_Lea_Combo_20210216
Sebastes alutus	Walker_Miller_Lea_Combo_20210216
Sebastes atrovirens	Walker_Miller_Lea_Combo_20210216
Sebastes auriculatus	Walker_Miller_Lea_Combo_20210216
Sebastes aurora	Walker_Miller_Lea_Combo_20210216
Sebastes babcocki	Walker_Miller_Lea_Combo_20210216
Sebastes borealis	Walker_Miller_Lea_Combo_20210216
Sebastes brevispinis	Walker_Miller_Lea_Combo_20210216
Sebastes carnatus	Walker_Miller_Lea_Combo_20210216
Sebastes caurinus	Walker_Miller_Lea_Combo_20210216
Sebastes chlorostictus	Walker_Miller_Lea_Combo_20210216
Sebastes chrysomelas	Walker_Miller_Lea_Combo_20210216
Sebastes ciliatus	Walker_Miller_Lea_Combo_20210216
Sebastes constellatus	Walker_Miller_Lea_Combo_20210216
Sebastes crameri	Walker_Miller_Lea_Combo_20210216
Sebastes dallii	Walker_Miller_Lea_Combo_20210216
Sebastes diaconus	Walker_Miller_Lea_Combo_20210216
Sebastes diploproa	Walker_Miller_Lea_Combo_20210216
Sebastes elongatus	Walker_Miller_Lea_Combo_20210216
Sebastes emphaeus	Walker_Miller_Lea_Combo_20210216
Sebastes ensifer	Walker_Miller_Lea_Combo_20210216
Sebastes entomelas	Walker_Miller_Lea_Combo_20210216
Sebastes eos	Walker_Miller_Lea_Combo_20210216
Sebastes flavidus	Walker_Miller_Lea_Combo_20210216
Sebastes gilli	Walker_Miller_Lea_Combo_20210216
Sebastes goodei	Walker_Miller_Lea_Combo_20210216
Sebastes helvomaculatus	Walker_Miller_Lea_Combo_20210216
Sebastes hopkinsi	Walker_Miller_Lea_Combo_20210216
Sebastes jordani	Walker_Miller_Lea_Combo_20210216
Sebastes lentiginosus	Walker_Miller_Lea_Combo_20210216
Sebastes levis	Walker_Miller_Lea_Combo_20210216
Sebastes macdonaldi	Walker_Miller_Lea_Combo_20210216
Sebastes maliger	Walker_Miller_Lea_Combo_20210216
Sebastes melanops	Walker_Miller_Lea_Combo_20210216
Sebastes melanosema	Walker_Miller_Lea_Combo_20210216
Sebastes melanostictus	Walker_Miller_Lea_Combo_20210216
Sebastes melanostomus	Walker_Miller_Lea_Combo_20210216
Sebastes miniatus	Walker_Miller_Lea_Combo_20210216
Sebastes moseri	Walker_Miller_Lea_Combo_20210216
Sebastes mystinus	Walker_Miller_Lea_Combo_20210216
Sebastes nebulosus	Walker_Miller_Lea_Combo_20210216
Sebastes nigrocinctus	Walker_Miller_Lea_Combo_20210216
Sebastes notius	Walker_Miller_Lea_Combo_20210216
Sebastes ovalis	Walker_Miller_Lea_Combo_20210216
Sebastes paucispinis	Walker_Miller_Lea_Combo_20210216
Sebastes phillipsi	Walker_Miller_Lea_Combo_20210216
Sebastes pinniger	Walker_Miller_Lea_Combo_20210216
Sebastes polyspinus	Walker_Miller_Lea_Combo_20210216
Sebastes proriger	Walker_Miller_Lea_Combo_20210216
Sebastes rastrelliger	Walker_Miller_Lea_Combo_20210216
Sebastes reedi	Walker_Miller_Lea_Combo_20210216
Sebastes rosaceus	Walker_Miller_Lea_Combo_20210216
Sebastes rosenblatti	Walker_Miller_Lea_Combo_20210216
Sebastes ruberrimus	Walker_Miller_Lea_Combo_20210216
Sebastes rubrivinctus	Walker_Miller_Lea_Combo_20210216
Sebastes rufinanus	Walker_Miller_Lea_Combo_20210216
Sebastes rufus	Walker_Miller_Lea_Combo_20210216
Sebastes saxicola	Walker_Miller_Lea_Combo_20210216
Sebastes semicinctus	Walker_Miller_Lea_Combo_20210216
Sebastes serranoides	Walker_Miller_Lea_Combo_20210216
Sebastes serriceps	Walker_Miller_Lea_Combo_20210216
Sebastes simulator	Walker_Miller_Lea_Combo_20210216
Sebastes umbrosus	Walker_Miller_Lea_Combo_20210216
Sebastes variabilis	Walker_Miller_Lea_Combo_20210216
Sebastes variegatus	Walker_Miller_Lea_Combo_20210216
Sebastes wilsoni	Walker_Miller_Lea_Combo_20210216
Sebastes zacentrus	Walker_Miller_Lea_Combo_20210216
Sebastolobus alascanus	Walker_Miller_Lea_Combo_20210216
Sebastolobus altivelis	Walker_Miller_Lea_Combo_20210216
Selar crumenophthalmus	Walker_Miller_Lea_Combo_20210216
Selene brevoortii	Walker_Miller_Lea_Combo_20210216
Selene peruviana	Walker_Miller_Lea_Combo_20210216
Seriola dorsalis	Walker_Miller_Lea_Combo_20210216
Seriola rivoliana	Walker_Miller_Lea_Combo_20210216
Seriphus politus	Walker_Miller_Lea_Combo_20210216
Serranus aequidens	Walker_Miller_Lea_Combo_20210216
Serranus psittacinus	Walker_Miller_Lea_Combo_20210216
Serrivomer jesperseni	Walker_Miller_Lea_Combo_20210216
Serrivomer sector	Walker_Miller_Lea_Combo_20210216
Sigmops ebelingi	Walker_Miller_Lea_Combo_20210216
Sigmops elongatus	Walker_Miller_Lea_Combo_20210216
Sigmops gracilis	Walker_Miller_Lea_Combo_20210216
Somniosus pacificus	Walker_Miller_Lea_Combo_20210216
Spectrunculus crassus	Walker_Miller_Lea_Combo_20210216
Spectrunculus grandis	Walker_Miller_Lea_Combo_20210216
Sphoeroides annulatus	Walker_Miller_Lea_Combo_20210216
Sphoeroides lispus	Walker_Miller_Lea_Combo_20210216
Sphoeroides lobatus	Walker_Miller_Lea_Combo_20210216
Sphyraena argentea	Walker_Miller_Lea_Combo_20210216
Sphyraena ensis	Walker_Miller_Lea_Combo_20210216
Sphyraena lucasana	Walker_Miller_Lea_Combo_20210216
Sphyrna lewini	Walker_Miller_Lea_Combo_20210216
Sphyrna tiburo	Walker_Miller_Lea_Combo_20210216
Sphyrna zygaena	Walker_Miller_Lea_Combo_20210216
Spirinchus starksi	Walker_Miller_Lea_Combo_20210216
Spirinchus thaleichthys	Walker_Miller_Lea_Combo_20210216
Squalus suckleyi	Walker_Miller_Lea_Combo_20210216
Squatina californica	Walker_Miller_Lea_Combo_20210216
Starksia guadalupae	Walker_Miller_Lea_Combo_20210216
Stegastes leucorus	Walker_Miller_Lea_Combo_20210216
Stegastes rectifraenum	Walker_Miller_Lea_Combo_20210216
Stellerina xyosterna	Walker_Miller_Lea_Combo_20210216
Stemonidium hypomelas	Walker_Miller_Lea_Combo_20210216
Stemonosudis macrura	Walker_Miller_Lea_Combo_20210216
Stenobrachius leucopsarus	Walker_Miller_Lea_Combo_20210216
Stenobrachius nannochir	Walker_Miller_Lea_Combo_20210216
Stereolepis gigas	Walker_Miller_Lea_Combo_20210216
Sternoptyx diaphana	Walker_Miller_Lea_Combo_20210216
Sternoptyx obscura	Walker_Miller_Lea_Combo_20210216
Sternoptyx pseudobscura	Walker_Miller_Lea_Combo_20210216
Stichaeus punctatus	Walker_Miller_Lea_Combo_20210216
Stomias atriventer	Walker_Miller_Lea_Combo_20210216
Strongylura exilis	Walker_Miller_Lea_Combo_20210216
Stylephorus chordatus	Walker_Miller_Lea_Combo_20210216
Sudis atrox	Walker_Miller_Lea_Combo_20210216
Sufflamen verres	Walker_Miller_Lea_Combo_20210216
Symbolophorus californiensis	Walker_Miller_Lea_Combo_20210216
Symbolophorus evermanni	Walker_Miller_Lea_Combo_20210216
Symphurus atricaudus	Walker_Miller_Lea_Combo_20210216
Symphurus fasciolaris	Walker_Miller_Lea_Combo_20210216
Symphurus oligomerus	Walker_Miller_Lea_Combo_20210216
Synaphobranchus brevidorsalis	Walker_Miller_Lea_Combo_20210216
Synchiropus atrilabiatus	Walker_Miller_Lea_Combo_20210216
Synchirus gilli	Walker_Miller_Lea_Combo_20210216
Syngnathus auliscus	Walker_Miller_Lea_Combo_20210216
Syngnathus californiensis	Walker_Miller_Lea_Combo_20210216
Syngnathus euchrous	Walker_Miller_Lea_Combo_20210216
Syngnathus exilis	Walker_Miller_Lea_Combo_20210216
Syngnathus insulae	Walker_Miller_Lea_Combo_20210216
Syngnathus leptorhynchus	Walker_Miller_Lea_Combo_20210216
Synodus lacertinus	Walker_Miller_Lea_Combo_20210216
Synodus lucioceps	Walker_Miller_Lea_Combo_20210216
Synodus scituliceps	Walker_Miller_Lea_Combo_20210216
Taaningichthys bathyphilus	Walker_Miller_Lea_Combo_20210216
Taaningichthys minimus	Walker_Miller_Lea_Combo_20210216
Taaningichthys paurolychnus	Walker_Miller_Lea_Combo_20210216
Tactostoma macropus	Walker_Miller_Lea_Combo_20210216
Talismania bifurcata	Walker_Miller_Lea_Combo_20210216
Taractes asper	Walker_Miller_Lea_Combo_20210216
Taractichthys steindachneri	Walker_Miller_Lea_Combo_20210216
Taranetzella lyoderma	Walker_Miller_Lea_Combo_20210216
Tarletonbeania crenularis	Walker_Miller_Lea_Combo_20210216
Tetragonurus atlanticus	Walker_Miller_Lea_Combo_20210216
Tetragonurus cuvieri	Walker_Miller_Lea_Combo_20210216
Tetrapturus angustirostris	Walker_Miller_Lea_Combo_20210216
Tetronarce californica	Walker_Miller_Lea_Combo_20210216
Thalassoma lucasanum	Walker_Miller_Lea_Combo_20210216
Thaleichthys pacificus	Walker_Miller_Lea_Combo_20210216
Thaumatichthys axeli	Walker_Miller_Lea_Combo_20210216
Thunnus alalunga	Walker_Miller_Lea_Combo_20210216
Thunnus albacares	Walker_Miller_Lea_Combo_20210216
Thunnus obesus	Walker_Miller_Lea_Combo_20210216
Thunnus orientalis	Walker_Miller_Lea_Combo_20210216
Trachinotus paitensis	Walker_Miller_Lea_Combo_20210216
Trachinotus rhodopus	Walker_Miller_Lea_Combo_20210216
Trachipterus altivelis	Walker_Miller_Lea_Combo_20210216
Trachipterus fukuzakii	Walker_Miller_Lea_Combo_20210216
Trachurus symmetricus	Walker_Miller_Lea_Combo_20210216
Triakis semifasciata	Walker_Miller_Lea_Combo_20210216
Trichiurus nitens	Walker_Miller_Lea_Combo_20210216
Trichodon trichodon	Walker_Miller_Lea_Combo_20210216
Tridentiger barbatus	Walker_Miller_Lea_Combo_20210216
Tridentiger bifasciatus	Walker_Miller_Lea_Combo_20210216
Tridentiger trigonocephalus	Walker_Miller_Lea_Combo_20210216
Triglops macellus	Walker_Miller_Lea_Combo_20210216
Triglops pingelii	Walker_Miller_Lea_Combo_20210216
Triphoturus mexicanus	Walker_Miller_Lea_Combo_20210216
Triphoturus nigrescens	Walker_Miller_Lea_Combo_20210216
Tylosurus crocodilus	Walker_Miller_Lea_Combo_20210216
Typhlogobius californiensis	Walker_Miller_Lea_Combo_20210216
Ulvicola sanctaerosae	Walker_Miller_Lea_Combo_20210216
Umbrina roncador	Walker_Miller_Lea_Combo_20210216
Uraspis helvola	Walker_Miller_Lea_Combo_20210216
Urobatis halleri	Walker_Miller_Lea_Combo_20210216
Urobatis concentricus	Walker_Miller_Lea_Combo_20210216
Urobatis maculatus	Walker_Miller_Lea_Combo_20210216
Urotrygon munda	Walker_Miller_Lea_Combo_20210216
Valenciennellus tripunctulatus	Walker_Miller_Lea_Combo_20210216
Venefica ocelli	Walker_Miller_Lea_Combo_20210216
Venefica procera	Walker_Miller_Lea_Combo_20210216
Venefica tentaculata	Walker_Miller_Lea_Combo_20210216
Vinciguerria lucetia	Walker_Miller_Lea_Combo_20210216
Vinciguerria nimbaria	Walker_Miller_Lea_Combo_20210216
Vinciguerria poweriae	Walker_Miller_Lea_Combo_20210216
Woodsia nonsuchae	Walker_Miller_Lea_Combo_20210216
Xanthichthys mento	Walker_Miller_Lea_Combo_20210216
Xeneretmus latifrons	Walker_Miller_Lea_Combo_20210216
Xeneretmus leiops	Walker_Miller_Lea_Combo_20210216
Xeneretmus ritteri	Walker_Miller_Lea_Combo_20210216
Xeneretmus triacanthus	Walker_Miller_Lea_Combo_20210216
Xenomystax atrarius	Walker_Miller_Lea_Combo_20210216
Xiphias gladius	Walker_Miller_Lea_Combo_20210216
Xiphister atropurpureus	Walker_Miller_Lea_Combo_20210216
Xiphister mucosus	Walker_Miller_Lea_Combo_20210216
Xystreurys liolepis	Walker_Miller_Lea_Combo_20210216
Zalembius rosaceus	Walker_Miller_Lea_Combo_20210216
Zalieutes elater	Walker_Miller_Lea_Combo_20210216
Zameus squamulosus	Walker_Miller_Lea_Combo_20210216
Zaniolepis frenata	Walker_Miller_Lea_Combo_20210216
Zaniolepis latipinnis	Walker_Miller_Lea_Combo_20210216
Zaprora silenus	Walker_Miller_Lea_Combo_20210216
Zapteryx exasperata	Walker_Miller_Lea_Combo_20210216
Zenopsis nebulosa	Walker_Miller_Lea_Combo_20210216
Zesticelus profundorum	Walker_Miller_Lea_Combo_20210216
Zu cristatus	Walker_Miller_Lea_Combo_20210216
Melamphaes simus	Walker_Miller_Lea_Combo_20210216
Mulloidichthys dentatus	Walker_Miller_Lea_Combo_20210216
Nomeus gronovii	Walker_Miller_Lea_Combo_20210216
Lampris guttatus	Walker_Miller_Lea_Combo_20210216
Lophotus lacepede	Walker_Miller_Lea_Combo_20210216
Eucinostomus argenteus	Walker_Miller_Lea_Combo_20210216
Lophodolos acanthognathus	Walker_Miller_Lea_Combo_20210216
Myctophum lychnobium	Walker_Miller_Lea_Combo_20210216
Coralliozetus springeri	Walker_Miller_Lea_Combo_20210216
Beringraja inornata	Walker_Miller_Lea_Combo_20210216
