EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
OP903039.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903038.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903037.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903036.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903035.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903034.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903033.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903032.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903031.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903030.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903029.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903028.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903027.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903026.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903025.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903024.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
OP903023.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Popillia;Popillia japonica
NC_087770.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Anomala;Anomala aulax
NC_059757.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Eophileurus;Eophileurus chinensis
MN122896.1	NA;Arthropoda;Insecta;Coleoptera;Geotrupidae;Anoplotrupes;Anoplotrupes stercorosus
PQ139504.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Anomala;Anomala vitalisi
PQ139503.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Anomala;Anomala xantholoma
NC_065310.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Anomala;Anomala russiventris
MH156809.1	NA;Arthropoda;Insecta;Coleoptera;Attelabidae;Cyllorhynchites;Cyllorhynchites ursulus
NC_036270.1	NA;Arthropoda;Insecta;Coleoptera;Hydrochidae;Hydrochus;Hydrochus carinatus
MT548774.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Polyphylla;Polyphylla laticollis
KR028032.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Cyclocephala;Cyclocephala stictica
NC_065851.1	NA;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Heterotarsus;Heterotarsus carinula
OZ188071.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Chrysops;Chrysops viduatus
JX412729.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Aphodius;Aphodius sp. APH01
ON660872.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus chrysurus
NC_062857.1	NA;Arthropoda;Insecta;Coleoptera;Trogossitidae;Tenebroides;Tenebroides mauritanicus
NC_054285.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Polyphylla;Polyphylla gracilicornis
OM084952.1	NA;Arthropoda;Insecta;Coleoptera;Nitidulidae;Aethina;Aethina tumida
OZ181345.1	NA;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Dendarus;Dendarus foraminosus
OZ181344.1	NA;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Dendarus;Dendarus foraminosus
KX551131.1	NA;Arthropoda;Insecta;Coleoptera;Curculionidae;Laparocerus;Laparocerus noctivagans
JX412844.1	NA;Arthropoda;Insecta;Coleoptera;Mordellidae;NA;Mordellidae sp. GENSP01
ON653032.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Hybomitra;Hybomitra sp.
NC_068061.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus pleskei
OK268255.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Hybomitra;Hybomitra sp.
NC_062705.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus chrysurus
KC177479.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Haematopota;Haematopota pluvialis
AB332110.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Dasylepida;Dasylepida ishigakiensis
DQ369365.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Arachnodes;Arachnodes cuprarius
MW125545.1	NA;Arthropoda;Insecta;Diptera;Bombyliidae;Exhyalanthrax;Exhyalanthrax sp.
OQ716401.1	NA;Arthropoda;Insecta;Coleoptera;Erotylidae;Xestus;Xestus sp.
KU739450.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Cheironitis;Cheironitis hoplosternus
KF737680.1	NA;Arthropoda;Insecta;Coleoptera;Cerambycidae;Rosalia;Rosalia coelestis
AJ870995.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Angustonicus;Angustonicus amieuensis
OZ020568.1	NA;Arthropoda;Insecta;Diptera;Tabanidae;Chrysops;Chrysops caecutiens
KX551094.1	NA;Arthropoda;Insecta;Coleoptera;Curculionidae;Laparocerus;Laparocerus laevis
KX551000.1	NA;Arthropoda;Insecta;Coleoptera;Curculionidae;Laparocerus;Laparocerus colonnellii
OQ736917.1	NA;Arthropoda;Insecta;Blattodea;Blaberidae;Brephallus;Brephallus tramlapensis
NC_034841.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta australasiae
KJ019537.1	NA;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Anchistus;Anchistus custoides
AJ870993.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Rothisilpha;Rothisilpha najtae
OY755049.1	NA;Arthropoda;Insecta;Coleoptera;Apionidae;Aspidapion;Aspidapion aeneum
KT225293.1	NA;Arthropoda;Insecta;Diptera;Xylophagidae;Dialysis;Dialysis sp. KW-2016
KT696226.1	NA;Arthropoda;Insecta;Coleoptera;Erotylidae;NA;Erotylidae sp. BMNH 1274391
MZ014622.1	NA;Arthropoda;Insecta;Coleoptera;Erotylidae;Tritoma;Tritoma metasobrina
U17795.1	NA;Arthropoda;Insecta;Blattodea;Nyctiboridae;Nyctibora;Nyctibora azteca
OZ212028.1	NA;Arthropoda;Insecta;Blattodea;Blattellidae;Loboptera;Loboptera canariensis
MK291657.1	NA;Arthropoda;Insecta;Phasmatodea;Bacillidae;Xylica;Xylica oedematosa
KU739451.1	NA;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Onthophagus;Onthophagus cuniculus
NC_054278.1	NA;Arthropoda;Insecta;Coleoptera;Lucanidae;Dorcus;Dorcus koreanus
AF501699.1	NA;Arthropoda;Malacostraca;Decapoda;Carpiliidae;Carpilius;Carpilius corallinus
OR066492.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis malekulana
NC_070184.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta constricta
AJ870996.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Angustonicus;Angustonicus arboricolus
AJ870990.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Angustonicus;Angustonicus mare
AJ870989.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Angustonicus;Angustonicus lifou
OR066479.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis kapularum
OR066473.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis malekulana
OR066472.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis xanthochroa
OR066471.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis discontinua
OR066470.1	NA;Arthropoda;Insecta;Odonata;Coenagrionidae;Vanuatubasis;Vanuatubasis malekulana
NC_071193.1	NA;Arthropoda;Insecta;Coleoptera;Meloidae;Mylabris;Mylabris phalerata
FJ806086.1	NA;Arthropoda;Insecta;Mantodea;Hymenopodidae;Junodia;Junodia amoena
U17807.1	NA;Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta australasiae
MK291605.1	NA;Arthropoda;Insecta;Phasmatodea;Heteropterygidae;Dares;Dares validispinus
KY124330.1	NA;Arthropoda;Insecta;Phasmatodea;Lonchodidae;Calvisia;Calvisia medogensis
NC_080490.1	NA;Arthropoda;Insecta;Phasmatodea;Lonchodidae;Lopaphus;Lopaphus albopunctatus
MF491389.1	NA;Arthropoda;Insecta;Coleoptera;Meloidae;Hycleus;Hycleus phaleratus
NC_036045.1	NA;Arthropoda;Insecta;Coleoptera;Meloidae;Hycleus;Hycleus phaleratus
KC966502.1	NA;Arthropoda;Insecta;Coleoptera;Nitidulidae;Catonura;Catonura rufithorax
KP133877.1	NA;Arthropoda;Insecta;Coleoptera;Nitidulidae;Catonura;Catonura rufithorax
NC_039710.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Ophraella;Ophraella communa
KJ548229.1	NA;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydrovatus;Hydrovatus parallelipennis
EU790666.1	NA;Arthropoda;Insecta;Coleoptera;Carabidae;Carabus;Carabus clathratus
EU790665.1	NA;Arthropoda;Insecta;Coleoptera;Carabidae;Carabus;Carabus clathratus
EU790661.1	NA;Arthropoda;Insecta;Coleoptera;Carabidae;Carabus;Carabus clathratus
EU790652.1	NA;Arthropoda;Insecta;Coleoptera;Carabidae;Carabus;Carabus clathratus
AF097072.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Oreina;Oreina melanocephala
KP828871.1	NA;Arthropoda;Insecta;Coleoptera;Cerylonidae;Cycloxenus;Cycloxenus sp. CO924
NC_028204.1	NA;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Cryptolestes;Cryptolestes pusillus
NC_028203.1	NA;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Cryptolestes;Cryptolestes ferrugineus
AF097076.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Oreina;Oreina virgulata
AF097065.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Oreina;Oreina bifrons
KP828852.1	NA;Arthropoda;Insecta;Coleoptera;Bothrideridae;Bothrideres;Bothrideres sp. CO912
MZ727583.1	NA;Arthropoda;Insecta;Coleoptera;Elateridae;Campsosternus;Campsosternus auratus
KT876901.1	NA;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hygrotus;Hygrotus confluens
KT696264.1	NA;Arthropoda;Insecta;Coleoptera;Histeridae;NA;Histeridae sp. BMNH 1274739
EU164580.1	NA;Arthropoda;Insecta;Coleoptera;Latridiidae;Cartodere;Cartodere constricta
KX775477.1	NA;Arthropoda;Insecta;Coleoptera;Gyrinidae;Dineutus;Dineutus productus
AM287048.1	NA;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Hydrobius;Hydrobius fuscipes
EU164582.1	NA;Arthropoda;Insecta;Coleoptera;Latridiidae;Corticaria;Corticaria sp. NPL-2007
KP133893.1	NA;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Placonotus;Placonotus politissimus
KP133887.1	NA;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Rhabdophloeus;Rhabdophloeus sp. BYU CO744
NC_061359.1	NA;Arthropoda;Insecta;Coleoptera;Elateridae;Pectocera;Pectocera sp.
OU018353.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Aetheomorpha;Aetheomorpha sp. JGZ-2021-1
EU164577.1	NA;Arthropoda;Insecta;Coleoptera;Latridiidae;Corticarina;Corticarina sp. 1 NPL-2007
EU164581.1	NA;Arthropoda;Insecta;Coleoptera;Latridiidae;Cartodere;Cartodere nodifer
EU164562.1	NA;Arthropoda;Insecta;Coleoptera;Latridiidae;Melanophthalma;Melanophthalma sp. 2 NPL-2007
MK614554.1	NA;Arthropoda;Insecta;Coleoptera;Cerambycidae;Archetypus;Archetypus frenchi
OU018511.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Lamprosoma;Lamprosoma sp. JGZ-2021-1
KF131574.1	NA;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Pelthydrus;Pelthydrus dudgeoni
AY507301.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Trirhabda;Trirhabda geminata
KJ002832.1	NA;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Periatrum;Periatrum helmsi
KX087353.1	NA;Arthropoda;Insecta;Coleoptera;Tetratomidae;Tetratoma;Tetratoma fungorum
FM209290.1	NA;Arthropoda;Insecta;Coleoptera;Hydraenidae;Ochthebius;Ochthebius minimus
MW465260.1	NA;Arthropoda;Insecta;Coleoptera;Dytiscidae;Neoporus;Neoporus sp. NHM-IR594
MW465276.1	NA;Arthropoda;Insecta;Coleoptera;Dytiscidae;Heterosternuta;Heterosternuta allegheniana
EF421570.1	NA;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Pseudoluperus;Pseudoluperus lecontii
MW598944.1	NA;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Oosternum;Oosternum sp. MF1638
OZ123350.1	NA;Arthropoda;Insecta;Coleoptera;Scraptiidae;Anaspis;Anaspis regimbarti
LR697082.1	NA;Chordata;NA;Testudines;Testudinidae;Stigmochelys;Stigmochelys pardalis
NC_007694.1	NA;Chordata;NA;Testudines;Testudinidae;Stigmochelys;Stigmochelys pardalis
KX346293.1	NA;Chordata;NA;Testudines;Testudinidae;Psammobates;Psammobates tentorius
KX346292.1	NA;Chordata;NA;Testudines;Testudinidae;Psammobates;Psammobates tentorius
DQ143223.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Pyrilia;Pyrilia barrabandi
NC_039814.1	NA;Chordata;Aves;Gruiformes;Rallidae;Atlantisia;Atlantisia rogersi
MN356443.1	NA;Chordata;Aves;Gruiformes;Rallidae;Atlantisia;Atlantisia rogersi
OM677841.1	NA;Chordata;Aves;Gruiformes;Rallidae;Laterallus;Laterallus jamaicensis
NC_056095.1	NA;Chordata;Aves;Gruiformes;Rallidae;Laterallus;Laterallus spilonota
NC_063128.1	NA;Chordata;Aves;Gruiformes;Rallidae;Coturnicops;Coturnicops noveboracensis
NC_012143.1	NA;Chordata;Aves;Gruiformes;Rallidae;Coturnicops;Coturnicops exquisitus
NC_082169.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara mitratus
NC_082168.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara holochlorus
KJ142224.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara rubritorquis
KJ142221.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara mitratus
KJ142216.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara euops
KJ142215.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara erythrogenys
KJ142214.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara chloropterus
KJ142211.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara brevipes
NC_026042.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara rubritorquis
JX215256.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara mitratus
NC_021764.1	NA;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;Psittacara brevipes
AY167346.1	NA;Chordata;Lepidosauria;Squamata;Gerrhosauridae;Broadleysaurus;Broadleysaurus major
AY167345.1	NA;Chordata;Lepidosauria;Squamata;Gerrhosauridae;Broadleysaurus;Broadleysaurus major
AJ416921.1	NA;Chordata;Lepidosauria;Squamata;Gerrhosauridae;Broadleysaurus;Broadleysaurus major
MN443272.1	NA;Chordata;Lepidosauria;Squamata;Scincidae;Aspronema;Aspronema dorsivittatum
MN443268.1	NA;Chordata;Lepidosauria;Squamata;Scincidae;Aspronema;Aspronema dorsivittatum
MF078331.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
MF078330.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223661.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223660.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223659.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223658.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223657.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223656.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223655.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223654.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223653.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223652.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223651.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
NC_082090.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena doro
OR223649.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223648.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223647.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223646.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223645.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223644.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223643.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223642.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223641.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
OR223640.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
NC_082089.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
JX465080.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
JX465070.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465053.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
JX465052.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
MF078302.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078300.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078299.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078295.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078289.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223638.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223636.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223635.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223634.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223633.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223632.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223631.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223630.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223629.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223628.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223627.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223626.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223625.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223624.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223623.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223622.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223621.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223620.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223619.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223618.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223617.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223616.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223615.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223614.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223613.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223612.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223611.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223610.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223609.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223608.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223607.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223606.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223605.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223604.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223603.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223602.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223601.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223600.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223599.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223598.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223597.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR223596.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
NC_082088.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
OR224604.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224602.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224601.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224600.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224599.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224598.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224597.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224596.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224595.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224594.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224593.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224592.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224591.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224590.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224589.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224588.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224587.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224586.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224585.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224584.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224583.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224582.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224581.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224580.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224579.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224578.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224576.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224575.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224574.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224573.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
NC_082083.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
JX465086.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013b
JX465085.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013b
JX465084.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013b
