Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10314401,2019-10-21 05:14:12,2019-10-21 04:49:12,23129975,1757878100,0,76,589,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314401.sralite.1,SRX7025482,114-AG105_S73,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546079,SAMN13054143,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG105_S1-D10-Ls-LR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,020332FD53F94133743F31A4FF1034E4,7422551BA001634A71D8AA01236FEFBD
SRR10314400,2019-10-21 05:14:12,2019-10-21 04:50:10,25998890,1975915640,0,76,665,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314400.sralite.1,SRX7025483,116-AG107_S14,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546080,SAMN13054144,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG107_S1-D10-Ls-LR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,512361D71BFA299DF2F668EF4D777345,1CF5CFF2D19A62D025997AA520B0590A
SRR10314403,2019-10-21 05:14:12,2019-10-21 04:48:48,19080010,1450080760,0,76,492,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314403.sralite.1,SRX7025480,117-AG108_S24,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546077,SAMN13054141,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG108_S1-D10-Ls-HR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,DC5858F7D8453C7301E3E0F97E54F8E7,48EF30CFCF6E98B00206B4122EE44BE6
SRR10314399,2019-10-21 05:14:12,2019-10-21 04:48:13,19594139,1489154564,0,76,503,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314399.sralite.1,SRX7025484,118-AG109_S34,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546081,SAMN13054145,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG109_S1-D10-Ls-LR-5,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,903235DEABD0F65E7C452BCBE57B3092,89E5D6777B34053AF5BD515E5BEA8288
SRR10314402,2019-10-21 05:14:12,2019-10-21 04:48:13,17502598,1330197448,0,76,448,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314402.sralite.1,SRX7025481,119-AG110_S44,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546078,SAMN13054142,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG110_S1-D10-Ls-HR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,42080D37311F1A8B43E347459EF18F29,EEACECBC4BD6A21ADC74224CE4879AC6
SRR10314398,2019-10-21 05:13:12,2019-10-21 04:47:36,17702012,1345352912,0,76,458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314398.sralite.1,SRX7025485,120-AG111_S54,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546082,SAMN13054146,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG111_S1-D10-Ls-LR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,7F937D09A559FCAFAD5704296E9FF69D,B970972096A0294E302AC4A43665887B
SRR10314390,2019-10-21 05:13:12,2019-10-21 04:47:57,19238619,1462135044,0,76,495,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314390.sralite.1,SRX7025493,121-AG112_S64,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546090,SAMN13054153,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG112_S2-D18-Ls-LR-3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,52CA0E31390ADD39B66AFBBE949C2DD6,2878FC80ABF273CE8496FB4C6F1EA449
SRR10314384,2019-10-21 05:13:12,2019-10-21 04:47:12,17804362,1353131512,0,76,455,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314384.sralite.1,SRX7025498,122-AG113_S74,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546095,SAMN13054158,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG113_S2-D18-Ls-LR-3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,484C1AA8E0A119A3759234C76F4C4EEC,B7C4328B3BF51FBCBA72EACE588DA770
SRR10314389,2019-10-21 05:13:12,2019-10-21 04:47:32,17960626,1365007576,0,76,462,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314389.sralite.1,SRX7025494,123-AG114_S5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546091,SAMN13054154,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG114_S2-D18-Ls-LR-4,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,24FB4A018CEA30D63D0CF4C20E82D1D5,2C1B91755E7CB4295C156E1F8E69A3DF
SRR10314383,2019-10-21 05:13:12,2019-10-21 04:47:54,19901032,1512478432,0,76,507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314383.sralite.1,SRX7025499,124-AG115_S15,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546096,SAMN13054159,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG115_S2-D18-Ls-LR-4,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,9536E65B011D77C9F49C1ED1F568ACBD,E9D83DA96438992949D90DB490315238
SRR10314388,2019-10-21 05:13:12,2019-10-21 04:47:13,16677319,1267476244,0,76,429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314388.sralite.1,SRX7025495,125-AG116_S25,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546092,SAMN13054155,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG116_S2-D18-Ls-LR-5,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,12471ACB76B8E4788774DBAD790D367C,6A4EBFF9EBC0C9FBCFB631802CFD9DDA
SRR10314382,2019-10-21 05:13:12,2019-10-21 04:46:25,13427796,1020512496,0,76,345,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314382.sralite.1,SRX7025500,126-AG117_S35,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546097,SAMN13054160,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG117_S2-D18-Ls-LR-5,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,A4B0A19DADD81B0988258EFEE8146F83,389F417C19386D3CD8514A1BA2AB6E41
SRR10314386,2019-10-21 05:14:12,2019-10-21 04:48:26,20568147,1563179172,0,76,529,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314386.sralite.1,SRX7025496,127-AG118_S45,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546093,SAMN13054156,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG118_S2-D18-Ls-LR-7,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,416B9182DE7586C769C90521EBB917E8,3B641228B3BE73F88ECE3152D739CB06
SRR10314379,2019-10-21 05:13:12,2019-10-21 04:47:25,18881466,1434991416,0,76,488,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314379.sralite.1,SRX7025502,128-AG119_S55,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546099,SAMN13054161,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG119_S2-D18-Ls-LR-7,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,9892945DE5DD644937179344E96F156F,C7E4140FF34C98F1E6CB4CB452570561
SRR10314385,2019-10-21 05:14:12,2019-10-21 04:48:28,20812010,1581712760,0,76,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314385.sralite.1,SRX7025497,129-AG120_S65,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546094,SAMN13054157,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG120_S2-D18-Ls-LR-9,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,4EACAA3C8D1D58BB0FC9E98B6EB56DB6,D4EC3342FC91875CEA4659567619750F
SRR10314378,2019-10-21 05:13:12,2019-10-21 04:47:21,18623186,1415362136,0,76,474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314378.sralite.1,SRX7025503,130-AG121_S75,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546100,SAMN13054162,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG121_S2-D18-Ls-LR-9,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,B47928A6DDFD7E78D643822A40595BB0,462BACE4CFF218DFFDFB75D8E60E5308
SRR10314374,2019-10-21 05:13:12,2019-10-21 04:47:56,20232479,1537668404,0,76,515,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314374.sralite.1,SRX7025507,132-AG123_S16,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546104,SAMN13054011,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG123_S1-D3-Ls-LR-7,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,B52D682BA63453AB293E2084CE410067,BA0FC3BCA0B56823A08FFF1675E12821
SRR10314404,2019-10-21 05:13:12,2019-10-21 04:47:48,16869935,1282115060,0,76,436,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314404.sralite.1,SRX7025479,133-AG124_S26,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546076,SAMN13054006,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG124_S1-D3-Ls-HR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,EE0BCAC8D5D6647FCDEBF9C0FC9E1297,1F38499360D75D57C18F183725D392BE
SRR10314372,2019-10-21 05:14:12,2019-10-21 04:48:29,22723143,1726958868,0,76,583,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314372.sralite.1,SRX7025508,134-AG125_S36,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546105,SAMN13054012,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG125_S1-D3-Ls-LR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,49C3DEACA5051F2CE63336DA13DB92CC,36E9B0EAC1DB534E08BB39B62E3F1FEF
SRR10314393,2019-10-21 05:13:12,2019-10-21 04:47:50,18179077,1381609852,0,76,459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314393.sralite.1,SRX7025490,135-AG126_S46,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546087,SAMN13054007,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG126_S1-D3-Ls-HR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,B220950CA93C908229FCD02CF4812F4B,8748CC8B48ABB43172F51DA30439F5B7
SRR10314371,2019-10-21 05:13:12,2019-10-21 04:47:07,17941619,1363563044,0,76,457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314371.sralite.1,SRX7025509,136-AG127_S56,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546106,SAMN13054013,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG127_S1-D3-Ls-LR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,5F634D7ADF39307B21AA272244D76ED2,A86B46C270CAC2762B87873BD82608BB
SRR10314381,2019-10-21 05:13:12,2019-10-21 04:47:59,20288059,1541892484,0,76,519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314381.sralite.1,SRX7025501,137-AG128_S66,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546098,SAMN13054008,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG128_S1-D3-Ls-HR-10,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,EB2A01D37022765E5E3AF15F1C10BFC0,DBF94AEF3F8D28C156745A94EFB6A416
SRR10314370,2019-10-21 05:13:12,2019-10-21 04:46:59,17557755,1334389380,0,76,451,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314370.sralite.1,SRX7025510,138-AG129_S76,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546107,SAMN13054014,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG129_S1-D3-Ls-LR-10,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,562CDEEEDC6C0869EE56BFAA39CDB740,6B5AF86E6340DAA1127E73355F88876A
SRR10314369,2019-10-21 05:15:13,2019-10-21 04:50:42,28979523,2202443748,0,76,756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314369.sralite.1,SRX7025511,37-AG154_S37,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546108,SAMN13054015,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG154_S1-D5-Ls-HR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,6DBC7F934273C57AC15EB9782B60813B,15761245D3072B79C97DAF2F5F8B2E23
SRR10314361,2019-10-21 05:15:13,2019-10-21 04:50:50,29892152,2271803552,0,76,780,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314361.sralite.1,SRX7025518,43-AG155_S22,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546115,SAMN13054021,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG155_S1-D5-Ls-LR-1,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,D16B702DAE6C2091B0A0D2939538AAAF,5588244918EAA89729504606502FED9B
SRR10314368,2019-10-21 05:15:13,2019-10-21 04:49:31,27289994,2074039544,0,76,704,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314368.sralite.1,SRX7025512,38-AG156_S44,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546109,SAMN13054016,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG156_S1-D5-Ls-HR-3,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,9AA2E6DFBCD825EDEFC41496F22A5908,661806EE361C6C6CA9C436FD18F47845
SRR10314360,2019-10-21 05:14:12,2019-10-21 04:49:33,27811186,2113650136,0,76,727,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314360.sralite.1,SRX7025519,44-AG157_S30,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546116,SAMN13054022,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG157_S1-D5-Ls-LR-3,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,C6980FD65CADDA4F227217894B48CF9C,664D1A2AA2F854328596B5B6E833F566
SRR10314367,2019-10-21 05:14:12,2019-10-21 04:49:38,27531439,2092389364,0,76,717,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314367.sralite.1,SRX7025513,39-AG158_S51,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546110,SAMN13054017,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG158_S1-D5-Ls-HR-6,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,4BCD03E2EE864E2E652EE47D1E57423E,FB79E3831836CD08423391C4474C34D6
SRR10314359,2019-10-21 05:14:12,2019-10-21 04:50:00,29657769,2253990444,0,76,774,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314359.sralite.1,SRX7025520,45-AG159_S38,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546117,SAMN13054023,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG159_S1-D5-Ls-LR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,38B1228D5D119A02A27D18C2509A06A2,DA2959878B065BAD5565D405668AD19A
SRR10314366,2019-10-21 05:14:12,2019-10-21 04:50:00,27666728,2102671328,0,76,718,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314366.sralite.1,SRX7025514,40-AG160_S58,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546111,SAMN13054018,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG160_S1-D5-Ls-HR-7,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,453BBECFA8D07534C8DCC8895798985D,292B73E8B463FBA74C3B4695F4493691
SRR10314358,2019-10-21 05:15:13,2019-10-21 04:51:09,30585833,2324523308,0,76,786,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314358.sralite.1,SRX7025521,46-AG161_S45,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546118,SAMN13054024,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG161_S1-D5-Ls-LR-5,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,5C75E971BF028E45F5A0AB5F28E92409,6A77999A32759762F5818E18AB4485AE
SRR10314365,2019-10-21 05:24:46,2019-10-21 04:52:47,36548114,2777656664,0,76,950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314365.sralite.1,SRX7025515,41-AG162_S6,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546112,SAMN13054019,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG162_S1-D5-Ls-HR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,C5B1CA0357829BCFC822483EF3D55276,EDA449F34602807A7679F02B6BC1180D
SRR10314357,2019-10-21 05:15:13,2019-10-21 04:50:19,29614686,2250716136,0,76,771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314357.sralite.1,SRX7025522,47-AG163_S52,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546119,SAMN13054025,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG163_S1-D5-Ls-LR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,5B403B72C570CB14D60ACE1E30F3DA44,B51C1415E1F41202C22F7A6A6CCE4552
SRR10314364,2019-10-21 05:15:13,2019-10-21 04:51:08,31318888,2380235488,0,76,817,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314364.sralite.1,SRX7025516,42-AG164_S14,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546113,SAMN13054020,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG164_S1-D5-Ls-HR-10,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,861D9D1D7D9C2D4BCEB52599F1DC7B45,BFD5ED90280C77E61069BCDF03D809C2
SRR10314356,2019-10-21 05:15:13,2019-10-21 04:50:51,31638915,2404557540,0,76,821,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314356.sralite.1,SRX7025523,48-AG165_S59,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546120,SAMN13054026,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG165_S1-D5-Ls-LR-10,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,F0833A112E4906227BC888F4EFB09821,58C89B17CC87AEC24187B4AA2EC4C696
SRR10314355,2019-10-21 05:13:12,2019-10-21 04:47:20,20681198,1571771048,0,76,530,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314355.sralite.1,SRX7025524,48-AG39_S56,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546121,SAMN13054027,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG39_S1-D10-Ls-HR-1,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,E882A52F500AF3BAF645C4C29FB00609,BF5CCA9482FD1201221C5E631E1139C4
SRR10314437,2019-10-21 05:15:13,2019-10-21 04:51:37,15634660,1188234160,0,76,401,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314437.sralite.1,SRX7025535,49-AG40_S67,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546132,SAMN13054037,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG40_S1-D10-Ls-LR-1,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,99DB2626CB01832DEFC679E7A0D321E6,99CC1985F72D38FD25F451FF9EF2C821
SRR10314347,2019-10-21 05:13:12,2019-10-21 04:47:00,19786556,1503778256,0,76,508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314347.sralite.1,SRX7025534,50-AG41_S78,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546131,SAMN13054036,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG41_S1-D10-Ls-HR-10,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,40F9BF0F48777C52BC56BD693B79B584,0A67E6351E6D8AD048E2BF30EF0F9544
SRR10314354,2019-10-21 05:13:12,2019-10-21 04:46:58,19414817,1475526092,0,76,501,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314354.sralite.1,SRX7025525,52-AG43_S17,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546122,SAMN13054028,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG43_S1-D10-Ls-HR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,D93492D17A3AFD4C44592099EC50EC6B,9DE1EC51A6A48393AD07D26A867D0A40
