Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer,Taxon
SCAMMIT List,SILICEA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,,,,,,,,,,,,,,,,SILICEA
SCAMMIT List,Claviramus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Claviramus,,,,Claviramus sp
SCAMMIT List,Claviramus sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Claviramus,,sp A,(SCAMIT 1986 §),Claviramus sp A
SCAMMIT List,Dialychone sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Dialychone,,,,Dialychone sp
SCAMMIT List,Dialychone albocincta,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Dialychone,,albocincta,(Banse 1972),Dialychone albocincta
SCAMMIT List,Dialychone trilineata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Dialychone,,trilineata,(Tovar-Hernandez 2007),Dialychone trilineata
SCAMMIT List,Dialychone veleronis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Dialychone,,veleronis,(Banse 1972),Dialychone veleronis
SCAMMIT List,Euchone sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,,,Euchone sp
SCAMMIT List,Euchone arenae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,arenae,Hartman 1966,Euchone arenae
SCAMMIT List,Euchone hancocki,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,hancocki,Banse 1970,Euchone hancocki
SCAMMIT List,Euchone incolor,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,incolor,Hartman 1965,Euchone incolor
SCAMMIT List,Euchone limnicola,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,limnicola,Reish 1959,Euchone limnicola
SCAMMIT List,Euchone rosea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,rosea,Langerhans 1884,Euchone rosea
SCAMMIT List,Euchone velifera,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,velifera,Banse 1972,Euchone velifera
SCAMMIT List,Euchone sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,sp A,SCAMIT 1986 §,Euchone sp A
SCAMMIT List,Euchone sp SD1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Euchone,,sp SD1,Rowe 2004 §,Euchone sp SD1
SCAMMIT List,Eudistylia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,,,,Eudistylia sp
SCAMMIT List,Eudistylia cf brevicomata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,,cf brevicomata,(Ehlers 1905),Eudistylia cf brevicomata
SCAMMIT List,Eudistylia polymorpha,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,,polymorpha,(Johnson 1901),Eudistylia polymorpha
SCAMMIT List,Eudistylia vancouveri,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,,vancouveri,(Kinberg 1866),Eudistylia vancouveri
SCAMMIT List,Jasmineira sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Jasmineira,,,,Jasmineira sp
SCAMMIT List,Jasmineira sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Jasmineira,,sp B,SCAMIT 1986 §,Jasmineira sp B
SCAMMIT List,Laonome,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Laonome,,,,Laonome
SCAMMIT List,Laonome sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Laonome,,sp,,Laonome sp
SCAMMIT List,Manayunkia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Manayunkia,,,,Manayunkia sp
SCAMMIT List,Manayunkia aestuarina,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Manayunkia,,aestuarina,(Bourne 1883),Manayunkia aestuarina
SCAMMIT List,Manayunkia speciosa,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Manayunkia,,speciosa,Leidy 1859,Manayunkia speciosa
SCAMMIT List,Myxicola,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Myxicola,,,,Myxicola
SCAMMIT List,Myxicola sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Myxicola,,sp,,Myxicola sp
SCAMMIT List,Paradialychone sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,,,Paradialychone sp
SCAMMIT List,Paradialychone bimaculata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,bimaculata,(Banse & Nichols 1968),Paradialychone bimaculata
SCAMMIT List,Paradialychone ecaudata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,ecaudata,(Moore 1923),Paradialychone ecaudata
SCAMMIT List,Paradialychone eiffelturris,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,eiffelturris,(Tovar-Hernandez 2007),Paradialychone eiffelturris
SCAMMIT List,Paradialychone harrisae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,harrisae,Tovar-Hernandez 2009,Paradialychone harrisae
SCAMMIT List,Paradialychone paramollis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Paradialychone,,paramollis,(Tovar-Hernandez 2007),Paradialychone paramollis
SCAMMIT List,Parasabella sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,,,,Parasabella sp
SCAMMIT List,Parasabella fullo,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,,fullo,(Grube 1878),Parasabella fullo
SCAMMIT List,Parasabella pallida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,,pallida,Moore 1923,Parasabella pallida
SCAMMIT List,Parasabella nr rugosa,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,,nr rugosa,(Moore 1904),Parasabella nr rugosa
SCAMMIT List,Parasabella sp 1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,,sp 1,Fitzhugh 1993 §,Parasabella sp 1
SCAMMIT List,Perkinsiana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Perkinsiana,,,,Perkinsiana
SCAMMIT List,Perkinsiana sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Perkinsiana,,sp,,Perkinsiana sp
SCAMMIT List,Potamethus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Potamethus,,,,Potamethus sp
SCAMMIT List,Potamethus sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Potamethus,,sp A,SCAMIT 1986 §,Potamethus sp A
SCAMMIT List,Pseudopotamilla sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,,,,Pseudopotamilla sp
SCAMMIT List,Pseudopotamilla occelata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,,occelata,Moore 1905,Pseudopotamilla occelata
SCAMMIT List,Pseudopotamilla socialis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,,socialis,Hartman 1944,Pseudopotamilla socialis
SCAMMIT List,Pseudopotamilla sp 1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,,sp 1,Fitzhugh 1993 §,Pseudopotamilla sp 1
SCAMMIT List,Schizobranchia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,,,,Schizobranchia sp
SCAMMIT List,Schizobranchia insignis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,,insignis,Bush 1904,Schizobranchia insignis
SCAMMIT List,Serpulidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,,,,,Serpulidae
SCAMMIT List,Apomatus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Apomatus,,,,Apomatus sp
SCAMMIT List,Apomatus timsii,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Apomatus,,timsii,Pixell 1912,Apomatus timsii
SCAMMIT List,Chitinopoma sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Chitinopoma,,,,Chitinopoma sp
SCAMMIT List,Chitinopoma groenlandica,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Chitinopoma,,groenlandica,(Mörch 1863),Chitinopoma groenlandica
SCAMMIT List,Crucigera sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Crucigera,,,,Crucigera sp
SCAMMIT List,Crucigera zygophora,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Crucigera,,zygophora,(Johnson 1901),Crucigera zygophora
SCAMMIT List,Ficopomatus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Ficopomatus,,,,Ficopomatus sp
SCAMMIT List,Ficopomatus enigmaticus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Ficopomatus,,enigmaticus,(Fauvel 1923),Ficopomatus enigmaticus
SCAMMIT List,Hyalopomatus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hyalopomatus,,,,Hyalopomatus sp
SCAMMIT List,Hyalopomatus biformis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hyalopomatus,,biformis,(Hartman 1960),Hyalopomatus biformis
SCAMMIT List,Hydroides sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hydroides,,,,Hydroides sp
SCAMMIT List,Hydroides dirampha,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hydroides,,dirampha,Mörch 1863,Hydroides dirampha
SCAMMIT List,Hydroides elegans,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hydroides,,elegans,(Haswell 1883),Hydroides elegans
SCAMMIT List,Hydroides gracilis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Hydroides,,gracilis,(Bush 1905),Hydroides gracilis
SCAMMIT List,Placostegus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Placostegus,,,,Placostegus sp
SCAMMIT List,Placostegus californicus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Placostegus,,californicus,Hartman 1969,Placostegus californicus
SCAMMIT List,Protis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Protis,,,,Protis sp
SCAMMIT List,Protis pacifica,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Protis,,pacifica,Moore 1923,Protis pacifica
SCAMMIT List,Protula sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Protula,,,,Protula sp
SCAMMIT List,Protula superba,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Protula,,superba,Moore 1909,Protula superba
SCAMMIT List,Pseudochitinopoma sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Pseudochitinopoma,,,,Pseudochitinopoma sp
SCAMMIT List,Pseudochitinopoma occidentalis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Pseudochitinopoma,,occidentalis,(Bush 1904),Pseudochitinopoma occidentalis
SCAMMIT List,Salmacina sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Salmacina,,,,Salmacina sp
SCAMMIT List,Salmacina tribranchiata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Salmacina,,tribranchiata,(Moore 1923),Salmacina tribranchiata
SCAMMIT List,Serpula sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Serpula,,,,Serpula sp
SCAMMIT List,Serpula columbiana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Serpula,,columbiana,Johnson 1901,Serpula columbiana
SCAMMIT List,Spirobranchus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Spirobranchus,,,,Spirobranchus sp
SCAMMIT List,Spirobranchus spinosus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Spirobranchus,,spinosus,Moore 1923,Spirobranchus spinosus
