Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Mopalia cirrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Berry, 1919",,19997
InvertEBase Marine Invertebrates of California,Mopalia egretta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"S. S. Berry, 1919",,19998
InvertEBase Marine Invertebrates of California,Mopalia ferreirai,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"R. N. Clark, 1991",,19356
InvertEBase Marine Invertebrates of California,Mopalia hindsii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"(Reeve, 1847)",,19999
InvertEBase Marine Invertebrates of California,Mopalia imporcata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Carpenter, 1864",,20000
InvertEBase Marine Invertebrates of California,Mopalia kennerleyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Carpenter, 1864",,148574
InvertEBase Marine Invertebrates of California,Mopalia laevior,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Pilsbry, 1918",,20001
InvertEBase Marine Invertebrates of California,Mopalia lignosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"(Gould, 1846)",,20002
InvertEBase Marine Invertebrates of California,Mopalia lionota,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Pilsbry, 1918",,164646
InvertEBase Marine Invertebrates of California,Mopalia lionotus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Pilsbry, 1918",,20008
InvertEBase Marine Invertebrates of California,Mopalia lowei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Pilsbry, 1918",,20009
InvertEBase Marine Invertebrates of California,Mopalia muscosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"(Gould, 1846)",,20003
InvertEBase Marine Invertebrates of California,Mopalia phorminx,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Berry, 1919",,20010
InvertEBase Marine Invertebrates of California,Mopalia porifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Pilsbry, 1893",,20011
InvertEBase Marine Invertebrates of California,Mopalia recurvans,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Barnawell, 1960",,20012
InvertEBase Marine Invertebrates of California,Mopalia sinuata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Carpenter, 1864",,20004
InvertEBase Marine Invertebrates of California,Mopalia spectabilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"I. M. Cowan & G. M. Cowan, 1977",,20013
InvertEBase Marine Invertebrates of California,Mopalia swanii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Carpenter, 1864",,20005
InvertEBase Marine Invertebrates of California,Mopalia vespertina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"(Gould, 1852)",,138103
InvertEBase Marine Invertebrates of California,Placiphorella borealis,Dean Pentcheff,pentcheff@gmail.com ,boreal veiled chiton,Inventory,MOPALIIDAE,"Pilsbry, 1893",,20021
InvertEBase Marine Invertebrates of California,Placiphorella laurae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"R. N. Clark, 2019",,209690
InvertEBase Marine Invertebrates of California,Placiphorella mirabilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"R. N. Clark, 1994",,19376
InvertEBase Marine Invertebrates of California,Placiphorella pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MOPALIIDAE,"Berry, 1919",,20014
InvertEBase Marine Invertebrates of California,Placiphorella rufa,Dean Pentcheff,pentcheff@gmail.com ,red veiled chiton,Inventory,MOPALIIDAE,"S. S. Berry, 1917",,20015
InvertEBase Marine Invertebrates of California,Placiphorella velata,Dean Pentcheff,pentcheff@gmail.com ,veiled chiton,Inventory,MOPALIIDAE,"(Carpenter MS, Dall, 1879)",,20017
InvertEBase Marine Invertebrates of California,Parasmittina californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Robertson, 1908)",,167540
InvertEBase Marine Invertebrates of California,Parasmittina californiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Robertson, 1908)",,115784
InvertEBase Marine Invertebrates of California,Parasmittina collifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Robertson, 1908)",,183530
InvertEBase Marine Invertebrates of California,Parasmittina trispinosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,,,112090
InvertEBase Marine Invertebrates of California,Porella marsupium,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Macgillivray, 1869)",,112357
InvertEBase Marine Invertebrates of California,Porella patens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,,,112055
InvertEBase Marine Invertebrates of California,Porella porifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,,,112053
InvertEBase Marine Invertebrates of California,Rhamphostomella curvirostrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"O'Donoghue & O'Donoghue, 1923",,158302
InvertEBase Marine Invertebrates of California,Smittina abyssicola,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Harmer, 1957)",,168500
InvertEBase Marine Invertebrates of California,Smittina landsborovii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Johnston, 1847)",,112067
InvertEBase Marine Invertebrates of California,Smittina reticulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Macgillivray, 1842)",,112075
InvertEBase Marine Invertebrates of California,Smittina spathulifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Hincks, 1884)",,168502
InvertEBase Marine Invertebrates of California,Smittina trispinosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUCRONELLIDAE,"(Johnston, 1838)",,112087
InvertEBase Marine Invertebrates of California,Galacantha diomedeae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNIDOPSIDAE,"Faxon, 1893",,177356
InvertEBase Marine Invertebrates of California,Munna chromatocephala,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNIDAE,"Menzies, 1952",,67229
InvertEBase Marine Invertebrates of California,Munna halei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNIDAE,"Menzies, 1952",,67231
InvertEBase Marine Invertebrates of California,Munna kroyeri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNIDAE,"Goodsir, 1842",,62209
InvertEBase Marine Invertebrates of California,Munna stephenseni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNIDAE,"Gurjanova, 1933",,67228
InvertEBase Marine Invertebrates of California,Uromunna ubiquita,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNIDAE,"(Menzies, 1952)",,67247
InvertEBase Marine Invertebrates of California,Betamorpha indentifrons,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"(Menzies, 1962C)",,62460
InvertEBase Marine Invertebrates of California,Betamorpha megista,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Thistle & Hessler, 1977",,62462
InvertEBase Marine Invertebrates of California,Betamorpha profunda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"(Menzies & George, 1972)",,62463
InvertEBase Marine Invertebrates of California,Eurycope californiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Schultz, 1966",,67264
InvertEBase Marine Invertebrates of California,Ilyarachna acarina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Menzies and J. L. Barnard, 1959",,67274
InvertEBase Marine Invertebrates of California,Ilyarachna profunda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Schultz, 1966",,67275
InvertEBase Marine Invertebrates of California,Munneurycope murrayi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"(Walker, 1903)",,63476
InvertEBase Marine Invertebrates of California,Munnopsis abyssalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Menzies & George, 1972",,63483
InvertEBase Marine Invertebrates of California,Munnopsoides tattersalli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Birstein, 1963A",,63496
InvertEBase Marine Invertebrates of California,Syneurycope parallela,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MUNNOPSIDAE,"Hansen, 1916",,64134
InvertEBase Marine Invertebrates of California,Murchisonella occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURCHISONELLIDAE,"(Hemphill, 1894)",,138379
InvertEBase Marine Invertebrates of California,Acanthais brevidentata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(W. Wood, 1828)",,118887
InvertEBase Marine Invertebrates of California,Acanthina lugubris,Dean Pentcheff,pentcheff@gmail.com ,dark unicorn,Inventory,MURICIDAE,"(G. B. Sowerby I, 1821)",,12845
InvertEBase Marine Invertebrates of California,Acanthina paucilirata,Dean Pentcheff,pentcheff@gmail.com ,checkered unicorn,Inventory,MURICIDAE,"(Stearns, 1871)",,12842
InvertEBase Marine Invertebrates of California,Acanthina punctulata,Dean Pentcheff,pentcheff@gmail.com ,spotted unicorn,Inventory,MURICIDAE,"(G. B. Sowerby I, 1825)",,12843
InvertEBase Marine Invertebrates of California,Acanthina spirata,Dean Pentcheff,pentcheff@gmail.com ,angular unicorn,Inventory,MURICIDAE,"(de Blainville, 1832)",,12844
InvertEBase Marine Invertebrates of California,Acanthinucella paucilirata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Stearns, 1871)",,118893
InvertEBase Marine Invertebrates of California,Acanthinucella punctulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gray in G.B. Sowerby I, 1835)",,118894
InvertEBase Marine Invertebrates of California,Acanthinucella spirata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1832)",,118895
InvertEBase Marine Invertebrates of California,Aspella pyramidalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,124367
InvertEBase Marine Invertebrates of California,Austrotrophon catalinensis,Dean Pentcheff,pentcheff@gmail.com ,Catalina forreria,Inventory,MURICIDAE,"(I. S. Oldroyd, 1927)",,12831
InvertEBase Marine Invertebrates of California,Austrotrophon cerrosensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,,,12830
InvertEBase Marine Invertebrates of California,Babelomurex hindsi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter, 1857)",,127318
InvertEBase Marine Invertebrates of California,Babelomurex oldroydi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(I. S. Oldroyd, 1929)",,12911
InvertEBase Marine Invertebrates of California,Babelomurex santacruzensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Emerson & D'Attilio, 1970)",,238985
InvertEBase Marine Invertebrates of California,Boreotrophon alaskanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1902",,11368
InvertEBase Marine Invertebrates of California,Boreotrophon albospinosus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Willett, 1931)",,12776
InvertEBase Marine Invertebrates of California,Boreotrophon avalonensis,Dean Pentcheff,pentcheff@gmail.com ,Avalon trophon,Inventory,MURICIDAE,"Dall, 1902",,12777
InvertEBase Marine Invertebrates of California,Boreotrophon bentleyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1908",,12778
InvertEBase Marine Invertebrates of California,Boreotrophon clathratus,Dean Pentcheff,pentcheff@gmail.com ,clathrate trophon,Inventory,MURICIDAE,"(Linnaeus, 1767)",,12764
InvertEBase Marine Invertebrates of California,Boreotrophon disparilis,Dean Pentcheff,pentcheff@gmail.com ,girdled trophon,Inventory,MURICIDAE,"(Dall, 1891)",,12781
InvertEBase Marine Invertebrates of California,Boreotrophon eucymatus,Dean Pentcheff,pentcheff@gmail.com ,grooved trophon,Inventory,MURICIDAE,"Dall, 1902",,12782
InvertEBase Marine Invertebrates of California,Boreotrophon kabati,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"J. H. McLean, 1996",,11370
InvertEBase Marine Invertebrates of California,Boreotrophon keepi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Strong and Hertlein, 1937)",,11371
InvertEBase Marine Invertebrates of California,Boreotrophon macouni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1910)",,12783
InvertEBase Marine Invertebrates of California,Boreotrophon multicostatus,Dean Pentcheff,pentcheff@gmail.com ,ribbed trophon,Inventory,MURICIDAE,"(Eschscholtz, 1829)",,12765
InvertEBase Marine Invertebrates of California,Boreotrophon orpheus,Dean Pentcheff,pentcheff@gmail.com ,threaded trophon,Inventory,MURICIDAE,"(Gould, 1849)",,12770
InvertEBase Marine Invertebrates of California,Boreotrophon pedroanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Arnold, 1903)",,11372
InvertEBase Marine Invertebrates of California,Boreotrophon raymondi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Moody, 1916)",,11373
InvertEBase Marine Invertebrates of California,Boreotrophon rotundatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1902)",,12784
InvertEBase Marine Invertebrates of California,Boreotrophon staphylinus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,12785
InvertEBase Marine Invertebrates of California,Boreotrophon stuarti,Dean Pentcheff,pentcheff@gmail.com ,winged trophon,Inventory,MURICIDAE,"(E. A. Smith, 1880)",,12766
InvertEBase Marine Invertebrates of California,Boreotrophon triangulatus,Dean Pentcheff,pentcheff@gmail.com ,triangular trophon,Inventory,MURICIDAE,"(Carpenter, 1864)",,12774
InvertEBase Marine Invertebrates of California,Boreotrophon tripherus,Dean Pentcheff,pentcheff@gmail.com ,rotund trophon,Inventory,MURICIDAE,"Dall, 1902",,11374
InvertEBase Marine Invertebrates of California,Boreotrophon truncatus,Dean Pentcheff,pentcheff@gmail.com ,bobtail trophon,Inventory,MURICIDAE,"(Strom, 1768)",,12768
InvertEBase Marine Invertebrates of California,Calcitrapessa leeana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1890)",,119253
InvertEBase Marine Invertebrates of California,Calotrophon turritus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,116941
InvertEBase Marine Invertebrates of California,Ceratostoma foliatum,Dean Pentcheff,pentcheff@gmail.com ,foliate thornmouth,Inventory,MURICIDAE,"(Gmelin, 1791)",,12684
InvertEBase Marine Invertebrates of California,Ceratostoma monoceros,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(G. B. Sowerby II, 1841)",,119354
InvertEBase Marine Invertebrates of California,Ceratostoma nuttalli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Conrad, 1837)",,12685
InvertEBase Marine Invertebrates of California,Chicoreus loebbeckei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Kobelt, 1879)",,119403
InvertEBase Marine Invertebrates of California,Chicoreus paini,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Houart, 1983",,127970
InvertEBase Marine Invertebrates of California,Coralliophila costata,Dean Pentcheff,pentcheff@gmail.com ,California coralsnail,Inventory,MURICIDAE,"(de Blainville, 1832)",,12901
InvertEBase Marine Invertebrates of California,Coralliophila monodonta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1832)",,119656
InvertEBase Marine Invertebrates of California,Cymia tectum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(W. Wood, 1828)",,119742
InvertEBase Marine Invertebrates of California,Dermomurex scalaroides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1829)",,131675
InvertEBase Marine Invertebrates of California,Drupella margariticola,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,118055
InvertEBase Marine Invertebrates of California,Eupleura grippi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1911",,12749
InvertEBase Marine Invertebrates of California,Eupleura muriciformis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,12741
InvertEBase Marine Invertebrates of California,Eupleura nitida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,12746
InvertEBase Marine Invertebrates of California,Favartia incisa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,119963
InvertEBase Marine Invertebrates of California,Favartia levicula,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1889)",,133463
InvertEBase Marine Invertebrates of California,Favartia perita,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hinds, 1844)",,119970
InvertEBase Marine Invertebrates of California,Favartia vittata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,133476
InvertEBase Marine Invertebrates of California,Forreria belcheri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hinds, 1843)",,12854
InvertEBase Marine Invertebrates of California,Hexaplex brassica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Lamarck, 1822)",,120256
InvertEBase Marine Invertebrates of California,Hexaplex erythrostomus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Swainson, 1831)",,120259
InvertEBase Marine Invertebrates of California,Hexaplex nigritus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Philippi, 1845)",,120263
InvertEBase Marine Invertebrates of California,Hexaplex princeps,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,120264
InvertEBase Marine Invertebrates of California,Hexaplex radix,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gmelin, 1791)",,120265
InvertEBase Marine Invertebrates of California,Homalocantha oxyacantha,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,120281
InvertEBase Marine Invertebrates of California,Inermicosta inermicosta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Vokes, 1964)",,135004
InvertEBase Marine Invertebrates of California,Latiaxis costatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1832)",,12899
InvertEBase Marine Invertebrates of California,Maxwellia gemma,Dean Pentcheff,pentcheff@gmail.com ,gem murex,Inventory,MURICIDAE,"(G. B. Sowerby II, 1879)",,12840
InvertEBase Marine Invertebrates of California,Maxwellia santarosana,Dean Pentcheff,pentcheff@gmail.com ,Santa Rosa murex,Inventory,MURICIDAE,"(Dall, 1905)",,12841
InvertEBase Marine Invertebrates of California,Mexacanthina angelica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Oldroyd, 1918)",,115468
InvertEBase Marine Invertebrates of California,Mexacanthina lugubris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(G. B. Sowerby I, 1822)",,115470
InvertEBase Marine Invertebrates of California,Mipus matsumotoi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Kosuge, 1985",,155679
InvertEBase Marine Invertebrates of California,Morula nodulosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(C. B. Adams, 1845)",,120884
InvertEBase Marine Invertebrates of California,Murexsul armatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(A. Adams, 1854)",,120914
InvertEBase Marine Invertebrates of California,Naquetia barclayi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Reeve, 1858)",,120954
InvertEBase Marine Invertebrates of California,Naquetia triqueter,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Born, 1778)",,120956
InvertEBase Marine Invertebrates of California,Neorapana muricata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1832)",,121035
InvertEBase Marine Invertebrates of California,Neothais harpa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Conrad, 1837)",,139179
InvertEBase Marine Invertebrates of California,Nipponotrophon lasius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,12862
InvertEBase Marine Invertebrates of California,Nipponotrophon scitulus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1891)",,12863
InvertEBase Marine Invertebrates of California,Nucella canaliculata,Dean Pentcheff,pentcheff@gmail.com ,channeled dogwinkle,Inventory,MURICIDAE,"(Duclos, 1832)",,12733
InvertEBase Marine Invertebrates of California,Nucella emarginata,Dean Pentcheff,pentcheff@gmail.com ,emarginate dogwinkle,Inventory,MURICIDAE,"(Deshayes, 1839)",,12735
InvertEBase Marine Invertebrates of California,Nucella freycinetii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Deshayes, 1839)",,139663
InvertEBase Marine Invertebrates of California,Nucella lamellosa,Dean Pentcheff,pentcheff@gmail.com ,frilled dogwinkle,Inventory,MURICIDAE,"(Gmelin, 1791)",,12734
InvertEBase Marine Invertebrates of California,Nucella lapillus,Dean Pentcheff,pentcheff@gmail.com ,Atlantic dogwinkle,Inventory,MURICIDAE,"(Linnaeus, 1758)",,12737
InvertEBase Marine Invertebrates of California,Nucella lima,Dean Pentcheff,pentcheff@gmail.com ,file dogwinkle,Inventory,MURICIDAE,"(Gmelin, 1791)",,12736
InvertEBase Marine Invertebrates of California,Nucella ostrina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gould, 1852)",,121114
InvertEBase Marine Invertebrates of California,Ocenebra barbarensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gabb, 1865)",,12699
InvertEBase Marine Invertebrates of California,Ocenebra beta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,12696
InvertEBase Marine Invertebrates of California,Ocenebra circumtexta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Stearns, 1871",,12697
InvertEBase Marine Invertebrates of California,Ocenebra crispatissima,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"S. S. Berry, 1953",,12700
InvertEBase Marine Invertebrates of California,Ocenebra foveolata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hinds, 1844)",,12695
InvertEBase Marine Invertebrates of California,Ocenebra gracillima,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Stearns, 1871",,12701
InvertEBase Marine Invertebrates of California,Ocenebra grippi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1911)",,12702
InvertEBase Marine Invertebrates of California,Ocenebra interfossa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Carpenter, 1864",,12686
InvertEBase Marine Invertebrates of California,Ocenebra lurida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Middendorff, 1848)",,12691
InvertEBase Marine Invertebrates of California,Ocenebra minor,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1919",,12704
InvertEBase Marine Invertebrates of California,Ocenebra painei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1903)",,12687
InvertEBase Marine Invertebrates of California,Ocenebra squamulifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter and Gabb, 1869)",,12705
InvertEBase Marine Invertebrates of California,Ocenotrophon painei,Dean Pentcheff,pentcheff@gmail.com ,ribbed rocksnail,Inventory,MURICIDAE,"(Dall, 1903)",,11639
InvertEBase Marine Invertebrates of California,Ocinebrellus falcatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(G. B. Sowerby II, 1834)",,121120
InvertEBase Marine Invertebrates of California,Ocinebrellus inornatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Récluz, 1851)",,121121
InvertEBase Marine Invertebrates of California,Ocinebrina atropurpurea,Dean Pentcheff,pentcheff@gmail.com ,purple rocksnail,Inventory,MURICIDAE,"(Carpenter, 1865)",,11640
InvertEBase Marine Invertebrates of California,Ocinebrina beta,Dean Pentcheff,pentcheff@gmail.com ,beta rocksnail,Inventory,MURICIDAE,"(Dall, 1919)",,11642
InvertEBase Marine Invertebrates of California,Ocinebrina circumtexta,Dean Pentcheff,pentcheff@gmail.com ,circled rocksnail,Inventory,MURICIDAE,"(Stearns, 1871)",,11643
InvertEBase Marine Invertebrates of California,Ocinebrina foveolata,Dean Pentcheff,pentcheff@gmail.com ,dim rocksnail,Inventory,MURICIDAE,"(Hinds, 1844)",,11644
InvertEBase Marine Invertebrates of California,Ocinebrina gracillima,Dean Pentcheff,pentcheff@gmail.com ,graceful rocksnail,Inventory,MURICIDAE,"(Stearns, 1871)",,11645
InvertEBase Marine Invertebrates of California,Ocinebrina interfossa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter, 1864)",,11648
InvertEBase Marine Invertebrates of California,Ocinebrina lurida,Dean Pentcheff,pentcheff@gmail.com ,lurid rocksnail,Inventory,MURICIDAE,"(Middendorff, 1848)",,11649
InvertEBase Marine Invertebrates of California,Ocinebrina squamulifera,Dean Pentcheff,pentcheff@gmail.com ,scaly rocksnail,Inventory,MURICIDAE,"(Carpenter, 1869)",,11652
InvertEBase Marine Invertebrates of California,Ocinebrina tracheia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,11653
InvertEBase Marine Invertebrates of California,Paciocinebrina atropurpurea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter, 1865)",,232434
InvertEBase Marine Invertebrates of California,Paciocinebrina barbarensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gabb, 1865)",,275496
InvertEBase Marine Invertebrates of California,Paciocinebrina circumtexta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Stearns, 1871)",,179365
InvertEBase Marine Invertebrates of California,Paciocinebrina foveolata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hinds, 1844)",,161287
