Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
ANATOMIDAE,"Anatoma crispata","(Fleming, 1828)","crispate scissurelle",,11998
ANATOMIDAE,"Anatoma lyra","(S. S. Berry, 1947)","lyre scissurelle",,11336
ANCINIDAE,"Ancinus seticomvus","Trask, 1971",,,58284
ANCINIDAE,"Bathycopea daltonae","(Menzies and J. L. Barnard, 1959)",,,58294
ANCORABOLIDAE,"Laophontodes hedgpethi","Lang, 1965",,,52007
ANCORINIDAE,"Papyrula saccharis","de Laubenfels, 1930",,,102347
ANCORINIDAE,"Penares cortius","de Laubenfels, 1930",,,102328
ANCORINIDAE,"Penares saccharis","(de Laubenfels, 1930)",,,167633
ANCORINIDAE,"Stelletta clarella","de Laubenfels, 1930",,,102340
ANCORINIDAE,"Stelletta estrella","de Laubenfels, 1930",,,163007
ANCYLIDAE,"Ferrissia californica","(Rowell, 1863)",,,133505
ANCYLIDAE,"Ferrissia fragilis","(Tryon, 1863)","fragile ancylid",,6933
ANCYLIDAE,"Ferrissia rivularis","(Say, 1817)","creeping ancylid",,6935
ANCYLODISCOIDIDAE,"Unilatus anoculus","(Price, 1968) Suriano, 1985",,,247395
ANCYLOSTOMATIDAE,"Ancylostoma caninum","(Ercolani, 1859) Hall, 1913",,,236443
ANCYLOSTOMATIDAE,"Bunostomum trigonocephalum","(Rudolphi, 1808)",,,125393
ANCYLOSTOMATIDAE,"Uncinaria stenocephala","(Railliet, 1884)",,,169906
ANGARIIDAE,"Angaria delphinus","(Linnaeus, 1758)",,,119026
ANISAKIDAE,"Anisakis dussumierii","(Brenden, 1870)",,,236569
ANISAKIDAE,"Anisakis simplex","(Rudolphi, 1809)",,,123852
ANISAKIDAE,"Anisakis typica","(Diesing, 1860) Baylis, 1920",,,236575
ANISAKIDAE,"Contracaecum ogmorhini","Johnston & Mawson, 1941",,,244983
ANISAKIDAE,"Contracaecum osculatum",,,,94624
ANISAKIDAE,"Contracaecum spiculigerum",,,,94639
ANISAKIDAE,"Phocanema decipiens",,,,94623
ANISAKIDAE,"Thynnascaris adunca",,,,94647
ANISOGAMMARIDAE,"Anisogammarus confervicolus",,,,58975
ANISOGAMMARIDAE,"Anisogammarus pugettensis","(Dana, 1853)",,,58972
ANISOGAMMARIDAE,"Eogammarus confervicolus","(Stimpson, 1856)",,,50425
ANISOGAMMARIDAE,"Ramellogammarus californicus","Bousfield and Morino, 1992",,,50429
ANISOGAMMARIDAE,"Ramellogammarus ramellus","(Weckel, 1907)",,,59139
ANOMIIDAE,"Anomia ephippium","Linnaeus, 1758",,,15849
ANOMIIDAE,"Anomia peruviana","d'Orbigny, 1846","Peruvian jingle",,15850
ANOMIIDAE,"Anomia simplex","D'Orbigny, 1842","common jingle",,15847
ANOMIIDAE,"Monia nobilis","(Reeve, 1859)",,,120846
ANOMIIDAE,"Pododesmus foliatus","(Broderip, 1834)",,,141530
ANOMIIDAE,"Pododesmus macrochisma","(Deshayes, 1839)",,,15842
ANOMIIDAE,"Pododesmus pernoides","(J. E. Gray, 1853)",,,15845
ANOMIIDAE,"Tedinia pernoides","Gray, 1853",,,223107
ANTEDONIDAE,"Florometra asperrima","(A. H. Clark, 1907)",,,27033
ANTEDONIDAE,"Florometra serratissima","(A. H. Clark, 1907)",,,27031
ANTEDONIDAE,"Promachocrinus kerguelensis","Carpenter, 1879",,,183788
ANTEDONIDAE,"Psathyrometra fragilis","A. H. Clark, 1908",,,27042
ANTEDONIDAE,"Retiometra alascana","A. H. Clark, 1936",,,27044
ANTEDONIDAE,"Thaumatometra brevicirra","(AH Clark, 1908)",,,239304
ANTHESSIIDAE,"Anthessius fitchi","Illg, 1960",,,51577
ANTHESSIIDAE,"Anthessius lighti","Illg, 1960",,,51581
ANTHESSIIDAE,"Anthessius navanacis","(C. B. Wilson, 1935)",,,51582
ANTHESSIIDAE,"Anthessius nortoni","Illg, 1960",,,51583
ANTHESSIIDAE,"Anthessius obtusispina","Ho, 1983",,,51584
ANTHOPTILIDAE,"Anthoptilum grandiflorum","(Verrill, 1879)",,,31686
ANTHOPTILIDAE,"Anthoptilum inermis","(Thomson & Henderson, 1906)",,,237097
ANTHOPTILIDAE,"Anthoptilum lithophilum","Williams & Alderslade, 2011",,,237098
ANTHOTHELIDAE,"Anthothela pacifica","(Kükenthal, 1913)",,,237111
ANTHOTHELIDAE,"Anthothela tropicalis","Bayer, 1961",,,31507
ANTHURIDAE,"Cyathura munda","Menzies, 1951",,,47261
ANTHURIDAE,"Haliophasma geminata","Menzies and J. L. Barnard, 1959",,,58171
ANTHURIDAE,"Mesanthura occidentalis","Menzies and J. L. Barnard, 1959",,,58161
ANTIPATHIDAE,"Antipathes dendrochristos","Opresko, 2005",,,116066
ANTIPATHIDAE,"Bathypathes patula","Brook, 1889",,,28191
ANUROPIDAE,"Anuropus antarcticus","Hale, 1952",,,47547
AORIDAE,"Aoroides columbiae","A. O. Walker, 1898",,,58753
AORIDAE,"Aoroides inermis","Conlan and Bousfield, 1982",,,58757
AORIDAE,"Grandidierella japonica","Stephensen, 1938",,,58900
AORIDAE,"Microdeutopus schmitti","Shoemaker, 1942",,,58783
APATAIDAE,"Apata pricei","(MacFarland, 1966)",,,147998
APHROCALLISTIDAE,"Aphrocallistes vastus","Schulze, 1887",,,103323
APHROCALLISTIDAE,"Heterochone calyx","(Schulze, 1886)",,,146430
APHRODITIDAE,"Aphrodita aculeata","Linnaeus, 1761",,,84369
APHRODITIDAE,"Aphrodita armifera","Moore, 1910",,,84370
APHRODITIDAE,"Aphrodita brevitentaculata","Essenberg, 1917",,,84371
APHRODITIDAE,"Aphrodita castanea","Moore, 1910",,,84372
APHRODITIDAE,"Aphrodita defendens","Chamberlin, 1919",,,84375
APHRODITIDAE,"Aphrodita falcifera","Hartmann, 1939",,,84373
APHRODITIDAE,"Aphrodita japonica","Marenzeller, 1879",,,84365
APHRODITIDAE,"Aphrodita longipalpa","Essenberg, 1917",,,124040
APHRODITIDAE,"Aphrodita negligens","Moore, 1905",,,84366
APHRODITIDAE,"Aphrodita parva","Moore, 1905",,,84367
APHRODITIDAE,"Aphrodita refulgida","Moore, 1910",,,84374
APHRODITIDAE,"Laetmonice pellucida","Moore, 1903",,,84379
APLUSTRIDAE,"Parvaplustrum tenerum","Powell, 1951",,,162318
APLYSIIDAE,"Aplysia californica","J. G. Cooper, 1863","California seahare",,14810
APLYSIIDAE,"Aplysia punctata",,,,14814
APLYSIIDAE,"Aplysia rehderi","Eales, 1960",,,237461
APLYSIIDAE,"Aplysia reticulopoda","Beeman, 1960","net-foot seahare",,14822
APLYSIIDAE,"Aplysia vaccaria","Winkler, 1955","California black seahare",,14819
APLYSIIDAE,"Phyllaplysia taylori","Dall, 1900","zebra leafslug",,14804
APLYSINIDAE,"Aiolochroia thiona","(de Laubenfels, 1930)",,,115722
APLYSINIDAE,"Verongia thiona",,,,101995
APOCREADIIDAE,"Choanodera caulolatili","Manter, 1940",,,243132
APOLEMIIDAE,"Apolemia lanosa","Siebert, Pugh, Haddock & Dunn, 2013",,,166526
APOLEMIIDAE,"Apolemia rubriversa","Siebert, Pugh, Haddock & Dunn, 2013",,,172820
APOLEMIIDAE,"Apolemia uvaria","(Leseuer, 1815)",,,34749
APSEUDIDAE,"Carpoapseudes caraspinosus","Dojiri and Sieg, 1997",,,65612
APSEUDIDAE,"Leviapseudes wolffi","(Lang, 1968)",,,66906
ARACHNIDIIDAE,"Arachnidium hippothoides","Hincks, 1862",,,112876
ARACHNIDIIDAE,"Cryptoarachnidium argilla","(Banta, 1967)",,,131210
ARBACIIDAE,"Arbacia incisa","(Blainville and Gmelin)",,,26943
ARBACIIDAE,"Arbacia lixula",,,,26942
ARBACIIDAE,"Arbacia stellata","Gmelin, 1872",,,26944
ARCHAEOBALANIDAE,"Armatobalanus nefrens","(Zullo, 1963)",,,75472
ARCHAEOBALANIDAE,"Chirona evermanni","(Pilsbry, 1907)",,,74545
ARCHAEOBALANIDAE,"Conopea galeata","(Linnaeus, 1771)",,,75468
ARCHAEOBALANIDAE,"Hesperibalanus hesperius","(Pilsbry, 1916)",,,74562
ARCHAEOBALANIDAE,"Hesperibalanus hesperius laevidomus","(Pilsbry, 1916)",,,79661
ARCHAEOBALANIDAE,"Membranobalanus orcutti","(Pilsbry, 1907)",,,75461
ARCHAEOBALANIDAE,"Semibalanus cariosus","(Pallas, 1788)","thatched barnacle",,75471
ARCHAEOBALANIDAE,"Solidobalanus engbergi","(Pilsbry, 1921)",,,74548
ARCHIDORIDIDAE,"Archidoris montereyensis","(J. G. Cooper, 1863)","Monterey sea-lemon",,14924
ARCHIDORIDIDAE,"Archidoris odhneri","(MacFarland, 1966)","white night doris",,14926
ARCHITECTONICIDAE,"Architectonica nobilis","Roding, 1798","common sundial",,4419
ARCHITECTONICIDAE,"Heliacus areola","(Gmelin, 1791)",,,134619
ARCHITECTONICIDAE,"Heliacus areola bicanaliculatus","(Valenciennes, 1832)",,,254626
ARCHITECTONICIDAE,"Heliacus bicanaliculatus","(Valenciennes, 1832)",,,4434
ARCHITECTONICIDAE,"Pseudotorinia panamensis","(Bartsch, 1918)",,,141942
ARCIDAE,"Acar bailyi","Bartsch, 1931","miniature ark",,11318
ARCIDAE,"Acar gradata","(Broderip & G. B. Sowerby I, 1829)",,,115525
ARCIDAE,"Anadara adamsi","Olsson, 1961",,,115930
ARCIDAE,"Anadara brasiliana","(Lamarck, 1819)","incongruous ark",,15528
ARCIDAE,"Anadara emarginata","(G. B. Sowerby I, 1833)",,,115937
ARCIDAE,"Anadara globosa","(Reeve, 1844)",,,115934
ARCIDAE,"Anadara multicostata","(G. B. Sowerby I, 1833)","many-ribbed ark",,15540
ARCIDAE,"Anadara nux","(Sowerby, 1833)",,,15539
ARCIDAE,"Anadara perlabiata","(Grant & Gale, 1931)",,,115942
ARCIDAE,"Anadara transversa","(Say, 1822)","transverse ark",,15522
ARCIDAE,"Anadara troscheli","(Dunker, 1882)",,,123703
ARCIDAE,"Anadara tuberculosa","(G. B. Sowerby I, 1833)","pustulose ark",,11335
ARCIDAE,"Arca pernoides","Carpenter, 1857",,,151545
ARCIDAE,"Arca reticulata","Gmelin, 1791",,,10971
ARCIDAE,"Barbatia reeveana","(d'Orbigny, 1846)","low-rib ark",,11362
ARCIDAE,"Bathyarca corpulenta","(E. A. Smith, 1885)",,,116577
ARCIDAE,"Bathyarca orbiculata","(Dall, 1881)",,,15517
ARCIDAE,"Larkinia grandis","(Broderip & G. B. Sowerby I, 1829)",,,120419
ARCIDAE,"Larkinia multicostata","(G. B. Sowerby I, 1833)",,,124154
ARCIDAE,"Lunarca ovalis","(Bruguière, 1789)",,,15525
ARCIDAE,"Tetrarca boucardi","(Jousseaume, 1894)",,,275785
ARCTICIDAE,"Arctica islandica","(Linnaeus, 1767)","ocean quahog",,20869
ARCTURIDAE,"Idarcturus hedgpethi","Menzies, 1951",,,58429
ARCTURIDAE,"Neastacilla californica","(Boone, 1918)",,,58430
ARCTURIDAE,"Neastacilla diomedeae","(Benedict, 1898)",,,57903
ARENEIDAE,"Arene adusta","J. H. McLean, 1970",,,12335
ARENEIDAE,"Arene carinata","Carpenter, 1857",,,12342
ARENEIDAE,"Arene fricki","Crosse, 1865",,,12340
ARENEIDAE,"Arene lurida","(Dall, 1913)",,,160512
ARENEIDAE,"Arene olivacea","(Dall, 1918)",,,124249
ARENICOLIDAE,"Abarenicola claparedi","(Levinsen, 1884)",,,86752
ARENICOLIDAE,"Abarenicola claparedi oceanica","(Healy & Wells, 1959)",,,233737
ARENICOLIDAE,"Abarenicola pacifica","Healy & Wells, 1959",,,86753
ARENICOLIDAE,"Arenicola cristata",Stimpson,,,86757
ARENICOLIDAE,"Arenicola marina","(Linnaeus, 1758)",,,86760
ARENICOLIDAE,"Branchiomaldane simplex","(Berkley and Berkley, 1932)",,,86762
ARGESTIDAE,"Eurycletodes ephippiger","Por, 1964",,,56422
ARGISSIDAE,"Argissa hamatipes","(Norman, 1869)",,,58799
ARGONAUTIDAE,"Argonauta argo","Linnaeus, 1758","greater argonaut",,23869
ARGONAUTIDAE,"Argonauta cornuta","Conrad, 1854",,,23323
ARGONAUTIDAE,"Argonauta hians","Lightfoot, 1786","winged argonaut",,23868
ARGONAUTIDAE,"Argonauta nouryi","Lorois, 1852",,,23145
ARGONAUTIDAE,"Argonauta pacifica","Dall, 1871",,,23586
ARGULIDAE,"Argulus borealis","C. B. Wilson, 1912","blackstriped fishlouse",,37197
ARGULIDAE,"Argulus melanostictus","C. B. Wilson, 1935","blackspeckled fishlouse",,36865
ARGULIDAE,"Argulus pugettensis","Dana, 1853","Puget fishlouse",,37195
ARGULIDAE,"Argulus trilineatus","Wilson C.B., 1904",,,178379
ARIETELLIDAE,"Arietellus giesbrechti","G. O. Sars, 1905",,,55136
ARIETELLIDAE,"Arietellus simplex","G. O. Sars, 1905",,,55135
ARIONIDAE,"Anadenulus cockerelli","(Hemphill, 1890)","American keeled slug",,7292
ARIONIDAE,"Ariolimax californicus","J. G. Cooper, 1872",,,7303
ARIONIDAE,"Ariolimax californicus brachyphallus","Mead, 1943",,,185324
ARIONIDAE,"Ariolimax columbianus","(Gould, 1851)",,,7304
ARIONIDAE,"Ariolimax columbianus columbianus",,,,116217
ARIONIDAE,"Ariolimax dolichophallus","Mead, 1943",,,7305
ARIONIDAE,"Arion ater","(Linnaeus, 1758)","black arion",,7293
ARIONIDAE,"Arion circumscriptus","Johnston, 1828","brown-banded arion",,7294
ARIONIDAE,"Arion distinctus","Mabille, 1868","darkface arion",,7295
ARIONIDAE,"Arion hortensis","Ferussac, 1819","garden arion",,7297
ARIONIDAE,"Arion intermedius","(Normand, 1852)","hedgehog arion",,7298
ARIONIDAE,"Arion rufus","(Linnaeus, 1758)","chocolate arion",,7300
ARIONIDAE,"Arion silvaticus","Lohmander, 1937","forest arion",,2821
ARIONIDAE,"Arion subfuscus","(Draparnaud, 1805)","dusky arion",,7301
ARIONIDAE,"Binneya guadalupensis","Pilsbry, 1927",,,7306
ARIONIDAE,"Binneya notabilis","J. G. Cooper, 1863",,,7307
ARIONIDAE,"Hesperarion hemphilli","(W. G. Binney, 1875)",,,7315
ARIONIDAE,"Hesperarion niger","(J. G. Cooper, 1872)",,,7316
ARIONIDAE,"Prophysaon andersoni","(J. G. Cooper, 1872)","reticulate taildropper",,7318
ARIONIDAE,"Prophysaon andersonii","(J. G. Cooper, 1872)",,,252426
ARIONIDAE,"Prophysaon dubium","Cockerell, 1890","papillose taildropper",,7321
ARIONIDAE,"Prophysaon foliolatum","(Gould, 1851)","yellow-bordered taildropper",,7323
ARMADILLIDAE,"Armadillo affinis","(Dana, 1853)",,,71313
ARMADILLIDAE,"Cubaris benitensis","Mulaik, 1960",,,71759
ARMADILLIDAE,"Cubaris californica","(Budde-Lund, 1885)",,,75523
ARMADILLIDAE,"Venezillo arizonicus","(S. Mulaik and D. Mulaik, 1942)",,,74244
ARMADILLIDAE,"Venezillo microphthalmus","(Arcangeli, 1932)",,,74295
ARMADILLIDIIDAE,"Armadillidium nasatum","Budde-Lund, 1885",,,71226
ARMADILLIDIIDAE,"Armadillidium vulgare","(Latreille, 1804)",pillbug,,75510
ARMADILLIDIIDAE,"Eluma caelata","(Miers, 1877)",,,71964
ARMAUERIIDAE,"Proarmaueria pellucida","Coe, 1926",,,167959
ARMINIDAE,"Armina californica","(J. G. Cooper, 1863)","California armina",,15167
ARMINIDAE,"Armina cordellensis","Gosliner and Behrens, 1996",,,11346
ARTEMIIDAE,"Artemia franciscana","Kellogg, 1906","San Francisco brine shrimp",,39640
ARTEMIIDAE,"Artemia monica","Verrill, 1869","Mono brine shrimp",,38265
ARTEMIIDAE,"Artemia salina","(Linnaeus, 1758)",,,39639
ARTOTROGIDAE,"Artotrogus orbicularis","Boeck, 1859",,,46519
ASCARIDIDAE,"Pseudoterranova decipiens","(Krabbe, 1878) Gibson, 1983",,,237930
ASCARIDIIDAE,"Ascaridia galli",,,,94661
ASCIDICOLIDAE,"Ascidicola rosea","Thorell, 1859",,,51412
ASCIDICOLIDAE,"Botryllophilus abbotti","Ooishi and Illg, 1989",,,51413
ASCIDIIDAE,"Ascidia ceratodes","(Huntsman, 1912)",,,100260
ASCIDIIDAE,"Ascidia clementea","Ritter, 1907",,,100289
ASCIDIIDAE,"Ascidia paratropa","(Huntsman, 1912)",,,100262
ASCIDIIDAE,"Ascidia vermiformis","(Ritter, 1913)",,,100266
ASCIDIIDAE,"Ascidia zara","Oka, 1935",,,116252
"ASCORHYNCHOIDEA INCERTAE SEDIS","Decachela discata","Hilton, 1939",,,246928
ASCOTHORACIDAE,"Ascothorax octopterus","Grygier, 1983",,,38534
ASCOTHORACIDAE,"Parascothorax synagogoides","Wagin, 1964",,,38535
ASELLIDAE,"Asellus hilgendorfii","Bovallius, 1886",,,70451
ASELLIDAE,"Caecidotea communis","(Say, 1818)",,,64561
ASELLIDAE,"Caecidotea occidentalis","(W. D. Williams, 1970)",,,67094
ASELLIDAE,"Caecidotea racovitzai","(W. D. Williams, 1970)",,,67041
ASELLIDAE,"Caecidotea sequoiae","Bowman, 1975",,,67107
ASELLIDAE,"Caecidotea tomalensis","(Harford, 1877)",,,67050
ASELLIDAE,"Calasellus californicus","(M. A. Miller, 1933)",,,67120
ASELLIDAE,"Calasellus longus","Bowman, 1981",,,67119
ASSIMINEIDAE,"Angustassiminea californica","(Tryon, 1865)",,,114610
ASSIMINEIDAE,"Angustassiminea infima","(S. S. Berry, 1947)",,,114612
ASSIMINEIDAE,"Assiminea californica","(Tryon, 1865)","California assiminea",,4271
ASSIMINEIDAE,"Assiminea infima","S. S. Berry, 1947","badwater snail",,4279
ASSIMINEIDAE,"Assiminea succinea","(Pfeiffer, 1840)","Atlantic assiminea",,4275
ASSIMINEIDAE,"Assiminea translucens","(Carpenter, 1864)",,,4273
ASTACIDAE,"Pacifastacus fortis","(Faxon, 1914)","Shasta crayfish",,80048
ASTACIDAE,"Pacifastacus leniusculus","(Dana, 1852)","signal crayfish",,80046
ASTACIDAE,"Pacifastacus leniusculus klamathensis","(Stimpson, 1857)",,,80692
ASTACIDAE,"Pacifastacus leniusculus leniusculus","(Dana, 1852)",,,80691
ASTACIDAE,"Pacifastacus leniusculus trowbridgii","(Stimpson, 1857)",,,80693
ASTACIDAE,"Pacifastacus nigrescens","(Stimpson, 1857)","sooty crayfish",,80050
ASTARTIDAE,"Astarte compacta","Carpenter, 1864","compact astarte",,20447
ASTARTIDAE,"Astarte montagui","(Dillwyn, 1817)","narrow-hinge astarte",,20480
ASTERIIDAE,"Ampheraster chiroplus","Fisher, 1928",,,25541
ASTERIIDAE,"Ampheraster marianus","(Lugwig, 1905)",,,25542
ASTERIIDAE,"Anteliaster coscinactis","Fisher, 1928",,,25527
ASTERIIDAE,"Anteliaster microgenys",,,,25526
ASTERIIDAE,"Astrometis californica","(Verrill, 1914)",,,25520
ASTERIIDAE,"Astrometis sertulifera","(Xantus, 1860)",,,25519
ASTERIIDAE,"Coronaster marchenus","Ziesenhenne, 1942",,,117943
ASTERIIDAE,"Diplasterias brandti","(Bell, 1881)",,,118753
ASTERIIDAE,"Evasterias troschelii","(Stimpson, 1862)",,,25493
ASTERIIDAE,"Leptasterias aequalis","(Stimpson, 1862)",,,25503
ASTERIIDAE,"Leptasterias alaskensis","(Verrill, 1909)",,,25494
ASTERIIDAE,"Leptasterias hexactis","(Stimpson, 1862)",,,25502
ASTERIIDAE,"Leptasterias pusilla","(Fisher, 1930)",,,25512
ASTERIIDAE,"Orthasterias koehleri","(de Loriol, 1897)",,,25523
ASTERIIDAE,"Pisaster brevispinus","(Stimpson, 1857)",,,25514
ASTERIIDAE,"Pisaster giganteus","(Stimpson, 1857)",,,25516
ASTERIIDAE,"Pisaster giganteus capitatus",(Stimspon),,,26020
ASTERIIDAE,"Pisaster giganteus giganteus","(Stimpson, 1857)",,,26019
ASTERIIDAE,"Pisaster ochraceus","(Brandt, 1835)",,,25515
ASTERIIDAE,"Pisaster ochraceus ochraceus","(Brandt, 1835)",,,26017
ASTERIIDAE,"Pycnopodia helianthoides","(Brandt, 1835)",,,25525
ASTERIIDAE,"Rathbunaster californicus","Fisher, 1906",,,25540
ASTERIIDAE,"Sclerasterias heteropaes","Fisher, 1924",,,25534
ASTERIIDAE,"Stylasterias forreri","(de Loriol, 1887)",,,25524
ASTERINIDAE,"Asterina miniata","(Brandt, 1835)",,,25964
ASTERINIDAE,"Patiria miniata","(Brandt, 1835)",,,25972
ASTERODISCIDIDAE,"Amphiaster insignis","Verrill, 1868",,,115848
ASTERONYCHIDAE,"Asteronyx longifissus","Döderlein, 1927",,,26033
ASTERONYCHIDAE,"Asteronyx loveni","Müller and Troschel, 1842",,,26030
ASTEROSCHEMATIDAE,"Asteroschema sublaeve","Lütken and Mortensen, 1899",,,26035
ASTROPECTINIDAE,"Astropecten armatus","Gray, 1840",,,25398
ASTROPECTINIDAE,"Astropecten armatus erinaceus","Gray, 1840",,,153512
ASTROPECTINIDAE,"Astropecten brasiliensis","Müller & Troschel, 1842",,,116365
ASTROPECTINIDAE,"Astropecten brasiliensis peruvianus","Verrill, 1867",,,166529
ASTROPECTINIDAE,"Astropecten ornatissimus","Fisher, 1906",,,25399
ASTROPECTINIDAE,"Astropecten regalis","Gray, 1840",,,116384
ASTROPECTINIDAE,"Astropecten verrilli","de Loriol, 1899",,,25395
ASTROPECTINIDAE,"Bunodaster ritteri","Verrill, 1909",,,125388
ASTROPECTINIDAE,"Dipsacaster anoplus","Fisher, 1910",,,25371
ASTROPECTINIDAE,"Dipsacaster eximius","Fisher, 1905",,,25374
ASTROPECTINIDAE,"Dytaster gilberti","Fisher, 1905",,,25403
ASTROPECTINIDAE,"Leptychaster anomalus","Fisher, 1906",,,25375
ASTROPECTINIDAE,"Leptychaster inermis","(Ludwig, 1905)",,,25377
ASTROPECTINIDAE,"Leptychaster pacificus","Fisher, 1906",,,25378
ASTROPECTINIDAE,"Psilaster pectinatus","(Fisher, 1905)",,,25380
ASTROPECTINIDAE,"Thrissacanthias penicillatus","(Fisher, 1905)",,,25407
ATLANTIDAE,"Atlanta californiensis","Seapy & Richter, 1993",,,2826
ATLANTIDAE,"Atlanta peronii","Lesueur, 1817",,,5665
ATOLLIDAE,"Atolla parva","Russell, 1958",,,28072
ATOLLIDAE,"Atolla vanhoeffeni","Russell, 1957",,,28073
ATOLLIDAE,"Atolla wyvillei","Haeckel, 1880",,,28067
ATYIDAE,"Syncaris pacifica","(Holmes, 1895)","California freshwater shrimp",,36005
ATYIDAE,"Syncaris pasadenae","(Kingsley, 1896)","Pasadena freshwater shrimp",,36006
ATYLIDAE,"Atylus levidensus","J. L. Barnard",,,58809
ATYLIDAE,"Atylus tridens","(Alderman, 1936)",,,58802
AUGAPTILIDAE,"Euaugaptilus gibbus","(Wolfenden, 1904)",,,46361
AUSTROSIPHONIDAE,"Kelletia kelletii","(Forbes, 1852)",,,13186
AUSTROSIPHONIDAE,"Kelletia lischkei","Kuroda, 1938",,,120374
AXIIDAE,"Calocarides quinqueseriatus","(M. J. Rathbun, 1902)",,,70754
AXIIDAE,"Leonardsaxius spinulicauda","(Rathbun, 1902)",,,238925
AXINIDAE,"Heteraxine argentea",,,,107185
AZYGIIDAE,"Otodistomum veliporum",,,,109002
BABAKINIDAE,"Babakina festiva","(Roller, 1972)","single-stalk aeolis",,15295
BALANIDAE,"Amphibalanus amphitrite","(Darwin, 1854)",,,115851
BALANIDAE,"Amphibalanus eburneus","(Gould, 1841)",,,115852
BALANIDAE,"Amphibalanus improvisus","(Darwin, 1854)",,,115853
BALANIDAE,"Amphibalanus subalbidus","(Henry, 1973)",,,115856
BALANIDAE,"Arossia panamensis","(Rogers, 1948)",,,116243
BALANIDAE,"Balanus amphitrite","Darwin, 1854",,,75428
BALANIDAE,"Balanus amphitrite amphitrite",,,,79699
BALANIDAE,"Balanus aquila","Pilsbry, 1907",,,75450
BALANIDAE,"Balanus concavus",,,,77472
BALANIDAE,"Balanus crenatus","Bruguière, 1789",,,75420
BALANIDAE,"Balanus crenatus delicatus","Pilsbry, 1916",,,79664
BALANIDAE,"Balanus flos",,,,75441
BALANIDAE,"Balanus galeatus",,,,75432
BALANIDAE,"Balanus glandula","Darwin, 1854",,,75423
BALANIDAE,"Balanus improvisus","Darwin, 1854",,,75430
BALANIDAE,"Balanus laevis","Bruguiere, 1789",,,75445
BALANIDAE,"Balanus laevis nitidus","Darwin, 1854",,,79703
BALANIDAE,"Balanus nubilis",,,,75426
BALANIDAE,"Balanus nubilus","Darwin, 1854",,,74551
BALANIDAE,"Balanus pacificus",,,,75433
BALANIDAE,"Balanus poecilus","Darwin, 1854",,,116512
BALANIDAE,"Balanus regalis","Pilsbry, 1916",,,75449
BALANIDAE,"Balanus spongicola","Brown, 1827",,,70410
BALANIDAE,"Balanus tintinnabulum",,,,75434
BALANIDAE,"Balanus trigonus","Darwin, 1854",,,75435
BALANIDAE,"Concavus concavus","(Bronn, 1831)",,,179031
BALANIDAE,"Megabalanus californicus","(Pilsbry, 1916)",,,75456
BALANIDAE,"Megabalanus coccopoma","(Darwin, 1854)",,,74553
BALANIDAE,"Megabalanus tintinnabulum","(Linnaeus, 1758)",,,70412
BALANIDAE,"Menesiniella aquila","(Pilsbry, 1916)",,,74556
BALANIDAE,"Menesiniella regalis","(Pilsbry, 1916)",,,74557
BALANIDAE,"Notomegabalanus campbelli","(Filhol, 1885)",,,116508
BALANIDAE,"Paraconcavus pacificus","(Pilsbry, 1916)",,,74558
BARENTSIIDAE,"Barentsia benedeni","(Foettinger, 1887)",,,116548
BARENTSIIDAE,"Barentsia discreta","(Busk, 1886)",,,116549
BARENTSIIDAE,"Barentsia parva","(O'Donoghue and O'Donoghue, 1923)",,,116551
BARENTSIIDAE,"Barentsia ramosa","(Robertson, 1900)",,,116552
BARLEEIIDAE,"Barleeia acuta",,,,5928
BARLEEIIDAE,"Barleeia alderi","(Carpenter, 1857)",,,5929
BARLEEIIDAE,"Barleeia bentleyi","Bartsch, 1920",,,5930
BARLEEIIDAE,"Barleeia bifasciata","(Carpenter, 1856)",,,158396
BARLEEIIDAE,"Barleeia californica","Bartsch, 1920",,,5931
BARLEEIIDAE,"Barleeia carpenteri","Bartsch, 1920",,,5932
BARLEEIIDAE,"Barleeia haliotiphila","Carpenter, 1864","abalone barleysnail",,5933
BARLEEIIDAE,"Barleeia oldroydi","Bartsch, 1920",,,5934
BARLEEIIDAE,"Barleeia orcutti","Bartsch, 1920",,,124822
BARLEEIIDAE,"Barleeia paupercula","(C. B. Adams, 1852)",,,116553
BARLEEIIDAE,"Barleeia subtenuis","Carpenter, 1864","fragile barleysnail",,5936
BARLEEIIDAE,"Lirobarleeia albolirata","(Carpenter, 1864)",,,210922
BARLEEIIDAE,"Lirobarleeia kelseyi","(Dall & Bartsch, 1902)",,,5940
BARLEEIIDAE,"Lirobarleeia lirata","(Carpenter, 1857)",,,120488
BARLEEIIDAE,"Pseudodiala acuta","(Carpenter, 1864)","acute barleysnail",,3266
BASTEROTIIDAE,"Saxicavella nybakkeni","P. Scott, 1994","truncate saxicave",,18902
BASTEROTIIDAE,"Saxicavella pacifica","Dall, 1916",,,21196
BATEIDAE,"Batea lobata","Shoemaker, 1926",,,50465
BATEIDAE,"Batea transversa","Shoemaker, 1926",,,58814
BATHYCRINIDAE,"Bathycrinus complanatus","AH Clark, 1907",,,173252
BATHYCRINIDAE,"Bathycrinus equatorialis","AH Clark, 1908",,,239262
BATHYPHELLIIDAE,"Bathyphellia australis","Dunn, 1983",,,35290
BATHYSPINULIDAE,"Bathyspinula calcar","(Dall, 1908)",,,255816
BATHYTEUTHIDAE,"Bathyteuthis berryi","Roper, 1968",,,23210
