Project Requested	scientific_name	Point of Contact for Submission	Email	Common Name	Survey Type	Source
CCLME FishCard	Harriotta raleighana	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hemanthias signifer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hemilepidotus hemilepidotus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hemilepidotus spinosus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hemiramphus saltator	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hemitripterus bolini	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Heteroconger digueti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Heterodontus francisci	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Heterodontus mexicanus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Heteropriacanthus carolinus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Heterostichus rostratus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hexagrammos decagrammus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hexagrammos lagocephalus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hexagrammos octogrammus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hexagrammos stelleri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hexanchus griseus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Himantolophus nigricornis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Himantolophus sagamius	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hippocampus ingens	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hippoglossina stomata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hippoglossina tetrophthalma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hippoglossoides elassodon	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hippoglossus stenolepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hirundichthys albimaculatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hirundichthys marginatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hirundichthys rondeletii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holacanthus clarionensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holacanthus passer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holcomycteronus profundissimus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holtbyrnia innesi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holtbyrnia laticauda	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Holtbyrnia latifrons	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Howella brodiei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Howella sherborni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hydrolagus colliei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hydrolagus melanophasma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hygophum atratum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hygophum proximum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hygophum reinhardtii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyocritichthys analis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypanus dipterurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyperprosopon argenteum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyperprosopon ellipticum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypomesus nipponensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypomesus pretiosus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypomesus transpacificus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyporhamphus naos	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyporhamphus rosae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyporthodus acanthistius	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hyporthodus niphobles	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypsagonus quadricornis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypsoblennius gentilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypsoblennius gilberti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypsoblennius jenkinsi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Hypsypops rubicundus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus borealis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus burchami	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus cavifrons	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus filamentosus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus fimbriatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus limbaughi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus oculatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus quadriseriatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelinus tenuis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icelus spiniger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ichthyococcus elongatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ichthyococcus irregularis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icichthys lockingtoni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Icosteus aenigmaticus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Idiacanthus antrostomus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Idiacanthus fasciola	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ilypnus gilberti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Iniistius pavo	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Isistius brasiliensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Isopsetta isolepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Istiompax indica	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Istiophorus platypterus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Isurus oxyrinchus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Isurus paucus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Johnrandallia nigrirostris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Jordania zonope	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kajikia audax	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kali falx	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kali indica	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kali kerberti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kali macrura	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kasatkia seigeli	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kathetostoma averruncus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Katsuwonus pelamis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kyphosus ocyurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kyphosus analogus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kyphosus azureus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Kyphosus vaigiensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Labrisomus multiporosus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Labrisomus wigginsi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Labrisomus xanti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lactoria diaphana	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lagocephalus lagocephalus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lamna ditropis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampadena urophaos	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus acanthurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus festivus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus jordani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus nobilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus parvicauda	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus steinbecki	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampanyctus tenuiformis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampetra ayresii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampris incognitus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lampris megalopsis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lamprogrammus niger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Larimus acclivis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leiocottus hirundo	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepidocybium flavobrunneum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepidogobius lepidus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepidopsetta bilineata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepidopsetta polyxystra	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepidopus fitchi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepophidium microlepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepophidium negropinna	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepophidium prorates	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lepophidium stigmatistium	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leptacanthichthys gracilispinis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leptagonus frenatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leptochilichtys agassizi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leptoclinus maculatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leptocottus armatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lestidiops pacificus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lestidiops phyranopsis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lestidiops ringens	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lestidium nudum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lethops connectens	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leuresthes tenuis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leuroglossus schmidti	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Leuroglossus stilbius	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Linophryne coronate	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Linophryne racemifera	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis adiastolus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis callyodon	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis dennyi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis florae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis fucensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis gibbus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis greeni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis mucosus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis pulchellus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Liparis rutteri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lipariscus nanus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lipolagus ochotensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lobianchia gemellarii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lobotes pacificus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lophiodes caulinaris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lophiodes spilurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lophotus capellei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Loweina rara	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lucania goodei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lucania parva	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lumpenella longirostris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lumpenopsis clitella	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lumpenopsis hypochroma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lumpenus sagitta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lutjanus argentiventris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lutjanus colorado	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lutjanus guttatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lutjanus novemfasciatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lutjanus peru	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Luvarus imperialis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys callista	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys camchatica	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys crotalinus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys jordani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys micropora	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys monstrosa	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycenchelys pearcyi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus dermatinus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus endemoscotus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus fierasfer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus mandibularis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus pachysoma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus parviceps	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodapus psarostomatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes beringi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes brevipes	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes cortezianus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes diapterus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes pacificus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lycodes palearis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lyconema barbatum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lyopsetta exilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lythrypnus dalli	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Lythrypnus zebra	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Macroparalepis johnfitchi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Macropinna microstoma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Macroramphosus gracilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Macroramphosus scolopax	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Magnisudis atlantica	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Makaira nigricans	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacocephalus laevis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacocottus kincaidi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacocottus zonurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacoctenus gigas	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacoctenus hubbsi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacoctenus zacae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Malacosteus niger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Mallotus catervarius	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Masturus lanceolatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Maulisia argipalla	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
