Project Request,Scientific Name,Point of Contact for Submission,Email,Common Name,Survey Type
NAS Species List,Hiodon alosoides,Ann Holmes,aholmes@ucdavis.edu ,Goldeye,Monitored
NAS Species List,Hiodon tergisus,Ann Holmes,aholmes@ucdavis.edu ,Mooneye,Monitored
NAS Species List,Ameiurus brunneus,Ann Holmes,aholmes@ucdavis.edu ,Snail Bullhead,Monitored
NAS Species List,Ameiurus catus,Ann Holmes,aholmes@ucdavis.edu ,White Catfish,Monitored
NAS Species List,Ameiurus melas,Ann Holmes,aholmes@ucdavis.edu ,Black Bullhead,Monitored
NAS Species List,Ameiurus natalis,Ann Holmes,aholmes@ucdavis.edu ,Yellow Bullhead,Monitored
NAS Species List,Ameiurus nebulosus,Ann Holmes,aholmes@ucdavis.edu ,Brown Bullhead,Monitored
NAS Species List,Ameiurus platycephalus,Ann Holmes,aholmes@ucdavis.edu ,Flat Bullhead,Monitored
NAS Species List,Ameiurus sp.,Ann Holmes,aholmes@ucdavis.edu ,bullhead catfish,Monitored
NAS Species List,Ictalurus furcatus,Ann Holmes,aholmes@ucdavis.edu ,Blue Catfish,Monitored
NAS Species List,Ictalurus pricei,Ann Holmes,aholmes@ucdavis.edu ,Yaqui Catfish,Monitored
NAS Species List,Ictalurus punctatus,Ann Holmes,aholmes@ucdavis.edu ,Channel Catfish,Monitored
NAS Species List,Noturus exilis,Ann Holmes,aholmes@ucdavis.edu ,Slender Madtom,Monitored
NAS Species List,Noturus flavus,Ann Holmes,aholmes@ucdavis.edu ,Stonecat,Monitored
NAS Species List,Noturus gilberti,Ann Holmes,aholmes@ucdavis.edu ,Orangefin Madtom,Monitored
NAS Species List,Noturus gyrinus,Ann Holmes,aholmes@ucdavis.edu ,Tadpole Madtom,Monitored
NAS Species List,Noturus insignis,Ann Holmes,aholmes@ucdavis.edu ,Margined Madtom,Monitored
NAS Species List,Noturus miurus,Ann Holmes,aholmes@ucdavis.edu ,Brindled Madtom,Monitored
NAS Species List,Noturus munitus,Ann Holmes,aholmes@ucdavis.edu ,Frecklebelly Madtom,Monitored
NAS Species List,Noturus nocturnus,Ann Holmes,aholmes@ucdavis.edu ,Freckled Madtom,Monitored
NAS Species List,Pylodictis olivaris,Ann Holmes,aholmes@ucdavis.edu ,Flathead Catfish,Monitored
NAS Species List,Kuhlia rupestris,Ann Holmes,aholmes@ucdavis.edu ,Rock flagtail,Monitored
NAS Species List,Girella simplicidens,Ann Holmes,aholmes@ucdavis.edu ,Gulf Opaleye,Monitored
NAS Species List,Halichoeres semicinctus,Ann Holmes,aholmes@ucdavis.edu ,Rock Wrasse,Monitored
NAS Species List,Tautoga onitis,Ann Holmes,aholmes@ucdavis.edu ,Tautog,Monitored
NAS Species List,Lamna ditropis,Ann Holmes,aholmes@ucdavis.edu ,salmon shark,Monitored
NAS Species List,Atractosteus spatula,Ann Holmes,aholmes@ucdavis.edu ,Alligator Gar,Monitored
NAS Species List,Lepisosteus oculatus,Ann Holmes,aholmes@ucdavis.edu ,Spotted Gar,Monitored
NAS Species List,Lepisosteus platostomus,Ann Holmes,aholmes@ucdavis.edu ,Shortnose Gar,Monitored
NAS Species List,Lepisosteus platyrhincus,Ann Holmes,aholmes@ucdavis.edu ,Florida Gar,Monitored
NAS Species List,Lepisosteus sp.,Ann Holmes,aholmes@ucdavis.edu ,gar,Monitored
NAS Species List,Lethrinus sp.,Ann Holmes,aholmes@ucdavis.edu ,emperor,Monitored
NAS Species List,Ancistrus cf. temminckii,Ann Holmes,aholmes@ucdavis.edu ,a bristlenosed catfish,Monitored
NAS Species List,Ancistrus sp.,Ann Holmes,aholmes@ucdavis.edu ,bristlenosed catfish,Monitored
NAS Species List,Farlowella vittata,Ann Holmes,aholmes@ucdavis.edu ,twig catfish,Monitored
NAS Species List,Glyptoperichthys gibbiceps,Ann Holmes,aholmes@ucdavis.edu ,leopard pleco,Monitored
NAS Species List,Hypostomus plecostomus,Ann Holmes,aholmes@ucdavis.edu ,Suckermouth Catfish,Monitored
NAS Species List,Hypostomus sp.,Ann Holmes,aholmes@ucdavis.edu ,suckermouth catfish,Monitored
NAS Species List,Hypostomus sp. (watwata group),Ann Holmes,aholmes@ucdavis.edu ,suckermouth catfish,Monitored
NAS Species List,Otocinclus sp.,Ann Holmes,aholmes@ucdavis.edu ,suckermouth catfish,Monitored
NAS Species List,Peckoltia sp.,Ann Holmes,aholmes@ucdavis.edu ,clown pleco,Monitored
NAS Species List,Pterygoplichthys anisitsi,Ann Holmes,aholmes@ucdavis.edu ,Paraná Sailfin Catfish,Monitored
NAS Species List,Pterygoplichthys disjunctivus,Ann Holmes,aholmes@ucdavis.edu ,Vermiculated Sailfin Catfish,Monitored
NAS Species List,Pterygoplichthys multiradiatus,Ann Holmes,aholmes@ucdavis.edu ,Orinoco Sailfin Catfish,Monitored
NAS Species List,Pterygoplichthys pardalis,Ann Holmes,aholmes@ucdavis.edu ,Amazon Sailfin Catfish,Monitored
NAS Species List,Pterygoplichthys sp.,Ann Holmes,aholmes@ucdavis.edu ,sailfin armored catfish,Monitored
NAS Species List,Lutjanus fulvus,Ann Holmes,aholmes@ucdavis.edu ,blacktail snapper,Monitored
NAS Species List,Lutjanus gibbus,Ann Holmes,aholmes@ucdavis.edu ,humpback snapper,Monitored
NAS Species List,Lutjanus guttatus,Ann Holmes,aholmes@ucdavis.edu ,Spotted Rose Snapper,Monitored
NAS Species List,Lutjanus kasmira,Ann Holmes,aholmes@ucdavis.edu ,bluestripe snapper,Monitored
NAS Species List,Lutjanus sebae,Ann Holmes,aholmes@ucdavis.edu ,emperor snapper,Monitored
NAS Species List,Macrognathus siamensis,Ann Holmes,aholmes@ucdavis.edu ,Spotfin Spiny Eel,Monitored
NAS Species List,Mastacembelus favus,Ann Holmes,aholmes@ucdavis.edu ,tire track eel,Monitored
NAS Species List,Megalops atlanticus,Ann Holmes,aholmes@ucdavis.edu ,Tarpon,Monitored
NAS Species List,Melanotaenia fluviatilis,Ann Holmes,aholmes@ucdavis.edu ,Australian rainbowfish,Monitored
NAS Species List,Melanotaenia nigrans,Ann Holmes,aholmes@ucdavis.edu ,black-banded rainbowfish,Monitored
NAS Species List,Synodontis ocellifer,Ann Holmes,aholmes@ucdavis.edu ,Ocellated Synodontis,Monitored
NAS Species List,Synodontis sp.,Ann Holmes,aholmes@ucdavis.edu ,squeaker,Monitored
NAS Species List,Monodactylus sebae,Ann Holmes,aholmes@ucdavis.edu ,African moony,Monitored
NAS Species List,Morone americana,Ann Holmes,aholmes@ucdavis.edu ,White Perch,Monitored
NAS Species List,Morone americana x mississippiensis,Ann Holmes,aholmes@ucdavis.edu ,White Perch x Yellow Bass,Monitored
NAS Species List,Morone americana x saxatilis,Ann Holmes,aholmes@ucdavis.edu ,White Perch x Striped Bass,Monitored
NAS Species List,Morone chrysops,Ann Holmes,aholmes@ucdavis.edu ,White Bass,Monitored
NAS Species List,Morone chrysops x americana,Ann Holmes,aholmes@ucdavis.edu ,White Bass x White Perch,Monitored
NAS Species List,Morone chrysops x mississippiensis,Ann Holmes,aholmes@ucdavis.edu ,White Bass x Yellow Bass,Monitored
NAS Species List,Morone chrysops x saxatilis,Ann Holmes,aholmes@ucdavis.edu ,wiper,Monitored
NAS Species List,Morone mississippiensis,Ann Holmes,aholmes@ucdavis.edu ,Yellow Bass,Monitored
NAS Species List,Morone mississippiensis x saxatilis,Ann Holmes,aholmes@ucdavis.edu ,Yellow Bass x Striped Bass,Monitored
NAS Species List,Morone saxatilis,Ann Holmes,aholmes@ucdavis.edu ,Striped Bass,Monitored
NAS Species List,Mugil sp.,Ann Holmes,aholmes@ucdavis.edu ,a mullet,Monitored
NAS Species List,Mugil cephalus,Ann Holmes,aholmes@ucdavis.edu ,Striped Mullet,Monitored
NAS Species List,Mugil curema,Ann Holmes,aholmes@ucdavis.edu ,White Mullet,Monitored
NAS Species List,Valamugil engeli,Ann Holmes,aholmes@ucdavis.edu ,kanda,Monitored
NAS Species List,Upeneus vittatus,Ann Holmes,aholmes@ucdavis.edu ,bandedtail goatfish,Monitored
NAS Species List,Gymnothorax sp.,Ann Holmes,aholmes@ucdavis.edu ,unidentified moray,Monitored
NAS Species List,Nematistius pectoralis,Ann Holmes,aholmes@ucdavis.edu ,Roosterfish,Monitored
NAS Species List,Chitala ornata,Ann Holmes,aholmes@ucdavis.edu ,Clown Knifefish,Monitored
NAS Species List,Oplegnathus fasciatus,Ann Holmes,aholmes@ucdavis.edu ,barred knifejaw,Monitored
NAS Species List,Hypomesus nipponensis,Ann Holmes,aholmes@ucdavis.edu ,wakasagi,Monitored
NAS Species List,Hypomesus transpacificus,Ann Holmes,aholmes@ucdavis.edu ,Delta Smelt,Monitored
NAS Species List,Osmerus mordax,Ann Holmes,aholmes@ucdavis.edu ,Rainbow Smelt,Monitored
NAS Species List,Plecoglossus altivelis,Ann Holmes,aholmes@ucdavis.edu ,ayu,Monitored
NAS Species List,Betta splendens,Ann Holmes,aholmes@ucdavis.edu ,Siamese fighting fish,Monitored
NAS Species List,Colisa lalia,Ann Holmes,aholmes@ucdavis.edu ,dwarf gourami,Monitored
NAS Species List,Macropodus opercularis,Ann Holmes,aholmes@ucdavis.edu ,paradise fish,Monitored
NAS Species List,Osphronemus goramy,Ann Holmes,aholmes@ucdavis.edu ,giant gourami,Monitored
NAS Species List,Trichogaster fasciata,Ann Holmes,aholmes@ucdavis.edu ,banded gourami,Monitored
NAS Species List,Trichogaster labiosa,Ann Holmes,aholmes@ucdavis.edu ,thicklipped gourami,Monitored
NAS Species List,Trichogaster trichopterus,Ann Holmes,aholmes@ucdavis.edu ,three-spot gourami,Monitored
NAS Species List,Trichopodus leerii,Ann Holmes,aholmes@ucdavis.edu ,pearl gourami,Monitored
NAS Species List,Trichopsis vittata,Ann Holmes,aholmes@ucdavis.edu ,Croaking Gourami,Monitored
NAS Species List,Arapaima sp.,Ann Holmes,aholmes@ucdavis.edu ,Arapaima,Monitored
NAS Species List,Osteoglossum bicirrhosum,Ann Holmes,aholmes@ucdavis.edu ,Silver Arowana,Monitored
NAS Species List,Pangasianodon hypophthalmus,Ann Holmes,aholmes@ucdavis.edu ,iridescent shark,Monitored
NAS Species List,Etropus crossotus,Ann Holmes,aholmes@ucdavis.edu ,Fringed Flounder,Monitored
NAS Species List,Paralichthys aestuarius,Ann Holmes,aholmes@ucdavis.edu ,Cortez Halibut,Monitored
NAS Species List,Paralichthys albigutta,Ann Holmes,aholmes@ucdavis.edu ,Gulf Flounder,Monitored
NAS Species List,Paralichthys lethostigma,Ann Holmes,aholmes@ucdavis.edu ,Southern Flounder,Monitored
NAS Species List,Paralichthys woolmani,Ann Holmes,aholmes@ucdavis.edu ,Dappled Flounder,Monitored
NAS Species List,Ammocrypta bifascia,Ann Holmes,aholmes@ucdavis.edu ,Florida Sand Darter,Monitored
NAS Species List,Ammocrypta clara,Ann Holmes,aholmes@ucdavis.edu ,Western Sand Darter,Monitored
NAS Species List,Etheostoma blennioides,Ann Holmes,aholmes@ucdavis.edu ,Greenside Darter,Monitored
NAS Species List,Etheostoma caeruleum,Ann Holmes,aholmes@ucdavis.edu ,Rainbow Darter,Monitored
NAS Species List,Etheostoma cragini,Ann Holmes,aholmes@ucdavis.edu ,Arkansas Darter,Monitored
NAS Species List,Etheostoma edwini,Ann Holmes,aholmes@ucdavis.edu ,Brown Darter,Monitored
NAS Species List,Etheostoma exile,Ann Holmes,aholmes@ucdavis.edu ,Iowa Darter,Monitored
NAS Species List,Etheostoma fusiforme,Ann Holmes,aholmes@ucdavis.edu ,Swamp Darter,Monitored
NAS Species List,Etheostoma nigrum,Ann Holmes,aholmes@ucdavis.edu ,Johnny Darter,Monitored
NAS Species List,Etheostoma nuchale,Ann Holmes,aholmes@ucdavis.edu ,Watercress Darter,Monitored
NAS Species List,Etheostoma olmstedi,Ann Holmes,aholmes@ucdavis.edu ,Tessellated Darter,Monitored
NAS Species List,Etheostoma rufilineatum,Ann Holmes,aholmes@ucdavis.edu ,Redline Darter,Monitored
NAS Species List,Etheostoma simoterum,Ann Holmes,aholmes@ucdavis.edu ,Snubnose Darter,Monitored
NAS Species List,Etheostoma sp.,Ann Holmes,aholmes@ucdavis.edu ,darter,Monitored
NAS Species List,Etheostoma variatum,Ann Holmes,aholmes@ucdavis.edu ,variegate darter,Monitored
NAS Species List,Etheostoma zonale,Ann Holmes,aholmes@ucdavis.edu ,Banded Darter,Monitored
NAS Species List,Gymnocephalus cernua,Ann Holmes,aholmes@ucdavis.edu ,Ruffe,Monitored
NAS Species List,Perca flavescens,Ann Holmes,aholmes@ucdavis.edu ,Yellow Perch,Monitored
NAS Species List,Percina caprodes,Ann Holmes,aholmes@ucdavis.edu ,Logperch,Monitored
NAS Species List,Percina macrolepida,Ann Holmes,aholmes@ucdavis.edu ,Bigscale Logperch,Monitored
NAS Species List,Percina maculata,Ann Holmes,aholmes@ucdavis.edu ,Blackside Darter,Monitored
NAS Species List,Percina nigrofasciata,Ann Holmes,aholmes@ucdavis.edu ,Blackbanded Darter,Monitored
NAS Species List,Percina notogramma,Ann Holmes,aholmes@ucdavis.edu ,Stripeback Darter,Monitored
NAS Species List,Percina peltata,Ann Holmes,aholmes@ucdavis.edu ,Shield Darter,Monitored
NAS Species List,Percina roanoka,Ann Holmes,aholmes@ucdavis.edu ,Roanoke Darter,Monitored
NAS Species List,Percina shumardi,Ann Holmes,aholmes@ucdavis.edu ,River Darter,Monitored
NAS Species List,Percina tanasi,Ann Holmes,aholmes@ucdavis.edu ,Snail Darter,Monitored
NAS Species List,Sander canadensis,Ann Holmes,aholmes@ucdavis.edu ,Sauger,Monitored
NAS Species List,Sander canadensis x vitreus,Ann Holmes,aholmes@ucdavis.edu ,Saugeye,Monitored
NAS Species List,Sander lucioperca,Ann Holmes,aholmes@ucdavis.edu ,Zander,Monitored
NAS Species List,Sander vitreus,Ann Holmes,aholmes@ucdavis.edu ,Walleye,Monitored
NAS Species List,Percopsis omiscomaycus,Ann Holmes,aholmes@ucdavis.edu ,Trout-perch,Monitored
NAS Species List,Ichthyomyzon unicuspis,Ann Holmes,aholmes@ucdavis.edu ,Silver Lamprey,Monitored
NAS Species List,Petromyzon marinus,Ann Holmes,aholmes@ucdavis.edu ,Sea Lamprey,Monitored
NAS Species List,Leiarius marmoratus,Ann Holmes,aholmes@ucdavis.edu ,Marbled Pim,Monitored
NAS Species List,Perrunichthys perruno,Ann Holmes,aholmes@ucdavis.edu ,leopard catfish,Monitored
NAS Species List,Phractocephalus hemiliopterus x Pseudoplatystoma sp.,Ann Holmes,aholmes@ucdavis.edu ,Pimelodid hybrid catfish,Monitored
NAS Species List,Phractocephalus hemioliopterus,Ann Holmes,aholmes@ucdavis.edu ,redtail catfish,Monitored
NAS Species List,Pseudoplatystoma fasciatum,Ann Holmes,aholmes@ucdavis.edu ,tiger catfish,Monitored
NAS Species List,Pseudoplatystoma punctifer,Ann Holmes,aholmes@ucdavis.edu ,Spotted Tiger Shovelnose Catfish,Monitored
NAS Species List,Sorubim sp.,Ann Holmes,aholmes@ucdavis.edu ,unidentified shovelnose catfish,Monitored
NAS Species List,Sorubimichthys planiceps,Ann Holmes,aholmes@ucdavis.edu ,firewood catfish,Monitored
NAS Species List,Hypsopsetta guttulata,Ann Holmes,aholmes@ucdavis.edu ,Diamond Turbot,Monitored
NAS Species List,Platichthys flesus,Ann Holmes,aholmes@ucdavis.edu ,European flounder,Monitored
NAS Species List,Platichthys stellatus,Ann Holmes,aholmes@ucdavis.edu ,Starry Flounder,Monitored
NAS Species List,Belonesox belizanus,Ann Holmes,aholmes@ucdavis.edu ,Pike Killifish,Monitored
NAS Species List,Gambusia affinis,Ann Holmes,aholmes@ucdavis.edu ,Western Mosquitofish,Monitored
NAS Species List,Gambusia geiseri,Ann Holmes,aholmes@ucdavis.edu ,Largespring Gambusia,Monitored
NAS Species List,Gambusia holbrooki,Ann Holmes,aholmes@ucdavis.edu ,Eastern Mosquitofish,Monitored
NAS Species List,Gambusia nobilis,Ann Holmes,aholmes@ucdavis.edu ,Pecos Gambusia,Monitored
NAS Species List,Heterandria formosa,Ann Holmes,aholmes@ucdavis.edu ,Least Killifish,Monitored
NAS Species List,Limia vittata,Ann Holmes,aholmes@ucdavis.edu ,banded limia,Monitored
NAS Species List,Poecilia formosa,Ann Holmes,aholmes@ucdavis.edu ,Amazon Molly,Monitored
NAS Species List,Poecilia kykesis,Ann Holmes,aholmes@ucdavis.edu ,Péten molly,Monitored
NAS Species List,Poecilia latipinna,Ann Holmes,aholmes@ucdavis.edu ,Sailfin Molly,Monitored
NAS Species List,Poecilia latipinna x velifera,Ann Holmes,aholmes@ucdavis.edu ,black molly,Monitored
NAS Species List,Poecilia latipunctata,Ann Holmes,aholmes@ucdavis.edu ,Tamesí Molly,Monitored
NAS Species List,Poecilia mexicana,Ann Holmes,aholmes@ucdavis.edu ,Shortfin Molly,Monitored
NAS Species List,Poecilia reticulata,Ann Holmes,aholmes@ucdavis.edu ,Guppy,Monitored
NAS Species List,Poecilia sp.,Ann Holmes,aholmes@ucdavis.edu ,unidentified poeciliid (hybrid),Monitored
NAS Species List,Poecilia sphenops,Ann Holmes,aholmes@ucdavis.edu ,Mexican Molly,Monitored
NAS Species List,Poecilia spp. hybrid,Ann Holmes,aholmes@ucdavis.edu ,lyretail black molly,Monitored
NAS Species List,Poecilia vivipara,Ann Holmes,aholmes@ucdavis.edu ,Guaru,Monitored
NAS Species List,Poeciliopsis gracilis,Ann Holmes,aholmes@ucdavis.edu ,Porthole Livebearer,Monitored
NAS Species List,Poeciliopsis monacha-occidentalis,Ann Holmes,aholmes@ucdavis.edu ,,Monitored
NAS Species List,Poeciliopsis occidentalis,Ann Holmes,aholmes@ucdavis.edu ,Gila Topminnow,Monitored
NAS Species List,Poeciliopsis occidentalis occidentalis,Ann Holmes,aholmes@ucdavis.edu ,Gila Topminnow,Monitored
NAS Species List,Poeciliopsis sp.,Ann Holmes,aholmes@ucdavis.edu ,unidentified Poeciliopsis,Monitored
NAS Species List,Xiphophorus hellerii,Ann Holmes,aholmes@ucdavis.edu ,Green Swordtail,Monitored
NAS Species List,Xiphophorus hellerii x maculatus,Ann Holmes,aholmes@ucdavis.edu ,red swordtail,Monitored
NAS Species List,Xiphophorus hellerii x variatus,Ann Holmes,aholmes@ucdavis.edu ,platyfish/swordtail,Monitored
NAS Species List,Xiphophorus maculatus,Ann Holmes,aholmes@ucdavis.edu ,Southern Platyfish,Monitored
NAS Species List,Xiphophorus maculatus x variatus,Ann Holmes,aholmes@ucdavis.edu ,platyfish/swordtail,Monitored
NAS Species List,Xiphophorus sp.,Ann Holmes,aholmes@ucdavis.edu ,platyfish,Monitored
NAS Species List,Xiphophorus variatus,Ann Holmes,aholmes@ucdavis.edu ,Variable Platyfish,Monitored
NAS Species List,Xiphophorus xiphidium,Ann Holmes,aholmes@ucdavis.edu ,Swordtail Platyfish,Monitored
NAS Species List,Polyodon spathula,Ann Holmes,aholmes@ucdavis.edu ,Paddlefish,Monitored
NAS Species List,Polypterus delhezi,Ann Holmes,aholmes@ucdavis.edu ,barred bichir,Monitored
NAS Species List,Apolemichthys xanthopunctatus,Ann Holmes,aholmes@ucdavis.edu ,goldspotted angelfish,Monitored
NAS Species List,Centropyge flavissima,Ann Holmes,aholmes@ucdavis.edu ,lemonpeel angel,Monitored
NAS Species List,Centropyge loricula,Ann Holmes,aholmes@ucdavis.edu ,flaming angelfish,Monitored
NAS Species List,Chaetodontoplus mesoleucus,Ann Holmes,aholmes@ucdavis.edu ,vermiculated angelfish,Monitored
NAS Species List,Pomacanthus annularis,Ann Holmes,aholmes@ucdavis.edu ,blue ringed angelfish,Monitored
NAS Species List,Pomacanthus asfur,Ann Holmes,aholmes@ucdavis.edu ,Arabian angel,Monitored
NAS Species List,Pomacanthus imperator,Ann Holmes,aholmes@ucdavis.edu ,emperor angelfish,Monitored
NAS Species List,Pomacanthus maculosus,Ann Holmes,aholmes@ucdavis.edu ,yellowbar angelfish,Monitored
NAS Species List,Pomacanthus semicirculatus,Ann Holmes,aholmes@ucdavis.edu ,semicircle angelfish,Monitored
NAS Species List,Pomacanthus xanthometopon,Ann Holmes,aholmes@ucdavis.edu ,bluefaced angel,Monitored
NAS Species List,Pygoplites diacanthus,Ann Holmes,aholmes@ucdavis.edu ,Regal angelfish,Monitored
NAS Species List,Abudefduf vaigiensis,Ann Holmes,aholmes@ucdavis.edu ,Sergeant-major,Monitored
NAS Species List,Acanthochromis polyacanthus,Ann Holmes,aholmes@ucdavis.edu ,spiny chromis damselfish,Monitored
NAS Species List,Amphiprion ocellaris,Ann Holmes,aholmes@ucdavis.edu ,clown anemonefish,Monitored
NAS Species List,Chromis limbata,Ann Holmes,aholmes@ucdavis.edu ,Azores chromis,Monitored
NAS Species List,Dascyllus aruanus,Ann Holmes,aholmes@ucdavis.edu ,whitetail damselfish,Monitored
NAS Species List,Dascyllus trimaculatus,Ann Holmes,aholmes@ucdavis.edu ,three spot damselfish,Monitored
NAS Species List,Neopomacentrus cyanomos,Ann Holmes,aholmes@ucdavis.edu ,Regal Demoiselle,Monitored
NAS Species List,Stegastes leucorus,Ann Holmes,aholmes@ucdavis.edu ,whitetail damselfish,Monitored
NAS Species List,Protopterus sp.,Ann Holmes,aholmes@ucdavis.edu ,lungfish,Monitored
NAS Species List,Rachycentron canadum,Ann Holmes,aholmes@ucdavis.edu ,Cobia,Monitored
NAS Species List,Coregonus albula,Ann Holmes,aholmes@ucdavis.edu ,vendace,Monitored
NAS Species List,Coregonus artedi,Ann Holmes,aholmes@ucdavis.edu ,Cisco,Monitored
NAS Species List,Coregonus clupeaformis,Ann Holmes,aholmes@ucdavis.edu ,Lake Whitefish,Monitored
NAS Species List,Coregonus maraena,Ann Holmes,aholmes@ucdavis.edu ,Maraena whitefish,Monitored
NAS Species List,Coregonus sp.,Ann Holmes,aholmes@ucdavis.edu ,a whitefish,Monitored
NAS Species List,Coregonus wartmanni,Ann Holmes,aholmes@ucdavis.edu ,blaufelchen,Monitored
NAS Species List,Oncorhynchus aguabonita,Ann Holmes,aholmes@ucdavis.edu ,Golden Trout,Monitored
NAS Species List,Oncorhynchus apache,Ann Holmes,aholmes@ucdavis.edu ,Apache Trout,Monitored
NAS Species List,Oncorhynchus clarkii,Ann Holmes,aholmes@ucdavis.edu ,Cutthroat Trout,Monitored
NAS Species List,Oncorhynchus clarkii x mykiss,Ann Holmes,aholmes@ucdavis.edu ,cutbow trout,Monitored
NAS Species List,Oncorhynchus clarkii behnkei,Ann Holmes,aholmes@ucdavis.edu ,Snake River Finespotted Cutthroat Trout,Monitored
NAS Species List,Oncorhynchus clarkii bouvieri,Ann Holmes,aholmes@ucdavis.edu ,Yellowstone cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii henshawi,Ann Holmes,aholmes@ucdavis.edu ,Lahontan cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii lewisi,Ann Holmes,aholmes@ucdavis.edu ,Westslope Cutthroat Trout,Monitored
NAS Species List,Oncorhynchus clarkii pleuriticus,Ann Holmes,aholmes@ucdavis.edu ,Colorado River cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii seleniris,Ann Holmes,aholmes@ucdavis.edu ,Paiute cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii ssp. 2,Ann Holmes,aholmes@ucdavis.edu ,Pikes Peak cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii stomias,Ann Holmes,aholmes@ucdavis.edu ,greenback cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii utah,Ann Holmes,aholmes@ucdavis.edu ,Bonneville cutthroat trout,Monitored
NAS Species List,Oncorhynchus clarkii virginalis,Ann Holmes,aholmes@ucdavis.edu ,Rio Grande cutthroat trout,Monitored
NAS Species List,Oncorhynchus gilae,Ann Holmes,aholmes@ucdavis.edu ,Gila Trout,Monitored
NAS Species List,Oncorhynchus gorbuscha,Ann Holmes,aholmes@ucdavis.edu ,Pink Salmon,Monitored
NAS Species List,Oncorhynchus keta,Ann Holmes,aholmes@ucdavis.edu ,Chum Salmon,Monitored
NAS Species List,Oncorhynchus kisutch,Ann Holmes,aholmes@ucdavis.edu ,Coho Salmon,Monitored
NAS Species List,Oncorhynchus masou,Ann Holmes,aholmes@ucdavis.edu ,cherry salmon,Monitored
NAS Species List,Oncorhynchus mykiss,Ann Holmes,aholmes@ucdavis.edu ,Rainbow Trout,Monitored
NAS Species List,Oncorhynchus mykiss irideus,Ann Holmes,aholmes@ucdavis.edu ,coastal rainbow trout,Monitored
NAS Species List,Oncorhynchus mykiss kamloops strain,Ann Holmes,aholmes@ucdavis.edu ,Kamloops trout,Monitored
NAS Species List,Oncorhynchus mykiss ssp.,Ann Holmes,aholmes@ucdavis.edu ,redband trout,Monitored
NAS Species List,Oncorhynchus mykiss whitei,Ann Holmes,aholmes@ucdavis.edu ,Little Kern golden trout,Monitored
NAS Species List,Oncorhynchus nerka,Ann Holmes,aholmes@ucdavis.edu ,Sockeye Salmon,Monitored
NAS Species List,Oncorhynchus tshawytscha,Ann Holmes,aholmes@ucdavis.edu ,Chinook Salmon,Monitored
NAS Species List,Prosopium cylindraceum,Ann Holmes,aholmes@ucdavis.edu ,Round Whitefish,Monitored
NAS Species List,Prosopium gemmifer,Ann Holmes,aholmes@ucdavis.edu ,Bonneville Cisco,Monitored
NAS Species List,Prosopium williamsoni,Ann Holmes,aholmes@ucdavis.edu ,Mountain Whitefish,Monitored
NAS Species List,Salmo letnica,Ann Holmes,aholmes@ucdavis.edu ,Ohrid trout,Monitored
NAS Species List,Salmo salar,Ann Holmes,aholmes@ucdavis.edu ,Atlantic Salmon,Monitored
NAS Species List,Salmo salar x trutta,Ann Holmes,aholmes@ucdavis.edu ,Sambrown,Monitored
NAS Species List,Salmo salar sebago,Ann Holmes,aholmes@ucdavis.edu ,Atlantic Salmon,Monitored
NAS Species List,Salmo trutta,Ann Holmes,aholmes@ucdavis.edu ,Brown Trout,Monitored
NAS Species List,Salmo trutta x Salvelinus fontinalis,Ann Holmes,aholmes@ucdavis.edu ,tiger trout,Monitored
NAS Species List,Salvelinus alpinus,Ann Holmes,aholmes@ucdavis.edu ,Arctic Char,Monitored
NAS Species List,Salvelinus alpinus oquassa,Ann Holmes,aholmes@ucdavis.edu ,blueback trout,Monitored
NAS Species List,Salvelinus confluentus,Ann Holmes,aholmes@ucdavis.edu ,Bull Trout,Monitored
NAS Species List,Salvelinus fontinalis,Ann Holmes,aholmes@ucdavis.edu ,Brook Trout,Monitored
NAS Species List,Salvelinus fontinalis x confluentus,Ann Holmes,aholmes@ucdavis.edu ,Brook Trout x Bull Trout,Monitored
NAS Species List,Salvelinus fontinalis x namaycush,Ann Holmes,aholmes@ucdavis.edu ,splake,Monitored
NAS Species List,Salvelinus malma,Ann Holmes,aholmes@ucdavis.edu ,Dolly Varden,Monitored
NAS Species List,Salvelinus namaycush,Ann Holmes,aholmes@ucdavis.edu ,Lake Trout,Monitored
NAS Species List,Thymallus arcticus,Ann Holmes,aholmes@ucdavis.edu ,Arctic Grayling,Monitored
NAS Species List,Scatophagus argus,Ann Holmes,aholmes@ucdavis.edu ,scat,Monitored
NAS Species List,Aplodinotus grunniens,Ann Holmes,aholmes@ucdavis.edu ,Freshwater Drum,Monitored
NAS Species List,Bairdiella icistia,Ann Holmes,aholmes@ucdavis.edu ,Bairdiella,Monitored
NAS Species List,Cynoscion nebulosus,Ann Holmes,aholmes@ucdavis.edu ,Spotted Seatrout,Monitored
NAS Species List,Cynoscion nebulosus x xanthulus,Ann Holmes,aholmes@ucdavis.edu ,Spotted Seatrout x Orangemouth Corvina,Monitored
