Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
SEBASTES AURICULATUS	R07407;R07904;R08096;R08409;R09587;R10054;R10895;R15409;R18626;R18752;R18881	274773	urn:lsid:marinespecies.org:taxname:274773	urn:lsid:marinespecies.org:taxname:274773	urn:lsid:marinespecies.org:taxname:274773	urn:lsid:marinespecies.org:taxname:126175	Sebastes auriculatus	Sebastes auriculatus	Sebastes	Girard, C. F. (1854). Descriptions of new fishes, collected by Dr. A. L. Heermann, naturalist attached to the survey of the Pacific railroad route, under Lieut. R. S. Williamson, U. S. A. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 7: 129-140.	1854	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	auriculatus	NA	Species	Girard, 1854	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes auriculatus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274773	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274773	NCBI:txid72057	To GenBank (44355 nucleotides; 166 proteins)	ncbi	274773	126175	Sebastes auriculatus	NCBI:txid34820	NCBI:txid72057	NCBI:txid72057	NCBI:txid72057	NA	2___17043-17043___NC_082772.1;OR482526.1___Sebastes auriculatus (NCBI:txid72057)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___17043-17043___NC_082772.1;OR482526.1___Sebastes auriculatus (NCBI:txid72057)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844241;ERR5241697	SRR21844241;ERR5241697	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes auriculatus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes auriculatus
SEBASTES AURORA	R07408;R07905;R08374;R08826;R09588;R10055;R15410;R19032	274774	urn:lsid:marinespecies.org:taxname:274774	urn:lsid:marinespecies.org:taxname:274774	urn:lsid:marinespecies.org:taxname:274774	urn:lsid:marinespecies.org:taxname:126175	Sebastes aurora	Sebastes aurora	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	aurora	NA	Species	(Gilbert, 1890)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes aurora (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274774	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274774	NCBI:txid72058	To GenBank (41792 nucleotides; 79 proteins)	ncbi	274774	126175	Sebastes aurora	NCBI:txid34820	NCBI:txid72058	NCBI:txid72058	NCBI:txid72058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241698	ERR5241698	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aurora	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aurora
SEBASTES BABCOCKI	R08376;R08671;R08827;R08881;R09589;R10056;R10329;R15411	274775	urn:lsid:marinespecies.org:taxname:274775	urn:lsid:marinespecies.org:taxname:274775	urn:lsid:marinespecies.org:taxname:274775	urn:lsid:marinespecies.org:taxname:126175	Sebastes babcocki	Sebastes babcocki	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	babcocki	NA	Species	(Thompson, 1915)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes babcocki (Thompson, 1915). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274775	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274775	NCBI:txid72059	To GenBank (41688 nucleotides; 80 proteins)	ncbi	274775	126175	Sebastes babcocki	NCBI:txid34820	NCBI:txid72059	NCBI:txid72059	NCBI:txid72059	1___16523-16523___OR499729.1___Sebastes babcocki (NCBI:txid72059)	3___17061-17062___NC_085187.1;OR641504.1;OR641503.1___Sebastes babcocki (NCBI:txid72059)	NA	NA	NA	NA	NA	NA	NA	NA	1___16523-16523___OR499729.1___Sebastes babcocki (NCBI:txid72059)	3___17061-17062___NC_085187.1;OR641504.1;OR641503.1___Sebastes babcocki (NCBI:txid72059)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844233;ERR5241699	SRR21844233;ERR5241699	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes babcocki	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes babcocki
SEBASTES BOREALIS	R08366;R08459;R08672;R09590;R10330;R15412	274777	urn:lsid:marinespecies.org:taxname:274777	urn:lsid:marinespecies.org:taxname:274777	urn:lsid:marinespecies.org:taxname:274777	urn:lsid:marinespecies.org:taxname:126175	Sebastes borealis	Sebastes borealis	Sebastes	Barsukov, V. V. (1970). Species composition of genus Sebastes in the North Pacific and description of a new species. <em>Doklady Akademii Nauk SSSR.</em> 195 (4): 994-997. [In Russian. English translation in Doklady, Academy of Sciences of the USSR, Biological Sciences 195: 760-763.].	1970	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	borealis	NA	Species	Barsukov, 1970	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes borealis Barsukov, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274777	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274777	NCBI:txid394687	To GenBank (48072 nucleotides; 20 proteins)	ncbi	274777	126175	Sebastes borealis	NCBI:txid34820	NCBI:txid394687	NCBI:txid394687	NCBI:txid394687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241701	ERR5241701	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes borealis	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes borealis
SEBASTES BREVISPINIS	R08341;R08673;R09567;R15413	274778	urn:lsid:marinespecies.org:taxname:274778	urn:lsid:marinespecies.org:taxname:274778	urn:lsid:marinespecies.org:taxname:274778	urn:lsid:marinespecies.org:taxname:126175	Sebastes brevispinis	Sebastes brevispinis	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	brevispinis	NA	Species	(Bean, 1884)	accepted	2020-12-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes brevispinis (Bean, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274778	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274778	NCBI:txid72060	To GenBank (46 nucleotides; 50 proteins)	ncbi	274778	126175	Sebastes brevispinis	NCBI:txid34820	NCBI:txid72060	NCBI:txid72060	NCBI:txid72060	NA	3___16140-17617___OR641505.1;NC_082776.1;OR482530.1___Sebastes brevispinis (NCBI:txid72060)	NA	NA	NA	NA	NA	NA	NA	NA	NA	3___16140-17617___OR641505.1;NC_082776.1;OR482530.1___Sebastes brevispinis (NCBI:txid72060)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844238	SRR21844238	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes brevispinis	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes brevispinis
SEBASTES CARNATUS	R07409;R08111;R08394;R09591;R10896;R15414;R18408;R18458;R18631;R18761	274779	urn:lsid:marinespecies.org:taxname:274779	urn:lsid:marinespecies.org:taxname:274779	urn:lsid:marinespecies.org:taxname:274779	urn:lsid:marinespecies.org:taxname:126175	Sebastes carnatus	Sebastes carnatus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	carnatus	NA	Species	(Jordan & Gilbert, 1880)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes carnatus (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274779	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274779	NCBI:txid72062	To GenBank (49848 nucleotides; 59 proteins)	ncbi	274779	126175	Sebastes carnatus	NCBI:txid34820	NCBI:txid72062	NCBI:txid72062	NCBI:txid72062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241702	ERR5241702	SRR3091918;SRR3091919;SRR3091920;SRR3091921;SRR3091922;SRR3091923;SRR3091924;SRR3091925;SRR3091926;SRR3091928;SRR3091929;SRR3091930;SRR3091931;SRR3091932;SRR3091933;SRR3091934;SRR3091935;SRR3091936;SRR3091937;SRR3091939	SRR3091918;SRR3091919;SRR3091920;SRR3091921;SRR3091922;SRR3091923;SRR3091924;SRR3091925;SRR3091926;SRR3091928;SRR3091929;SRR3091930;SRR3091931;SRR3091932;SRR3091933;SRR3091934;SRR3091935;SRR3091936;SRR3091937;SRR3091939	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes carnatus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes carnatus
SEBASTES CAURINUS	R07410;R07906;R08102;R08287;R09592;R10057;R10897;R15415;R18460;R18632;R18756;R18882	274780	urn:lsid:marinespecies.org:taxname:274780	urn:lsid:marinespecies.org:taxname:274780	urn:lsid:marinespecies.org:taxname:274780	urn:lsid:marinespecies.org:taxname:126175	Sebastes caurinus	Sebastes caurinus	Sebastes	Richardson, J. (1844). Ichthyology.--Part 1. In R. B. Hinds (ed.) The zoology of the voyage of H. M. S. Sulphur, under the command of Captain Sir Edward Belcher, R. N., C. B., F. R. G. S., etc., during the years 1836-42, No. 5. London: Smith, Elder & Co. 51-70, Pls. 35-44. 	1844	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	caurinus	NA	Species	Richardson, 1844	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes caurinus Richardson, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274780	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274780	NCBI:txid72063	To GenBank (77216 nucleotides; 1094 proteins)	ncbi	274780	126175	Sebastes caurinus	NCBI:txid34820	NCBI:txid72063	NCBI:txid72063	NCBI:txid72063	NA	9___16772-17042___OR641510.1;OR641509.1;OR641508.1;OR641507.1;OR641506.1;OP035205.1;OR546210.1;NC_066933.1;OL806594.1___Sebastes caurinus (NCBI:txid72063)	NA	NA	NA	NA	NA	NA	NA	NA	NA	9___16772-17042___OR641510.1;OR641509.1;OR641508.1;OR641507.1;OR641506.1;OP035205.1;OR546210.1;NC_066933.1;OL806594.1___Sebastes caurinus (NCBI:txid72063)	NA	NA	NA	NA	NA	NA	NA	NA	SRR22396796;SRR18254472;ERR5241703	SRR22396796;SRR18254472;ERR5241703	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes caurinus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes caurinus
SEBASTES CHLOROSTICTUS	R07411;R07907;R08385;R08828;R09606;R15416	274781	urn:lsid:marinespecies.org:taxname:274781	urn:lsid:marinespecies.org:taxname:274781	urn:lsid:marinespecies.org:taxname:274781	urn:lsid:marinespecies.org:taxname:126175	Sebastes chlorostictus	Sebastes chlorostictus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	chlorostictus	NA	Species	(Jordan & Gilbert, 1880)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes chlorostictus (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274781	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274781	NCBI:txid72064	To GenBank (39540 nucleotides; 94 proteins)	ncbi	274781	126175	Sebastes chlorostictus	NCBI:txid34820	NCBI:txid72064	NCBI:txid72064	NCBI:txid72064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241705	ERR5241705	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes chlorostictus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes chlorostictus
SEBASTES CHRYSOMELAS	R08085;R09593;R10898;R15417;R18407;R18459;R18634;R18747	240737	urn:lsid:marinespecies.org:taxname:240737	urn:lsid:marinespecies.org:taxname:240737	urn:lsid:marinespecies.org:taxname:240737	urn:lsid:marinespecies.org:taxname:126175	Sebastes chrysomelas	Sebastes chrysomelas	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	chrysomelas	NA	Species	(Jordan & Gilbert, 1881)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes chrysomelas (Jordan & Gilbert, 1881). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240737	https://www.marinespecies.org/aphia.php?p=taxdetails&id=240737	NCBI:txid394688	To GenBank (64 nucleotides; 15 proteins)	ncbi	240737	126175	Sebastes chrysomelas	NCBI:txid34820	NCBI:txid394688	NCBI:txid394688	NCBI:txid394688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR3091905;SRR3091906;SRR3091907;SRR3091908;SRR3091909;SRR3091910;SRR3091911;SRR3091912;SRR3091913;SRR3091914;SRR3091915;SRR3091916;SRR3091917;SRR3091927;SRR3091938;SRR3091940;SRR3091941;SRR3091942;SRR3091943;SRR3091944	SRR3091905;SRR3091906;SRR3091907;SRR3091908;SRR3091909;SRR3091910;SRR3091911;SRR3091912;SRR3091913;SRR3091914;SRR3091915;SRR3091916;SRR3091917;SRR3091927;SRR3091938;SRR3091940;SRR3091941;SRR3091942;SRR3091943;SRR3091944	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes chrysomelas	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes chrysomelas
SEBASTES CONSTELLATUS	R07412;R07908;R08156;R08384;R09607;R15418;R18636	274783	urn:lsid:marinespecies.org:taxname:274783	urn:lsid:marinespecies.org:taxname:274783	urn:lsid:marinespecies.org:taxname:274783	urn:lsid:marinespecies.org:taxname:126175	Sebastes constellatus	Sebastes constellatus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	constellatus	NA	Species	(Jordan & Gilbert, 1880)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes constellatus (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274783	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274783	NCBI:txid72066	To GenBank (40513 nucleotides; 63 proteins)	ncbi	274783	126175	Sebastes constellatus	NCBI:txid34820	NCBI:txid72066	NCBI:txid72066	NCBI:txid72066	NA	2___17062-17062___NC_082758.1;OR482511.1___Sebastes constellatus (NCBI:txid72066)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___17062-17062___NC_082758.1;OR482511.1___Sebastes constellatus (NCBI:txid72066)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843923;ERR5241707	SRR21843923;ERR5241707	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes constellatus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes constellatus
SEBASTES CRAMERI	R07413;R07909;R08220;R08829;R08882;R09608;R10058;R10331;R13503;R15419	274785	urn:lsid:marinespecies.org:taxname:274785	urn:lsid:marinespecies.org:taxname:274785	urn:lsid:marinespecies.org:taxname:274785	urn:lsid:marinespecies.org:taxname:126175	Sebastes crameri	Sebastes crameri	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	crameri	NA	Species	(Jordan, 1897)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes crameri (Jordan, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274785	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274785	NCBI:txid72067	To GenBank (75850 nucleotides; 158 proteins)	ncbi	274785	126175	Sebastes crameri	NCBI:txid34820	NCBI:txid72067	NCBI:txid72067	NCBI:txid72067	NA	5___16685-17241___OR641512.1;OR641511.1;NC_082778.1;OP035263.1;OR482532.1___Sebastes crameri (NCBI:txid72067)	NA	NA	NA	NA	NA	NA	NA	NA	NA	5___16685-17241___OR641512.1;OR641511.1;NC_082778.1;OP035263.1;OR482532.1___Sebastes crameri (NCBI:txid72067)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844235;SRR18254468;ERR5241708;ERR5241709	SRR21844235;SRR18254468;ERR5241708;ERR5241709	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes crameri	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes crameri
SEBASTES DALLI	R08097;R08408;R19037	401008	urn:lsid:marinespecies.org:taxname:401008	urn:lsid:marinespecies.org:taxname:401008	urn:lsid:marinespecies.org:taxname:274786	urn:lsid:marinespecies.org:taxname:126175	Sebastes dalli	Sebastes dallii	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	dalli	NA	Species	(Eigenmann & Beeson, 1894)	unaccepted	2009-06-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes dalli (Eigenmann & Beeson, 1894). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=401008	https://www.marinespecies.org/aphia.php?p=taxdetails&id=401008	NCBI:txid394690	To GenBank (77286 nucleotides; 53 proteins)	ncbi	274786	126175	Sebastes dalli	NCBI:txid34820	NCBI:txid394690	NCBI:txid394690	NCBI:txid394690	NA	1___17038-17038___OP035142.1___Sebastes dallii (NCBI:txid394690)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___17038-17038___OP035142.1___Sebastes dallii (NCBI:txid394690)	NA	NA	NA	NA	NA	NA	NA	NA	SRR18254471;ERR5241710	SRR18254471;ERR5241710	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes dallii	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes dallii
SEBASTES DALLII	R07414;R07911;R09568;R10059;R10899;R15420;R18640	274786	urn:lsid:marinespecies.org:taxname:274786	urn:lsid:marinespecies.org:taxname:274786	urn:lsid:marinespecies.org:taxname:274786	urn:lsid:marinespecies.org:taxname:126175	Sebastes dallii	Sebastes dallii	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	dallii	NA	Species	(Eigenmann & Beeson, 1894)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes dallii (Eigenmann & Beeson, 1894). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274786	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274786	NCBI:txid394690	To GenBank (77286 nucleotides; 53 proteins)	ncbi	274786	126175	Sebastes dallii	NCBI:txid34820	NCBI:txid394690	NCBI:txid394690	NCBI:txid394690	NA	1___17038-17038___OP035142.1___Sebastes dallii (NCBI:txid394690)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___17038-17038___OP035142.1___Sebastes dallii (NCBI:txid394690)	NA	NA	NA	NA	NA	NA	NA	NA	SRR18254471;ERR5241710	SRR18254471;ERR5241710	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes dallii	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes dallii
SEBASTES DIACONUS	R08105;R15421;R18837;R18843;R18879	1384909	urn:lsid:marinespecies.org:taxname:1384909	urn:lsid:marinespecies.org:taxname:1384909	urn:lsid:marinespecies.org:taxname:1384909	urn:lsid:marinespecies.org:taxname:126175	Sebastes diaconus	Sebastes diaconus	Sebastes	Frable, B. W.; Wagman, D. W.; Frierson, T. N.; Aguilar, A.; Sidlauskas, B. L. (2015). A new species of Sebastes (Scorpaeniformes: Sebastidae) from the northeastern Pacific, with a redescription of the blue rockfish, S. mystinus (Jordan and Gilbert, 1881). <em>Fishery Bulletin.</em> 113(4): 355-377.	2015	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	diaconus	NA	Species	Frable, Wagman, Frierson, Aguilar & Sidlauskas, 2015	accepted	2019-10-28	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes diaconus Frable, Wagman, Frierson, Aguilar & Sidlauskas, 2015. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1384909	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1384909	NCBI:txid2603974	To GenBank (88364 nucleotides; 0 proteins)	ncbi	1384909	126175	Sebastes diaconus	NCBI:txid34820	NCBI:txid2603974	NCBI:txid2603974	NCBI:txid2603974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241711	ERR5241711	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes diaconus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes diaconus
SEBASTES DIPLOPROA	R07415;R07912;R08331;R08830;R08883;R09594;R10060;R10900;R15422;R18641;R18642	274787	urn:lsid:marinespecies.org:taxname:274787	urn:lsid:marinespecies.org:taxname:274787	urn:lsid:marinespecies.org:taxname:274787	urn:lsid:marinespecies.org:taxname:126175	Sebastes diploproa	Sebastes diploproa	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	diploproa	NA	Species	(Gilbert, 1890)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes diploproa (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274787	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274787	NCBI:txid72069	To GenBank (45078 nucleotides; 237 proteins)	ncbi	274787	126175	Sebastes diploproa	NCBI:txid34820	NCBI:txid72069	NCBI:txid72069	NCBI:txid72069	NA	4___16840-17728___OR641514.1;OR641513.1;NC_082821.1;OR482579.1___Sebastes diploproa (NCBI:txid72069)	NA	NA	NA	NA	NA	NA	NA	NA	NA	4___16840-17728___OR641514.1;OR641513.1;NC_082821.1;OR482579.1___Sebastes diploproa (NCBI:txid72069)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843905;ERR5241712	SRR21843905;ERR5241712	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes diploproa	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes diploproa
SEBASTES ELONGATUS	R07416;R07913;R08306;R08831;R08884;R09569;R10061;R15423;R19033	274788	urn:lsid:marinespecies.org:taxname:274788	urn:lsid:marinespecies.org:taxname:274788	urn:lsid:marinespecies.org:taxname:274788	urn:lsid:marinespecies.org:taxname:126175	Sebastes elongatus	Sebastes elongatus	Sebastes	Ayres, W. O. (1859). [Descriptions of fishes.]. <em>Proceedings of the California Academy of Sciences (Series 1).</em> v. 2 (1858-1862): 25-32. [Read at meeting of 17 Oct. 1859, assume published in 1859. Accompanying figures 4-10, pp. 54-59, published in 1860.].	1859	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	elongatus	NA	Species	Ayres, 1859	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes elongatus Ayres, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274788	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274788	NCBI:txid72070	To GenBank (52761 nucleotides; 134 proteins)	ncbi	274788	126175	Sebastes elongatus	NCBI:txid34820	NCBI:txid72070	NCBI:txid72070	NCBI:txid72070	NA	4___17060-17336___OR641516.1;OR641515.1;NC_082818.1;OR482576.1___Sebastes elongatus (NCBI:txid72070)	NA	NA	NA	NA	NA	NA	NA	NA	NA	4___17060-17336___OR641516.1;OR641515.1;NC_082818.1;OR482576.1___Sebastes elongatus (NCBI:txid72070)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843908;ERR5241713	SRR21843908;ERR5241713	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes elongatus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes elongatus
